player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Fabio Pfohl (D/C),Kölner Haie,46,8,27,35,0.76,24,-7,https://www.eliteprospects.com/player/85174/fabio-pfohl,2018-2019,del,Fabio Pfohl (D/C),D/C
Evan Trupp (W/C),Iserlohn Roosters,49,6,29,35,0.71,40,-8,https://www.eliteprospects.com/player/38133/evan-trupp,2018-2019,del,Evan Trupp (W/C),W/C
Matt Fraser (RW/LW),Augsburger Panther,52,18,16,34,0.65,36,-6,https://www.eliteprospects.com/player/37148/matt-fraser,2018-2019,del,Matt Fraser (RW/LW),RW/LW
Leo Pföderl (RW/LW),Nürnberg Ice Tigers,51,17,17,34,0.67,18,1,https://www.eliteprospects.com/player/43386/leo-pfoderl,2018-2019,del,Leo Pföderl (RW/LW),RW/LW
Felix Schütz (C/W),Kölner Haie,50,15,19,34,0.68,28,-5,https://www.eliteprospects.com/player/10613/felix-schutz,2018-2019,del,Felix Schütz (C/W),C/W
James Sheppard (C/LW),Eisbären Berlin,45,12,22,34,0.76,68,0,https://www.eliteprospects.com/player/11121/james-sheppard,2018-2019,del,James Sheppard (C/LW),C/LW
Morgan Ellis (D),Kölner Haie,52,12,22,34,0.65,26,8,https://www.eliteprospects.com/player/37281/morgan-ellis,2018-2019,del,Morgan Ellis (D),D
Marcel Noebels (LW/C),Eisbären Berlin,49,9,25,34,0.69,24,-1,https://www.eliteprospects.com/player/34847/marcel-noebels,2018-2019,del,Marcel Noebels (LW/C),LW/C
Garrett Festerling (C),Adler Mannheim,52,16,17,33,0.63,24,22,https://www.eliteprospects.com/player/11628/garrett-festerling,2018-2019,del,Garrett Festerling (C),C
Matt Stajan (C),EHC München,52,13,20,33,0.63,24,13,https://www.eliteprospects.com/player/8889/matt-stajan,2018-2019,del,Matt Stajan (C),C
Antoine Laganière (W/C),Straubing Tigers,52,13,20,33,0.63,30,12,https://www.eliteprospects.com/player/19149/antoine-laganiere,2018-2019,del,Antoine Laganière (W/C),W/C
Matthias Plachta (LW/RW),Adler Mannheim,40,16,16,32,0.80,18,22,https://www.eliteprospects.com/player/34850/matthias-plachta,2018-2019,del,Matthias Plachta (LW/RW),LW/RW
Justin Shugg (RW/LW),EHC München,46,9,23,32,0.70,34,12,https://www.eliteprospects.com/player/13670/justin-shugg,2018-2019,del,Justin Shugg (RW/LW),RW/LW
Mark Katic (D),Adler Mannheim,51,3,29,32,0.63,0,26,https://www.eliteprospects.com/player/11395/mark-katic,2018-2019,del,Mark Katic (D),D
Frank Mauer (RW),EHC München,52,15,16,31,0.60,18,18,https://www.eliteprospects.com/player/15225/frank-mauer,2018-2019,del,Frank Mauer (RW),RW
Ken Andre Olimb (C/W),Düsseldorfer EG,50,13,18,31,0.62,18,-9,https://www.eliteprospects.com/player/10886/ken-andre-olimb,2018-2019,del,Ken Andre Olimb (C/W),C/W
Joonas Lehtivuori (D),Adler Mannheim,41,8,23,31,0.76,26,22,https://www.eliteprospects.com/player/7452/joonas-lehtivuori,2018-2019,del,Joonas Lehtivuori (D),D
Shawn Lalonde (D),Nürnberg Ice Tigers,49,8,23,31,0.63,56,7,https://www.eliteprospects.com/player/11246/shawn-lalonde,2018-2019,del,Shawn Lalonde (D),D
Ryan McKiernan (D),Düsseldorfer EG,51,6,25,31,0.61,60,0,https://www.eliteprospects.com/player/31514/ryan-mckiernan,2018-2019,del,Ryan McKiernan (D),D
Spencer Machacek (RW/C),Grizzlys Wolfsburg,49,18,12,30,0.61,26,-3,https://www.eliteprospects.com/player/12505/spencer-machacek,2018-2019,del,Spencer Machacek (RW/C),RW/C
Sebastian Uvira (LW/RW),Kölner Haie,52,17,13,30,0.58,44,6,https://www.eliteprospects.com/player/42797/sebastian-uvira,2018-2019,del,Sebastian Uvira (LW/RW),LW/RW
Maximilian Kastner (LW),EHC München,40,13,17,30,0.75,26,24,https://www.eliteprospects.com/player/43591/maximilian-kastner,2018-2019,del,Maximilian Kastner (LW),LW
Trevor Parkes (RW),EHC München,41,12,18,30,0.73,28,14,https://www.eliteprospects.com/player/45162/trevor-parkes,2018-2019,del,Trevor Parkes (RW),RW
Alex Friesen (C),Fischtown Pinguins,50,10,20,30,0.60,105,-2,https://www.eliteprospects.com/player/31568/alex-friesen,2018-2019,del,Alex Friesen (C),C
Lean Bergmann (C/W),Iserlohn Roosters,50,20,9,29,0.58,87,-8,https://www.eliteprospects.com/player/148119/lean-bergmann,2018-2019,del,Lean Bergmann (C/W),C/W
Brandon Buck (LW),Nürnberg Ice Tigers,44,16,13,29,0.66,14,-4,https://www.eliteprospects.com/player/14430/brandon-buck,2018-2019,del,Brandon Buck (LW),LW
David Elsner (RW),ERC Ingolstadt,50,15,14,29,0.58,18,5,https://www.eliteprospects.com/player/43428/david-elsner,2018-2019,del,David Elsner (RW),RW
Miha Verlic (C/LW),Fischtown Pinguins,52,14,15,29,0.56,36,-3,https://www.eliteprospects.com/player/34328/miha-verlic,2018-2019,del,Miha Verlic (C/LW),C/LW
Adam Payerl (C/RW),Augsburger Panther,49,13,16,29,0.59,146,2,https://www.eliteprospects.com/player/37608/adam-payerl,2018-2019,del,Adam Payerl (C/RW),C/RW
Mirko Höfflin (C/W),Schwenninger Wild Wings,52,12,17,29,0.56,16,-14,https://www.eliteprospects.com/player/34842/mirko-hofflin,2018-2019,del,Mirko Höfflin (C/W),C/W
Patrick McNeill (D),Augsburger Panther,51,9,20,29,0.57,40,2,https://www.eliteprospects.com/player/10433/patrick-mcneill,2018-2019,del,Patrick McNeill (D),D
Fredrik Eriksson (D/LW),Straubing Tigers,47,5,24,29,0.62,18,16,https://www.eliteprospects.com/player/784/fredrik-eriksson,2018-2019,del,Fredrik Eriksson (D/LW),D/LW
Brendan Ranford (C/LW),Eisbären Berlin,51,13,15,28,0.55,48,0,https://www.eliteprospects.com/player/24082/brendan-ranford,2018-2019,del,Brendan Ranford (C/LW),C/LW
Braden Pimm (C/W),Düsseldorfer EG,51,11,17,28,0.55,8,0,https://www.eliteprospects.com/player/38012/braden-pimm,2018-2019,del,Braden Pimm (C/W),C/W
Mike Moore (D),Fischtown Pinguins,47,7,21,28,0.60,36,9,https://www.eliteprospects.com/player/17962/mike-moore,2018-2019,del,Mike Moore (D),D
Calle Ridderwall (LW/RW),Düsseldorfer EG,52,6,22,28,0.54,30,-8,https://www.eliteprospects.com/player/4554/calle-ridderwall,2018-2019,del,Calle Ridderwall (LW/RW),LW/RW
Micki DuPont (D),Eisbären Berlin,52,5,23,28,0.54,32,3,https://www.eliteprospects.com/player/8062/micki-dupont,2018-2019,del,Micki DuPont (D),D
Louie Caporusso (C/LW),Iserlohn Roosters,36,14,13,27,0.75,24,-18,https://www.eliteprospects.com/player/12529/louie-caporusso,2018-2019,del,Louie Caporusso (C/LW),C/LW
Nicholas B. Jensen (D/C),Fischtown Pinguins,48,10,17,27,0.56,72,-2,https://www.eliteprospects.com/player/6635/nicholas-b.-jensen,2018-2019,del,Nicholas B. Jensen (D/C),D/C
Cory Quirk (C),Fischtown Pinguins,51,10,17,27,0.53,24,10,https://www.eliteprospects.com/player/34047/cory-quirk,2018-2019,del,Cory Quirk (C),C
Yannic Seidenberg (D/LW),EHC München,52,10,17,27,0.52,38,18,https://www.eliteprospects.com/player/13962/yannic-seidenberg,2018-2019,del,Yannic Seidenberg (D/LW),D/LW
Jeremy Dehner (D),Grizzlys Wolfsburg,51,4,23,27,0.53,12,-10,https://www.eliteprospects.com/player/38346/jeremy-dehner,2018-2019,del,Jeremy Dehner (D),D
Sinan Akdag (D),Adler Mannheim,52,3,24,27,0.52,36,28,https://www.eliteprospects.com/player/19022/sinan-akdag,2018-2019,del,Sinan Akdag (D),D
Anthony Rech (LW/RW),Schwenninger Wild Wings,46,19,7,26,0.57,50,1,https://www.eliteprospects.com/player/34608/anthony-rech,2018-2019,del,Anthony Rech (LW/RW),LW/RW
Tommi Huhtala (LW),Adler Mannheim,41,13,13,26,0.63,14,10,https://www.eliteprospects.com/player/7447/tommi-huhtala,2018-2019,del,Tommi Huhtala (LW),LW
Andreé Hult (C),Schwenninger Wild Wings,47,11,15,26,0.55,20,1,https://www.eliteprospects.com/player/4067/andree-hult,2018-2019,del,Andreé Hult (C),C
Colby Genoway (RW/C),Kölner Haie,49,11,15,26,0.53,40,0,https://www.eliteprospects.com/player/11507/colby-genoway,2018-2019,del,Colby Genoway (RW/C),RW/C
Marko Friedrich (C),Iserlohn Roosters,51,11,15,26,0.51,90,8,https://www.eliteprospects.com/player/41284/marko-friedrich,2018-2019,del,Marko Friedrich (C),C
Sven Ziegler (RW),Straubing Tigers,51,18,7,25,0.49,8,-5,https://www.eliteprospects.com/player/42740/sven-ziegler,2018-2019,del,Sven Ziegler (RW),RW
Chris Brown (RW/C),Nürnberg Ice Tigers,37,13,12,25,0.68,50,3,https://www.eliteprospects.com/player/31273/chris-brown,2018-2019,del,Chris Brown (RW/C),RW/C
Simon Sezemsky (D/C),Augsburger Panther,49,10,15,25,0.51,20,5,https://www.eliteprospects.com/player/44129/simon-sezemsky,2018-2019,del,Simon Sezemsky (D/C),D/C
John Henrion (RW),Düsseldorfer EG,50,15,9,24,0.48,28,-5,https://www.eliteprospects.com/player/31275/john-henrion,2018-2019,del,John Henrion (RW),RW
Sean Backman (RW),Eisbären Berlin,49,13,11,24,0.49,34,-15,https://www.eliteprospects.com/player/34717/sean-backman,2018-2019,del,Sean Backman (RW),RW
Michael Wolf (RW),EHC München,33,11,13,24,0.73,8,8,https://www.eliteprospects.com/player/12455/michael-wolf,2018-2019,del,Michael Wolf (RW),RW
Daniel Weiß (C/LW),Nürnberg Ice Tigers,52,9,15,24,0.46,36,-12,https://www.eliteprospects.com/player/15224/daniel-wei%C3%9F,2018-2019,del,Daniel Weiß (C/LW),C/LW
Ville Koistinen (D),ERC Ingolstadt,49,7,17,24,0.49,56,-6,https://www.eliteprospects.com/player/7440/ville-koistinen,2018-2019,del,Ville Koistinen (D),D
Cole Cassels (C),Grizzlys Wolfsburg,50,7,17,24,0.48,44,-12,https://www.eliteprospects.com/player/118659/cole-cassels,2018-2019,del,Cole Cassels (C),C
David Stieler (C),Augsburger Panther,51,7,17,24,0.47,8,-2,https://www.eliteprospects.com/player/13928/david-stieler,2018-2019,del,David Stieler (C),C
Brady Lamb (D),Augsburger Panther,52,7,17,24,0.46,40,-5,https://www.eliteprospects.com/player/24451/brady-lamb,2018-2019,del,Brady Lamb (D),D
Daniel Schmölz (LW),Augsburger Panther,51,12,11,23,0.45,62,-6,https://www.eliteprospects.com/player/51399/daniel-schmolz,2018-2019,del,Daniel Schmölz (LW),LW
Brock Hooton (C/RW),Fischtown Pinguins,48,10,13,23,0.48,16,12,https://www.eliteprospects.com/player/11530/brock-hooton,2018-2019,del,Brock Hooton (C/RW),C/RW
Rylan Schwartz (C),Fischtown Pinguins,52,10,13,23,0.44,22,-5,https://www.eliteprospects.com/player/33906/rylan-schwartz,2018-2019,del,Rylan Schwartz (C),C
Darin Olver (C/LW),ERC Ingolstadt,46,9,14,23,0.50,34,3,https://www.eliteprospects.com/player/11418/darin-olver,2018-2019,del,Darin Olver (C/LW),C/LW
Marcel Brandt (D/LW),Straubing Tigers,51,8,15,23,0.45,26,8,https://www.eliteprospects.com/player/43412/marcel-brandt,2018-2019,del,Marcel Brandt (D/LW),D/LW
Simon Danner (F),Schwenninger Wild Wings,52,7,16,23,0.44,34,-13,https://www.eliteprospects.com/player/22289/simon-danner,2018-2019,del,Simon Danner (F),F
Konrad Abeltshauser (D),EHC München,52,6,17,23,0.44,18,23,https://www.eliteprospects.com/player/34836/konrad-abeltshauser,2018-2019,del,Konrad Abeltshauser (D),D
Colin Smith (C/RW),Eisbären Berlin,52,4,19,23,0.44,40,-20,https://www.eliteprospects.com/player/26388/colin-smith,2018-2019,del,Colin Smith (C/RW),C/RW
Martin Lefebvre (D),Krefeld Pinguine,52,3,20,23,0.44,20,-29,https://www.eliteprospects.com/player/37480/martin-lefebvre,2018-2019,del,Martin Lefebvre (D),D
Wade Bergman (D),Grizzlys Wolfsburg,52,2,21,23,0.44,46,-2,https://www.eliteprospects.com/player/39638/wade-bergman,2018-2019,del,Wade Bergman (D),D
Rihards Bukarts (W),Schwenninger Wild Wings,42,9,13,22,0.52,14,2,https://www.eliteprospects.com/player/52418/rihards-bukarts,2018-2019,del,Rihards Bukarts (W),W
Frederik Tiffels (LW),Kölner Haie,27,6,16,22,0.81,14,0,https://www.eliteprospects.com/player/85240/frederik-tiffels,2018-2019,del,Frederik Tiffels (LW),LW
Christopher Fischer (D),Iserlohn Roosters,49,5,17,22,0.45,88,-10,https://www.eliteprospects.com/player/15221/christopher-fischer,2018-2019,del,Christopher Fischer (D),D
Sebastian Furchner (LW/RW),Grizzlys Wolfsburg,50,14,7,21,0.42,16,-12,https://www.eliteprospects.com/player/22312/sebastian-furchner,2018-2019,del,Sebastian Furchner (LW/RW),LW/RW
Justin Florek (C/W),Iserlohn Roosters,52,10,11,21,0.40,22,0,https://www.eliteprospects.com/player/17503/justin-florek,2018-2019,del,Justin Florek (C/W),C/W
Brett Olson (C),ERC Ingolstadt,47,9,12,21,0.45,41,-2,https://www.eliteprospects.com/player/16690/brett-olson,2018-2019,del,Brett Olson (C),C
Brent Aubin (RW/LW),Grizzlys Wolfsburg,52,8,13,21,0.40,44,-16,https://www.eliteprospects.com/player/11125/brent-aubin,2018-2019,del,Brent Aubin (RW/LW),RW/LW
Chad Bassen (C/LW),Nürnberg Ice Tigers,50,6,15,21,0.42,36,11,https://www.eliteprospects.com/player/14322/chad-bassen,2018-2019,del,Chad Bassen (C/LW),C/LW
Daine Todd (D),Iserlohn Roosters,50,4,17,21,0.42,26,4,https://www.eliteprospects.com/player/14502/daine-todd,2018-2019,del,Daine Todd (D),D
Andreas Eder (RW/C),EHC München,52,11,9,20,0.38,16,8,https://www.eliteprospects.com/player/95495/andreas-eder,2018-2019,del,Andreas Eder (RW/C),RW/C
Ben Hanowski (RW/LW),Kölner Haie,31,10,10,20,0.65,6,-4,https://www.eliteprospects.com/player/38066/ben-hanowski,2018-2019,del,Ben Hanowski (RW/LW),RW/LW
Sahir Gill (C/LW),Augsburger Panther,50,8,12,20,0.40,35,-3,https://www.eliteprospects.com/player/38017/sahir-gill,2018-2019,del,Sahir Gill (C/LW),C/LW
Patrick Hager (C/LW),EHC München,37,6,14,20,0.54,82,5,https://www.eliteprospects.com/player/15229/patrick-hager,2018-2019,del,Patrick Hager (C/LW),C/LW
Ryan Jones (LW/RW),Kölner Haie,52,6,14,20,0.38,18,3,https://www.eliteprospects.com/player/11410/ryan-jones,2018-2019,del,Ryan Jones (LW/RW),LW/RW
Maxime Fortunus (D),Fischtown Pinguins,52,3,17,20,0.38,14,-5,https://www.eliteprospects.com/player/11508/maxime-fortunus,2018-2019,del,Maxime Fortunus (D),D
Kael Mouillierat (C/LW),Straubing Tigers,51,11,8,19,0.37,48,12,https://www.eliteprospects.com/player/38319/kael-mouillierat,2018-2019,del,Kael Mouillierat (C/LW),C/LW
Florian Kettemer (D),Eisbären Berlin,37,10,9,19,0.51,24,-3,https://www.eliteprospects.com/player/22214/florian-kettemer,2018-2019,del,Florian Kettemer (D),D
André Rankel (LW),Eisbären Berlin,43,10,9,19,0.44,20,-8,https://www.eliteprospects.com/player/18059/andre-rankel,2018-2019,del,André Rankel (LW),LW
Mike Hoeffel (LW/RW),Fischtown Pinguins,48,9,10,19,0.40,32,0,https://www.eliteprospects.com/player/12457/mike-hoeffel,2018-2019,del,Mike Hoeffel (LW/RW),LW/RW
Marcel Kurth (RW),Schwenninger Wild Wings,47,8,11,19,0.40,6,-11,https://www.eliteprospects.com/player/42510/marcel-kurth,2018-2019,del,Marcel Kurth (RW),RW
Gerrit Fauser (C/LW),Grizzlys Wolfsburg,38,7,12,19,0.50,10,-6,https://www.eliteprospects.com/player/13576/gerrit-fauser,2018-2019,del,Gerrit Fauser (C/LW),C/LW
Frank Hördler (D),Eisbären Berlin,43,6,13,19,0.44,71,-7,https://www.eliteprospects.com/player/18054/frank-hordler,2018-2019,del,Frank Hördler (D),D
Marco Nowak (D),Düsseldorfer EG,51,4,15,19,0.37,24,1,https://www.eliteprospects.com/player/17640/marco-nowak,2018-2019,del,Marco Nowak (D),D
Stephan Daschner (D),Straubing Tigers,45,3,16,19,0.42,22,12,https://www.eliteprospects.com/player/15220/stephan-daschner,2018-2019,del,Stephan Daschner (D),D
Kirill Kabanov (RW/LW),Krefeld Pinguine,49,3,16,19,0.39,28,-4,https://www.eliteprospects.com/player/19427/kirill-kabanov,2018-2019,del,Kirill Kabanov (RW/LW),RW/LW
Phil Hungerecker (F),Adler Mannheim,49,11,7,18,0.37,36,14,https://www.eliteprospects.com/player/43477/phil-hungerecker,2018-2019,del,Phil Hungerecker (F),F
Vinny Saponari (RW),Krefeld Pinguine,43,9,9,18,0.42,10,-4,https://www.eliteprospects.com/player/11465/vinny-saponari,2018-2019,del,Vinny Saponari (RW),RW
Travis Turnbull (C),Iserlohn Roosters,44,9,9,18,0.41,57,-5,https://www.eliteprospects.com/player/33251/travis-turnbull,2018-2019,del,Travis Turnbull (C),C
Ville Korhonen (RW/LW),Schwenninger Wild Wings,36,8,10,18,0.50,18,-25,https://www.eliteprospects.com/player/6426/ville-korhonen,2018-2019,del,Ville Korhonen (RW/LW),RW/LW
Jeremy Welsh (C/LW),Grizzlys Wolfsburg,26,7,11,18,0.69,8,3,https://www.eliteprospects.com/player/37737/jeremy-welsh,2018-2019,del,Jeremy Welsh (C/LW),C/LW
Bernhard Ebner (D),Düsseldorfer EG,36,5,13,18,0.50,24,17,https://www.eliteprospects.com/player/17627/bernhard-ebner,2018-2019,del,Bernhard Ebner (D),D
Mike Zalewski (LW/C),Kölner Haie,44,5,13,18,0.41,30,9,https://www.eliteprospects.com/player/60363/mike-zalewski,2018-2019,del,Mike Zalewski (LW/C),LW/C
James Bettauer (D/F),Krefeld Pinguine,49,5,13,18,0.37,40,-5,https://www.eliteprospects.com/player/19280/james-bettauer,2018-2019,del,James Bettauer (D/F),D/F
Steven Seigo (D),Straubing Tigers,51,5,13,18,0.35,32,2,https://www.eliteprospects.com/player/20567/steven-seigo,2018-2019,del,Steven Seigo (D),D
Tom Gilbert (D),Nürnberg Ice Tigers,31,3,15,18,0.58,18,2,https://www.eliteprospects.com/player/11009/tom-gilbert,2018-2019,del,Tom Gilbert (D),D
Martin Schymainski (RW/LW),Krefeld Pinguine,52,9,8,17,0.33,22,-5,https://www.eliteprospects.com/player/21232/martin-schymainski,2018-2019,del,Martin Schymainski (RW/LW),RW/LW
Carson McMillan (RW/C),Fischtown Pinguins,52,8,9,17,0.33,14,-6,https://www.eliteprospects.com/player/13595/carson-mcmillan,2018-2019,del,Carson McMillan (RW/C),RW/C
Jaroslav Hafenrichter (LW),Augsburger Panther,52,7,10,17,0.33,24,12,https://www.eliteprospects.com/player/48288/jaroslav-hafenrichter,2018-2019,del,Jaroslav Hafenrichter (LW),LW
Thomas Larkin (D),Adler Mannheim,33,6,11,17,0.52,30,18,https://www.eliteprospects.com/player/38061/thomas-larkin,2018-2019,del,Thomas Larkin (D),D
Kevin Schmidt (D),Iserlohn Roosters,38,4,13,17,0.45,14,-7,https://www.eliteprospects.com/player/15060/kevin-schmidt,2018-2019,del,Kevin Schmidt (D),D
Jeff Likens (D),Grizzlys Wolfsburg,52,4,13,17,0.33,50,-14,https://www.eliteprospects.com/player/9433/jeff-likens,2018-2019,del,Jeff Likens (D),D
Ryan Button (D),EHC München,48,3,14,17,0.35,18,13,https://www.eliteprospects.com/player/32780/ryan-button,2018-2019,del,Ryan Button (D),D
Lucas Dumont (F),Kölner Haie,52,11,5,16,0.31,4,6,https://www.eliteprospects.com/player/89917/lucas-dumont,2018-2019,del,Lucas Dumont (F),F
István Bartalis (C/LW),Schwenninger Wild Wings,42,8,8,16,0.38,12,0,https://www.eliteprospects.com/player/14074/istvan-bartalis,2018-2019,del,István Bartalis (C/LW),C/LW
Mitchell Heard (C),Straubing Tigers,28,5,11,16,0.57,67,5,https://www.eliteprospects.com/player/45566/mitchell-heard,2018-2019,del,Mitchell Heard (C),C
Stefano Giliati (LW/RW),Schwenninger Wild Wings,38,5,11,16,0.42,87,-19,https://www.eliteprospects.com/player/13627/stefano-giliati,2018-2019,del,Stefano Giliati (LW/RW),LW/RW
Tim Bender (D),Nürnberg Ice Tigers,41,2,14,16,0.39,14,-3,https://www.eliteprospects.com/player/71907/tim-bender,2018-2019,del,Tim Bender (D),D
Dominik Bittner (D),Schwenninger Wild Wings,46,2,14,16,0.35,59,0,https://www.eliteprospects.com/player/34837/dominik-bittner,2018-2019,del,Dominik Bittner (D),D
T.J. Mulock (RW),Straubing Tigers,47,1,15,16,0.34,20,-7,https://www.eliteprospects.com/player/12390/t.j.-mulock,2018-2019,del,T.J. Mulock (RW),RW
Yasin Ehliz (LW/RW),EHC München,35,10,5,15,0.43,38,8,https://www.eliteprospects.com/player/38699/yasin-ehliz,2018-2019,del,Yasin Ehliz (LW/RW),LW/RW
Marco Pfleger (RW),Straubing Tigers,49,9,6,15,0.31,12,-1,https://www.eliteprospects.com/player/75505/marco-pfleger,2018-2019,del,Marco Pfleger (RW),RW
Christoph Höhenleitner (LW/RW),Grizzlys Wolfsburg,34,7,8,15,0.44,24,2,https://www.eliteprospects.com/player/22302/christoph-hohenleitner,2018-2019,del,Christoph Höhenleitner (LW/RW),LW/RW
Brandon Segal (RW),Nürnberg Ice Tigers,42,7,8,15,0.36,34,-12,https://www.eliteprospects.com/player/14081/brandon-segal,2018-2019,del,Brandon Segal (RW),RW
Ryan Garbutt (W/C),ERC Ingolstadt,38,6,9,15,0.39,66,3,https://www.eliteprospects.com/player/39057/ryan-garbutt,2018-2019,del,Ryan Garbutt (W/C),W/C
Jake Weidner (C),Iserlohn Roosters,52,6,9,15,0.29,24,-25,https://www.eliteprospects.com/player/75339/jake-weidner,2018-2019,del,Jake Weidner (C),C
T.J. Trevelyan (LW),Augsburger Panther,37,5,10,15,0.41,18,2,https://www.eliteprospects.com/player/9735/t.j.-trevelyan,2018-2019,del,T.J. Trevelyan (LW),LW
Derek Joslin (D),EHC München,52,5,10,15,0.29,16,8,https://www.eliteprospects.com/player/11392/derek-joslin,2018-2019,del,Derek Joslin (D),D
Jordan Smotherman (LW),Iserlohn Roosters,35,4,11,15,0.43,20,-18,https://www.eliteprospects.com/player/11568/jordan-smotherman,2018-2019,del,Jordan Smotherman (LW),LW
Pascal Zerressen (D),Kölner Haie,46,3,12,15,0.33,14,15,https://www.eliteprospects.com/player/42705/pascal-zerressen,2018-2019,del,Pascal Zerressen (D),D
Chris Rumble (D),Fischtown Pinguins,38,2,13,15,0.39,88,-16,https://www.eliteprospects.com/player/37928/chris-rumble,2018-2019,del,Chris Rumble (D),D
Mirko Sacher (D),Schwenninger Wild Wings,44,2,13,15,0.34,10,-17,https://www.eliteprospects.com/player/35365/mirko-sacher,2018-2019,del,Mirko Sacher (D),D
Taylor Aronson (D),Nürnberg Ice Tigers,43,1,14,15,0.35,50,-5,https://www.eliteprospects.com/player/27126/taylor-aronson,2018-2019,del,Taylor Aronson (D),D
Greger Hanson (RW/LW),Krefeld Pinguine,47,9,5,14,0.30,28,-1,https://www.eliteprospects.com/player/4548/greger-hanson,2018-2019,del,Greger Hanson (RW/LW),RW/LW
Leon Niederberger (LW),Düsseldorfer EG,41,7,7,14,0.34,18,-2,https://www.eliteprospects.com/player/94115/leon-niederberger,2018-2019,del,Leon Niederberger (LW),LW
Christoph Ullmann (C),Augsburger Panther,46,7,7,14,0.30,20,-2,https://www.eliteprospects.com/player/17880/christoph-ullmann,2018-2019,del,Christoph Ullmann (C),C
Brendan Mikkelson (D),Adler Mannheim,47,6,8,14,0.30,16,4,https://www.eliteprospects.com/player/9355/brendan-mikkelson,2018-2019,del,Brendan Mikkelson (D),D
Kai Hospelt (C),Kölner Haie,48,4,10,14,0.29,20,1,https://www.eliteprospects.com/player/15405/kai-hospelt,2018-2019,del,Kai Hospelt (C),C
Will Weber (D),Fischtown Pinguins,43,3,11,14,0.33,126,15,https://www.eliteprospects.com/player/12515/will-weber,2018-2019,del,Will Weber (D),D
Thomas Holzmann (LW),Augsburger Panther,47,3,11,14,0.30,59,-2,https://www.eliteprospects.com/player/22335/thomas-holzmann,2018-2019,del,Thomas Holzmann (LW),LW
Tim Miller (RW/LW),Krefeld Pinguine,52,3,11,14,0.27,68,-3,https://www.eliteprospects.com/player/34710/tim-miller,2018-2019,del,Tim Miller (RW/LW),RW/LW
Petr Pohl (RW),Grizzlys Wolfsburg,28,7,6,13,0.46,2,-2,https://www.eliteprospects.com/player/9228/petr-pohl,2018-2019,del,Petr Pohl (RW),RW
Alexander Oblinger (RW),Kölner Haie,52,7,6,13,0.25,66,-2,https://www.eliteprospects.com/player/28743/alexander-oblinger,2018-2019,del,Alexander Oblinger (RW),RW
Vili Sopanen (RW),totals,31,5,8,13,0.42,14,-5,https://www.eliteprospects.com/player/7571/vili-sopanen,2018-2019,del,Vili Sopanen (RW),RW
Florian Busch (LW),Eisbären Berlin,42,5,8,13,0.31,16,2,https://www.eliteprospects.com/player/18058/florian-busch,2018-2019,del,Florian Busch (LW),LW
Philip Riefers (D/RW),Krefeld Pinguine,51,5,8,13,0.25,41,-1,https://www.eliteprospects.com/player/17642/philip-riefers,2018-2019,del,Philip Riefers (D/RW),D/RW
Marius Möchel (D/C),Grizzlys Wolfsburg,35,4,9,13,0.37,16,2,https://www.eliteprospects.com/player/34846/marius-mochel,2018-2019,del,Marius Möchel (D/C),D/C
Sasa Martinovic (D),Iserlohn Roosters,36,4,9,13,0.36,26,-7,https://www.eliteprospects.com/player/22216/sasa-martinovic,2018-2019,del,Sasa Martinovic (D),D
Daryl Boyle (D),EHC München,45,4,9,13,0.29,12,9,https://www.eliteprospects.com/player/15126/daryl-boyle,2018-2019,del,Daryl Boyle (D),D
Andrew Bodnarchuk (D),EHC München,50,3,10,13,0.26,52,5,https://www.eliteprospects.com/player/12279/andrew-bodnarchuk,2018-2019,del,Andrew Bodnarchuk (D),D
Kevin Marshall (D),Düsseldorfer EG,52,3,10,13,0.25,70,0,https://www.eliteprospects.com/player/12508/kevin-marshall,2018-2019,del,Kevin Marshall (D),D
Marcus Weber (D),Nürnberg Ice Tigers,51,2,11,13,0.25,30,3,https://www.eliteprospects.com/player/43599/marcus-weber,2018-2019,del,Marcus Weber (D),D
Dane Fox (W/C),Nürnberg Ice Tigers,34,6,6,12,0.35,53,-10,https://www.eliteprospects.com/player/45607/dane-fox,2018-2019,del,Dane Fox (W/C),W/C
Philip McRae (C),Schwenninger Wild Wings,44,5,7,12,0.27,10,-20,https://www.eliteprospects.com/player/13499/philip-mcrae,2018-2019,del,Philip McRae (C),C
Garrett Noonan (D),Krefeld Pinguine,52,2,10,12,0.23,66,4,https://www.eliteprospects.com/player/48219/garrett-noonan,2018-2019,del,Garrett Noonan (D),D
Sean Sullivan (D),ERC Ingolstadt,41,6,5,11,0.27,4,16,https://www.eliteprospects.com/player/12051/sean-sullivan,2018-2019,del,Sean Sullivan (D),D
Jordan Caron (RW/LW),Krefeld Pinguine,12,5,6,11,0.92,10,0,https://www.eliteprospects.com/player/32870/jordan-caron,2018-2019,del,Jordan Caron (RW/LW),RW/LW
Lukas Laub (LW/RW),Düsseldorfer EG,48,4,7,11,0.23,22,0,https://www.eliteprospects.com/player/43940/lukas-laub,2018-2019,del,Lukas Laub (LW/RW),LW/RW
Keith Aulie (D),EHC München,51,4,7,11,0.22,78,25,https://www.eliteprospects.com/player/12561/keith-aulie,2018-2019,del,Keith Aulie (D),D
