player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Patrick Reimer (RW),Nürnberg Ice Tigers,52,26,38,64,1.23,53,16,https://www.eliteprospects.com/player/17965/patrick-reimer,2015-2016,del,Patrick Reimer (RW),RW
Steven Reinprecht (C),Nürnberg Ice Tigers,46,19,36,55,1.20,6,11,https://www.eliteprospects.com/player/8725/steven-reinprecht,2015-2016,del,Steven Reinprecht (C),C
Will Acton (C/LW),Schwenninger Wild Wings,46,16,39,55,1.20,67,-3,https://www.eliteprospects.com/player/32173/will-acton,2015-2016,del,Will Acton (C/LW),C/LW
Daniel Pietta (C/LW),Krefeld Pinguine,47,15,37,52,1.11,22,2,https://www.eliteprospects.com/player/22387/daniel-pietta,2015-2016,del,Daniel Pietta (C/LW),C/LW
Jon Matsumoto (C),Augsburger Panther,52,20,29,49,0.94,54,-3,https://www.eliteprospects.com/player/11409/jon-matsumoto,2015-2016,del,Jon Matsumoto (C),C
Brandon Buck (LW),ERC Ingolstadt,41,20,28,48,1.17,26,2,https://www.eliteprospects.com/player/14430/brandon-buck,2015-2016,del,Brandon Buck (LW),LW
Louie Caporusso (C/LW),Iserlohn Roosters,49,18,30,48,0.98,32,10,https://www.eliteprospects.com/player/12529/louie-caporusso,2015-2016,del,Louie Caporusso (C/LW),C/LW
Philip Gogulla (LW),Kölner Haie,52,20,26,46,0.88,10,7,https://www.eliteprospects.com/player/10612/philip-gogulla,2015-2016,del,Philip Gogulla (LW),LW
Drew LeBlanc (C),Augsburger Panther,45,15,31,46,1.02,18,2,https://www.eliteprospects.com/player/15518/drew-leblanc,2015-2016,del,Drew LeBlanc (C),C
Norm Milley (RW),Düsseldorfer EG,51,10,35,45,0.88,41,-1,https://www.eliteprospects.com/player/8981/norm-milley,2015-2016,del,Norm Milley (RW),RW
Sebastian Furchner (LW/RW),Grizzlys Wolfsburg,50,22,22,44,0.88,16,9,https://www.eliteprospects.com/player/22312/sebastian-furchner,2015-2016,del,Sebastian Furchner (LW/RW),LW/RW
Patrick Hager (C/LW),Kölner Haie,50,14,30,44,0.88,69,4,https://www.eliteprospects.com/player/15229/patrick-hager,2015-2016,del,Patrick Hager (C/LW),C/LW
Mike York (C/W),Iserlohn Roosters,52,14,29,43,0.83,32,2,https://www.eliteprospects.com/player/8730/mike-york,2015-2016,del,Mike York (C/W),C/W
Tyler Haskins (C/RW),Grizzlys Wolfsburg,49,12,31,43,0.88,52,2,https://www.eliteprospects.com/player/11324/tyler-haskins,2015-2016,del,Tyler Haskins (C/RW),C/RW
Nick Petersen (RW/LW),Iserlohn Roosters,48,21,21,42,0.88,16,5,https://www.eliteprospects.com/player/23202/nick-petersen,2015-2016,del,Nick Petersen (RW/LW),RW/LW
Ben Hanowski (RW/LW),Augsburger Panther,52,20,22,42,0.81,45,-2,https://www.eliteprospects.com/player/38066/ben-hanowski,2015-2016,del,Ben Hanowski (RW/LW),RW/LW
Ken Andre Olimb (C/W),Düsseldorfer EG,52,19,23,42,0.81,16,-8,https://www.eliteprospects.com/player/10886/ken-andre-olimb,2015-2016,del,Ken Andre Olimb (C/W),C/W
John Laliberte (LW),ERC Ingolstadt,46,16,26,42,0.91,63,12,https://www.eliteprospects.com/player/10641/john-laliberte,2015-2016,del,John Laliberte (LW),LW
Jason Jaspers (C),Iserlohn Roosters,52,16,26,42,0.81,34,13,https://www.eliteprospects.com/player/9029/jason-jaspers,2015-2016,del,Jason Jaspers (C),C
Dragan Umicevic (RW),Kölner Haie,47,7,35,42,0.89,20,4,https://www.eliteprospects.com/player/549/dragan-umicevic,2015-2016,del,Dragan Umicevic (RW),RW
Ryan MacMurchy (RW),Adler Mannheim,52,21,20,41,0.79,48,13,https://www.eliteprospects.com/player/15346/ryan-macmurchy,2015-2016,del,Ryan MacMurchy (RW),RW
Mark Voakes (C),Grizzlys Wolfsburg,45,17,24,41,0.91,24,17,https://www.eliteprospects.com/player/33167/mark-voakes,2015-2016,del,Mark Voakes (C),C
Keith Aucoin (C/RW),EHC München,51,13,28,41,0.80,34,13,https://www.eliteprospects.com/player/9069/keith-aucoin,2015-2016,del,Keith Aucoin (C/RW),C/RW
Damien Fleury (RW/LW),Schwenninger Wild Wings,52,25,15,40,0.77,55,-11,https://www.eliteprospects.com/player/24848/damien-fleury,2015-2016,del,Damien Fleury (RW/LW),RW/LW
Thomas Greilinger (LW/RW),ERC Ingolstadt,52,20,20,40,0.77,24,-2,https://www.eliteprospects.com/player/22213/thomas-greilinger,2015-2016,del,Thomas Greilinger (LW/RW),LW/RW
Steven Zalewski (C/LW),Straubing Tigers,52,17,23,40,0.77,26,6,https://www.eliteprospects.com/player/15057/steven-zalewski,2015-2016,del,Steven Zalewski (C/LW),C/LW
Darin Olver (C/LW),Eisbären Berlin,49,14,26,40,0.82,36,8,https://www.eliteprospects.com/player/11418/darin-olver,2015-2016,del,Darin Olver (C/LW),C/LW
Herberts Vasiljevs (C),Krefeld Pinguine,52,12,28,40,0.77,28,-8,https://www.eliteprospects.com/player/10958/herberts-vasiljevs,2015-2016,del,Herberts Vasiljevs (C),C
Martin Schymainski (RW/LW),Krefeld Pinguine,50,24,15,39,0.78,20,7,https://www.eliteprospects.com/player/21232/martin-schymainski,2015-2016,del,Martin Schymainski (RW/LW),RW/LW
Brooks Macek (RW/C),Iserlohn Roosters,52,21,18,39,0.75,28,11,https://www.eliteprospects.com/player/32758/brooks-macek,2015-2016,del,Brooks Macek (RW/C),RW/C
Jason Jaffray (LW/C),EHC München,52,21,18,39,0.75,66,14,https://www.eliteprospects.com/player/11509/jason-jaffray,2015-2016,del,Jason Jaffray (LW/C),LW/C
Patrick McNeill (D),ERC Ingolstadt,52,6,33,39,0.75,42,3,https://www.eliteprospects.com/player/10433/patrick-mcneill,2015-2016,del,Patrick McNeill (D),D
Rob Collins (RW/C),Düsseldorfer EG,51,16,22,38,0.75,50,6,https://www.eliteprospects.com/player/13510/rob-collins,2015-2016,del,Rob Collins (RW/C),RW/C
Barry Tallackson (RW),Eisbären Berlin,52,16,22,38,0.73,36,10,https://www.eliteprospects.com/player/8845/barry-tallackson,2015-2016,del,Barry Tallackson (RW),RW
Michael Wolf (RW),EHC München,52,20,16,36,0.69,34,6,https://www.eliteprospects.com/player/12455/michael-wolf,2015-2016,del,Michael Wolf (RW),RW
Shawn Lalonde (D),Kölner Haie,50,12,24,36,0.72,102,11,https://www.eliteprospects.com/player/11246/shawn-lalonde,2015-2016,del,Shawn Lalonde (D),D
Bernhard Ebner (D),Düsseldorfer EG,50,9,27,36,0.72,71,9,https://www.eliteprospects.com/player/17627/bernhard-ebner,2015-2016,del,Bernhard Ebner (D),D
Philippe Dupuis (C/RW),Hamburg Freezers,52,17,18,35,0.67,46,-2,https://www.eliteprospects.com/player/11564/philippe-dupuis,2015-2016,del,Philippe Dupuis (C/RW),C/RW
Jerome Flaake (RW),Hamburg Freezers,51,14,21,35,0.69,57,-5,https://www.eliteprospects.com/player/11844/jerome-flaake,2015-2016,del,Jerome Flaake (RW),RW
Mike Connolly (LW),Straubing Tigers,49,8,27,35,0.71,48,-1,https://www.eliteprospects.com/player/18759/mike-connolly,2015-2016,del,Mike Connolly (LW),LW
Thomas Oppenheimer (C/RW),Hamburg Freezers,52,21,13,34,0.65,48,-6,https://www.eliteprospects.com/player/15226/thomas-oppenheimer,2015-2016,del,Thomas Oppenheimer (C/RW),C/RW
Mike Hedden (LW),Straubing Tigers,52,17,17,34,0.65,14,8,https://www.eliteprospects.com/player/49366/mike-hedden,2015-2016,del,Mike Hedden (LW),LW
Andreé Hult (C),Schwenninger Wild Wings,40,14,20,34,0.85,34,-8,https://www.eliteprospects.com/player/4067/andree-hult,2015-2016,del,Andreé Hult (C),C
Petr Taticek (C),ERC Ingolstadt,44,13,21,34,0.77,24,-6,https://www.eliteprospects.com/player/8735/petr-taticek,2015-2016,del,Petr Taticek (C),C
Dominik Kahun (C/W),EHC München,42,12,22,34,0.81,2,15,https://www.eliteprospects.com/player/71940/dominik-kahun,2015-2016,del,Dominik Kahun (C/W),C/W
Mark Mancari (RW/LW),Augsburger Panther,51,9,25,34,0.67,24,-3,https://www.eliteprospects.com/player/8955/mark-mancari,2015-2016,del,Mark Mancari (RW/LW),RW/LW
Mads Christensen (C/LW),EHC München,51,9,25,34,0.67,56,6,https://www.eliteprospects.com/player/4246/mads-christensen,2015-2016,del,Mads Christensen (C/LW),C/LW
Sinan Akdag (D),Adler Mannheim,52,7,27,34,0.65,88,2,https://www.eliteprospects.com/player/19022/sinan-akdag,2015-2016,del,Sinan Akdag (D),D
Leo Pföderl (RW/LW),Nürnberg Ice Tigers,51,18,15,33,0.65,22,-8,https://www.eliteprospects.com/player/43386/leo-pfoderl,2015-2016,del,Leo Pföderl (RW/LW),RW/LW
Marcel Noebels (LW/C),Eisbären Berlin,52,11,22,33,0.63,43,1,https://www.eliteprospects.com/player/34847/marcel-noebels,2015-2016,del,Marcel Noebels (LW/C),LW/C
Derek Joslin (D),Nürnberg Ice Tigers,52,6,27,33,0.63,16,-5,https://www.eliteprospects.com/player/11392/derek-joslin,2015-2016,del,Derek Joslin (D),D
Ashton Rome (RW/LW),Schwenninger Wild Wings,38,17,15,32,0.84,54,-9,https://www.eliteprospects.com/player/10637/ashton-rome,2015-2016,del,Ashton Rome (RW/LW),RW/LW
Dany Heatley (LW),Nürnberg Ice Tigers,46,17,15,32,0.70,30,-11,https://www.eliteprospects.com/player/3664/dany-heatley,2015-2016,del,Dany Heatley (LW),LW
Andreas Driendl (LW),Krefeld Pinguine,51,14,18,32,0.63,56,-12,https://www.eliteprospects.com/player/22321/andreas-driendl,2015-2016,del,Andreas Driendl (LW),LW
Petr Pohl (RW),Eisbären Berlin,51,11,21,32,0.63,8,1,https://www.eliteprospects.com/player/9228/petr-pohl,2015-2016,del,Petr Pohl (RW),RW
Micki DuPont (D),Eisbären Berlin,52,10,22,32,0.62,48,10,https://www.eliteprospects.com/player/8062/micki-dupont,2015-2016,del,Micki DuPont (D),D
Daniel Widing (RW),Grizzlys Wolfsburg,51,16,15,31,0.61,16,1,https://www.eliteprospects.com/player/355/daniel-widing,2015-2016,del,Daniel Widing (RW),RW
Connor James (C),Straubing Tigers,50,12,19,31,0.62,20,-5,https://www.eliteprospects.com/player/11813/connor-james,2015-2016,del,Connor James (C),C
David Steckel (C),Nürnberg Ice Tigers,52,19,11,30,0.58,82,1,https://www.eliteprospects.com/player/9388/david-steckel,2015-2016,del,David Steckel (C),C
André Rankel (LW),Eisbären Berlin,48,17,13,30,0.63,18,11,https://www.eliteprospects.com/player/18059/andre-rankel,2015-2016,del,André Rankel (LW),LW
Ryan Jones (LW/RW),Kölner Haie,41,15,15,30,0.73,55,3,https://www.eliteprospects.com/player/11410/ryan-jones,2015-2016,del,Ryan Jones (LW/RW),LW/RW
Fabio Pfohl (D/C),Grizzlys Wolfsburg,51,8,22,30,0.59,12,-6,https://www.eliteprospects.com/player/85174/fabio-pfohl,2015-2016,del,Fabio Pfohl (D/C),D/C
Christoph Ullmann (C),Adler Mannheim,52,21,8,29,0.56,26,2,https://www.eliteprospects.com/player/17880/christoph-ullmann,2015-2016,del,Christoph Ullmann (C),C
Fredrik Eriksson (D/LW),Kölner Haie,43,10,19,29,0.67,36,5,https://www.eliteprospects.com/player/784/fredrik-eriksson,2015-2016,del,Fredrik Eriksson (D/LW),D/LW
Maury Edwards (D),Straubing Tigers,49,9,20,29,0.59,65,1,https://www.eliteprospects.com/player/33227/maury-edwards,2015-2016,del,Maury Edwards (D),D
Daniel Kreutzer (LW/RW),Düsseldorfer EG,51,8,21,29,0.57,36,6,https://www.eliteprospects.com/player/22094/daniel-kreutzer,2015-2016,del,Daniel Kreutzer (LW/RW),LW/RW
Spencer Machacek (RW/C),Eisbären Berlin,52,8,21,29,0.56,38,11,https://www.eliteprospects.com/player/12505/spencer-machacek,2015-2016,del,Spencer Machacek (RW/C),RW/C
Dylan Yeo (D),Straubing Tigers,52,8,21,29,0.56,82,-9,https://www.eliteprospects.com/player/11707/dylan-yeo,2015-2016,del,Dylan Yeo (D),D
Ryan Button (D),Iserlohn Roosters,52,6,23,29,0.56,38,-2,https://www.eliteprospects.com/player/32780/ryan-button,2015-2016,del,Ryan Button (D),D
Jeff Likens (D),Grizzlys Wolfsburg,52,5,24,29,0.56,76,4,https://www.eliteprospects.com/player/9433/jeff-likens,2015-2016,del,Jeff Likens (D),D
Mike Iggulden (RW/C),Augsburger Panther,42,12,16,28,0.67,46,-11,https://www.eliteprospects.com/player/10622/mike-iggulden,2015-2016,del,Mike Iggulden (RW/C),RW/C
Alexander Barta (C),ERC Ingolstadt,52,11,17,28,0.54,30,3,https://www.eliteprospects.com/player/20962/alexander-barta,2015-2016,del,Alexander Barta (C),C
Danny Richmond (D),Adler Mannheim,50,9,19,28,0.56,86,3,https://www.eliteprospects.com/player/9441/danny-richmond,2015-2016,del,Danny Richmond (D),D
Yasin Ehliz (LW/RW),Nürnberg Ice Tigers,36,7,21,28,0.78,18,15,https://www.eliteprospects.com/player/38699/yasin-ehliz,2015-2016,del,Yasin Ehliz (LW/RW),LW/RW
Eduard Lewandowski (RW),Düsseldorfer EG,52,17,10,27,0.52,18,3,https://www.eliteprospects.com/player/18838/eduard-lewandowski,2015-2016,del,Eduard Lewandowski (RW),RW
Tomas Kubalik (RW),ERC Ingolstadt,47,14,13,27,0.57,40,5,https://www.eliteprospects.com/player/11834/tomas-kubalik,2015-2016,del,Tomas Kubalik (RW),RW
Bobby Raymond (D),Iserlohn Roosters,51,12,15,27,0.53,70,0,https://www.eliteprospects.com/player/37385/bobby-raymond,2015-2016,del,Bobby Raymond (D),D
Glen Metropolit (C),Adler Mannheim,49,10,17,27,0.55,64,-3,https://www.eliteprospects.com/player/3587/glen-metropolit,2015-2016,del,Glen Metropolit (C),C
Boris Blank (RW/LW),Iserlohn Roosters,52,8,19,27,0.52,12,-9,https://www.eliteprospects.com/player/22386/boris-blank,2015-2016,del,Boris Blank (RW/LW),RW/LW
Hannu Pikkarainen (D),Schwenninger Wild Wings,46,2,25,27,0.59,10,3,https://www.eliteprospects.com/player/7401/hannu-pikkarainen,2015-2016,del,Hannu Pikkarainen (D),D
Ryan Bayda (LW/C),Straubing Tigers,44,13,13,26,0.59,49,-8,https://www.eliteprospects.com/player/10253/ryan-bayda,2015-2016,del,Ryan Bayda (LW/C),LW/C
Thomas Holzmann (LW),Augsburger Panther,49,13,13,26,0.53,51,0,https://www.eliteprospects.com/player/22335/thomas-holzmann,2015-2016,del,Thomas Holzmann (LW),LW
Florian Busch (LW),Eisbären Berlin,43,10,16,26,0.60,26,9,https://www.eliteprospects.com/player/18058/florian-busch,2015-2016,del,Florian Busch (LW),LW
Marcel Müller (LW/C),Hamburg Freezers,50,8,18,26,0.52,55,-9,https://www.eliteprospects.com/player/9275/marcel-muller,2015-2016,del,Marcel Müller (LW/C),LW/C
Toni Söderholm (D),EHC München,50,6,20,26,0.52,66,10,https://www.eliteprospects.com/player/4215/toni-soderholm,2015-2016,del,Toni Söderholm (D),D
Mathieu Roy (D),Hamburg Freezers,52,3,23,26,0.50,94,-3,https://www.eliteprospects.com/player/8923/mathieu-roy,2015-2016,del,Mathieu Roy (D),D
T.J. Trevelyan (LW),Augsburger Panther,30,13,12,25,0.83,12,4,https://www.eliteprospects.com/player/9735/t.j.-trevelyan,2015-2016,del,T.J. Trevelyan (LW),LW
Brian Lebler (RW),ERC Ingolstadt,47,10,15,25,0.53,73,8,https://www.eliteprospects.com/player/38232/brian-lebler,2015-2016,del,Brian Lebler (RW),RW
Mike Collins (LW),Krefeld Pinguine,52,10,15,25,0.48,14,-11,https://www.eliteprospects.com/player/38014/mike-collins,2015-2016,del,Mike Collins (LW),LW
Matt Murley (LW/C),Nürnberg Ice Tigers,51,9,16,25,0.49,26,0,https://www.eliteprospects.com/player/8957/matt-murley,2015-2016,del,Matt Murley (LW/C),LW/C
Jochen Hecht (C/LW),Adler Mannheim,40,6,19,25,0.63,108,-2,https://www.eliteprospects.com/player/8674/jochen-hecht,2015-2016,del,Jochen Hecht (C/LW),C/LW
Brady Lamb (D),Augsburger Panther,50,5,20,25,0.50,46,-8,https://www.eliteprospects.com/player/24451/brady-lamb,2015-2016,del,Brady Lamb (D),D
Nick St. Pierre (D),Krefeld Pinguine,46,4,21,25,0.54,26,-4,https://www.eliteprospects.com/player/33725/nick-st.-pierre,2015-2016,del,Nick St. Pierre (D),D
Brandon Segal (RW),Nürnberg Ice Tigers,47,12,12,24,0.51,61,-4,https://www.eliteprospects.com/player/14081/brandon-segal,2015-2016,del,Brandon Segal (RW),RW
Marcel Kurth (RW),Schwenninger Wild Wings,42,10,14,24,0.57,4,-3,https://www.eliteprospects.com/player/42510/marcel-kurth,2015-2016,del,Marcel Kurth (RW),RW
Kai Hospelt (C),Adler Mannheim,50,10,14,24,0.48,14,-3,https://www.eliteprospects.com/player/15405/kai-hospelt,2015-2016,del,Kai Hospelt (C),C
Adrian Grygiel (RW),Augsburger Panther,52,9,15,24,0.46,26,-7,https://www.eliteprospects.com/player/21596/adrian-grygiel,2015-2016,del,Adrian Grygiel (RW),RW
Jamie Tardif (RW),Adler Mannheim,37,8,16,24,0.65,64,-6,https://www.eliteprospects.com/player/9467/jamie-tardif,2015-2016,del,Jamie Tardif (RW),RW
Jared Ross (C/LW),ERC Ingolstadt,52,5,19,24,0.46,59,4,https://www.eliteprospects.com/player/13416/jared-ross,2015-2016,del,Jared Ross (C/LW),C/LW
Mathieu Carle (D),Adler Mannheim,47,3,21,24,0.51,26,-16,https://www.eliteprospects.com/player/11891/mathieu-carle,2015-2016,del,Mathieu Carle (D),D
Henrik Eriksson (RW/LW),Krefeld Pinguine,40,16,7,23,0.58,10,-6,https://www.eliteprospects.com/player/3737/henrik-eriksson,2015-2016,del,Henrik Eriksson (RW/LW),RW/LW
Simon Danner (F),Schwenninger Wild Wings,50,14,9,23,0.46,59,-16,https://www.eliteprospects.com/player/22289/simon-danner,2015-2016,del,Simon Danner (F),F
Gerrit Fauser (C/LW),Grizzlys Wolfsburg,52,13,10,23,0.44,39,3,https://www.eliteprospects.com/player/13576/gerrit-fauser,2015-2016,del,Gerrit Fauser (C/LW),C/LW
Garrett Festerling (C),Hamburg Freezers,30,7,16,23,0.77,33,-4,https://www.eliteprospects.com/player/11628/garrett-festerling,2015-2016,del,Garrett Festerling (C),C
Blaine Down (C/LW),Straubing Tigers,36,7,16,23,0.64,32,-7,https://www.eliteprospects.com/player/12198/blaine-down,2015-2016,del,Blaine Down (C/LW),C/LW
Stephan Daschner (D),Düsseldorfer EG,38,5,18,23,0.61,46,5,https://www.eliteprospects.com/player/15220/stephan-daschner,2015-2016,del,Stephan Daschner (D),D
Marco Pfleger (RW),Nürnberg Ice Tigers,49,5,18,23,0.47,14,-1,https://www.eliteprospects.com/player/75505/marco-pfleger,2015-2016,del,Marco Pfleger (RW),RW
Daryl Boyle (D),EHC München,52,3,20,23,0.44,47,5,https://www.eliteprospects.com/player/15126/daryl-boyle,2015-2016,del,Daryl Boyle (D),D
Alexander Weiß (C/LW),Kölner Haie,52,16,6,22,0.42,85,3,https://www.eliteprospects.com/player/18122/alexander-wei%C3%9F,2015-2016,del,Alexander Weiß (C/LW),C/LW
Austin Madaisky (D),Straubing Tigers,33,11,11,22,0.67,28,5,https://www.eliteprospects.com/player/33548/austin-madaisky,2015-2016,del,Austin Madaisky (D),D
David Wolf (LW/RW),Hamburg Freezers,36,10,12,22,0.61,82,-3,https://www.eliteprospects.com/player/28745/david-wolf,2015-2016,del,David Wolf (LW/RW),LW/RW
Daniel Sparre (LW/RW),EHC München,48,10,12,22,0.46,62,1,https://www.eliteprospects.com/player/14725/daniel-sparre,2015-2016,del,Daniel Sparre (LW/RW),LW/RW
Michael Davies (RW/C),Hamburg Freezers,52,10,12,22,0.42,18,-4,https://www.eliteprospects.com/player/38107/michael-davies,2015-2016,del,Michael Davies (RW/C),RW/C
Julian Talbot (LW/C),Eisbären Berlin,52,7,15,22,0.42,54,0,https://www.eliteprospects.com/player/11878/julian-talbot,2015-2016,del,Julian Talbot (LW/C),LW/C
Manuel Strodel (LW/RW),Düsseldorfer EG,50,13,8,21,0.42,22,2,https://www.eliteprospects.com/player/43352/manuel-strodel,2015-2016,del,Manuel Strodel (LW/RW),LW/RW
Tim Hambly (D),Grizzlys Wolfsburg,51,3,18,21,0.41,44,-1,https://www.eliteprospects.com/player/11742/tim-hambly,2015-2016,del,Tim Hambly (D),D
Jérôme Samson (RW/C),EHC München,38,12,8,20,0.53,83,-3,https://www.eliteprospects.com/player/14039/jerome-samson,2015-2016,del,Jérôme Samson (RW/C),RW/C
Morten Madsen (C),Hamburg Freezers,50,11,9,20,0.40,10,8,https://www.eliteprospects.com/player/2613/morten-madsen,2015-2016,del,Morten Madsen (C),C
Robbie Bina (D),Grizzlys Wolfsburg,51,11,9,20,0.39,30,9,https://www.eliteprospects.com/player/20398/robbie-bina,2015-2016,del,Robbie Bina (D),D
Yan Stastny (C),Schwenninger Wild Wings,38,10,10,20,0.53,10,-9,https://www.eliteprospects.com/player/8799/yan-stastny,2015-2016,del,Yan Stastny (C),C
Tyson Mulock (C/RW),Grizzlys Wolfsburg,42,10,10,20,0.48,4,3,https://www.eliteprospects.com/player/11572/tyson-mulock,2015-2016,del,Tyson Mulock (C/RW),C/RW
Matt Pelech (D/RW),Schwenninger Wild Wings,49,8,12,20,0.41,102,-20,https://www.eliteprospects.com/player/11249/matt-pelech,2015-2016,del,Matt Pelech (D/RW),D/RW
Mirko Höfflin (C/W),Straubing Tigers,50,7,13,20,0.40,28,0,https://www.eliteprospects.com/player/34842/mirko-hofflin,2015-2016,del,Mirko Höfflin (C/W),C/W
T.J. Mulock (RW),Eisbären Berlin,52,5,15,20,0.38,36,6,https://www.eliteprospects.com/player/12390/t.j.-mulock,2015-2016,del,T.J. Mulock (RW),RW
Philipp Schlager (LW),Schwenninger Wild Wings,52,5,15,20,0.38,47,-7,https://www.eliteprospects.com/player/20916/philipp-schlager,2015-2016,del,Philipp Schlager (LW),LW
David Fischer (D),Krefeld Pinguine,49,2,18,20,0.41,70,9,https://www.eliteprospects.com/player/11984/david-fischer,2015-2016,del,David Fischer (D),D
Sascha Goc (D),Schwenninger Wild Wings,49,2,18,20,0.41,74,-17,https://www.eliteprospects.com/player/10699/sascha-goc,2015-2016,del,Sascha Goc (D),D
Chris Connolly (LW),Iserlohn Roosters,40,10,9,19,0.48,6,-5,https://www.eliteprospects.com/player/14391/chris-connolly,2015-2016,del,Chris Connolly (LW),LW
Bruno Gervais (D),Eisbären Berlin,31,8,11,19,0.61,14,2,https://www.eliteprospects.com/player/10226/bruno-gervais,2015-2016,del,Bruno Gervais (D),D
Johannes Salmonsson (LW/RW),Kölner Haie,45,8,11,19,0.42,12,8,https://www.eliteprospects.com/player/1269/johannes-salmonsson,2015-2016,del,Johannes Salmonsson (LW/RW),LW/RW
Constantin Braun (D/LW),Eisbären Berlin,52,7,12,19,0.37,34,8,https://www.eliteprospects.com/player/9273/constantin-braun,2015-2016,del,Constantin Braun (D/LW),D/LW
Marty Sertich (C/LW),Hamburg Freezers,46,5,14,19,0.41,4,-4,https://www.eliteprospects.com/player/11514/marty-sertich,2015-2016,del,Marty Sertich (C/LW),C/LW
Benedikt Kohl (D),ERC Ingolstadt,52,4,15,19,0.37,35,1,https://www.eliteprospects.com/player/20917/benedikt-kohl,2015-2016,del,Benedikt Kohl (D),D
Kurt Davis (D),Düsseldorfer EG,52,4,15,19,0.37,52,8,https://www.eliteprospects.com/player/24900/kurt-davis,2015-2016,del,Kurt Davis (D),D
Steffen Tölzer (D),Augsburger Panther,52,3,16,19,0.37,38,3,https://www.eliteprospects.com/player/17875/steffen-tolzer,2015-2016,del,Steffen Tölzer (D),D
Steve Pinizzotto (RW),EHC München,42,13,5,18,0.43,151,13,https://www.eliteprospects.com/player/15479/steve-pinizzotto,2015-2016,del,Steve Pinizzotto (RW),RW
Sean O'Connor (RW),Straubing Tigers,50,12,6,18,0.36,81,-7,https://www.eliteprospects.com/player/15249/sean-o-connor,2015-2016,del,Sean O'Connor (RW),RW
Ivan Ciernik (RW),Augsburger Panther,50,9,9,18,0.36,26,-14,https://www.eliteprospects.com/player/12449/ivan-ciernik,2015-2016,del,Ivan Ciernik (RW),RW
Richie Regehr (D),EHC München,38,4,14,18,0.47,30,5,https://www.eliteprospects.com/player/8906/richie-regehr,2015-2016,del,Richie Regehr (D),D
Drayson Bowman (W/C),Düsseldorfer EG,24,10,7,17,0.71,33,3,https://www.eliteprospects.com/player/12521/drayson-bowman,2015-2016,del,Drayson Bowman (W/C),W/C
Brent Aubin (RW/LW),Grizzlys Wolfsburg,31,9,8,17,0.55,26,-2,https://www.eliteprospects.com/player/11125/brent-aubin,2015-2016,del,Brent Aubin (RW/LW),RW/LW
Per Åslund (LW/RW),Kölner Haie,49,7,10,17,0.35,20,-2,https://www.eliteprospects.com/player/3885/per-aslund,2015-2016,del,Per Åslund (LW/RW),LW/RW
Marcel Brandt (D/LW),Düsseldorfer EG,52,5,12,17,0.33,28,11,https://www.eliteprospects.com/player/43412/marcel-brandt,2015-2016,del,Marcel Brandt (D/LW),D/LW
Brian Salcido (D),ERC Ingolstadt,32,4,13,17,0.53,37,5,https://www.eliteprospects.com/player/11406/brian-salcido,2015-2016,del,Brian Salcido (D),D
Kurtis Foster (D),Nürnberg Ice Tigers,38,4,13,17,0.45,76,2,https://www.eliteprospects.com/player/9156/kurtis-foster,2015-2016,del,Kurtis Foster (D),D
Tim Wallace (C/RW),Grizzlys Wolfsburg,45,4,13,17,0.38,34,-1,https://www.eliteprospects.com/player/9409/tim-wallace,2015-2016,del,Tim Wallace (C/RW),C/RW
Brandon McMillan (C/LW),ERC Ingolstadt,31,13,3,16,0.52,32,3,https://www.eliteprospects.com/player/14741/brandon-mcmillan,2015-2016,del,Brandon McMillan (C/LW),C/LW
Chris Minard (LW),Düsseldorfer EG,52,12,4,16,0.31,54,-4,https://www.eliteprospects.com/player/11349/chris-minard,2015-2016,del,Chris Minard (LW),LW
Brandon Yip (RW/LW),Adler Mannheim,44,10,6,16,0.36,134,-7,https://www.eliteprospects.com/player/11887/brandon-yip,2015-2016,del,Brandon Yip (RW/LW),RW/LW
Yannic Seidenberg (D/LW),EHC München,27,8,8,16,0.59,10,5,https://www.eliteprospects.com/player/13962/yannic-seidenberg,2015-2016,del,Yannic Seidenberg (D/LW),D/LW
Nico Krämmer (LW/RW),Hamburg Freezers,37,8,8,16,0.43,26,-10,https://www.eliteprospects.com/player/43434/nico-krammer,2015-2016,del,Nico Krämmer (LW/RW),LW/RW
Mark Olver (C/LW),Eisbären Berlin,36,7,9,16,0.44,75,8,https://www.eliteprospects.com/player/15566/mark-olver,2015-2016,del,Mark Olver (C/LW),C/LW
Danny Irmen (C/RW),ERC Ingolstadt,47,7,9,16,0.34,24,-4,https://www.eliteprospects.com/player/11773/danny-irmen,2015-2016,del,Danny Irmen (C/RW),C/RW
Alexei Dmitriev (LW),Düsseldorfer EG,44,5,11,16,0.36,8,-5,https://www.eliteprospects.com/player/22398/alexei-dmitriev,2015-2016,del,Alexei Dmitriev (LW),LW
Jon Rheault (RW/C),Adler Mannheim,48,5,11,16,0.33,50,-10,https://www.eliteprospects.com/player/14861/jon-rheault,2015-2016,del,Jon Rheault (RW/C),RW/C
Kyle Klubertanz (D),Nürnberg Ice Tigers,46,4,12,16,0.35,40,1,https://www.eliteprospects.com/player/9411/kyle-klubertanz,2015-2016,del,Kyle Klubertanz (D),D
Julian Jakobsen (C),Hamburg Freezers,48,4,12,16,0.33,76,-3,https://www.eliteprospects.com/player/16072/julian-jakobsen,2015-2016,del,Julian Jakobsen (C),C
