player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Roman Cervenka (C/LW),Piráti Chomutov,49,23,38,61,1.24,96,12,https://www.eliteprospects.com/player/15130/roman-cervenka,2015-2016,czechia,Roman Cervenka (C/LW),C/LW
Daniel Pribyl (C),HC Sparta Praha,45,16,29,45,1.00,16,14,https://www.eliteprospects.com/player/101160/daniel-pribyl,2015-2016,czechia,Daniel Pribyl (C),C
Petr Vampola (C/LW),Bílí Tygři Liberec,52,14,31,45,0.87,64,10,https://www.eliteprospects.com/player/22788/petr-vampola,2015-2016,czechia,Petr Vampola (C/LW),C/LW
Jaroslav Bednar (LW/RW),Mountfield HK,50,13,29,42,0.84,44,2,https://www.eliteprospects.com/player/10863/jaroslav-bednar,2015-2016,czechia,Jaroslav Bednar (LW/RW),LW/RW
Jan Buchtele (LW),HC Sparta Praha,47,19,22,41,0.87,28,15,https://www.eliteprospects.com/player/33049/jan-buchtele,2015-2016,czechia,Jan Buchtele (LW),LW
Vojtech Nemec (C/LW),HC Kometa Brno,50,16,25,41,0.82,58,-4,https://www.eliteprospects.com/player/48297/vojtech-nemec,2015-2016,czechia,Vojtech Nemec (C/LW),C/LW
Branko Radivojevic (RW),Bílí Tygři Liberec,51,15,26,41,0.80,71,25,https://www.eliteprospects.com/player/5676/branko-radivojevic,2015-2016,czechia,Branko Radivojevic (RW),RW
Petr Holík (C),HC Zlín,52,11,30,41,0.79,12,-5,https://www.eliteprospects.com/player/70382/petr-holik,2015-2016,czechia,Petr Holík (C),C
Dominik Kubalik (LW/RW),HC Plzeň,48,25,15,40,0.83,20,1,https://www.eliteprospects.com/player/101221/dominik-kubalik,2015-2016,czechia,Dominik Kubalik (LW/RW),LW/RW
Jaroslav Kracík (C),HC Plzeň,50,11,29,40,0.80,40,7,https://www.eliteprospects.com/player/22789/jaroslav-kracik,2015-2016,czechia,Jaroslav Kracík (C),C
Michal Birner (LW),Bílí Tygři Liberec,51,13,26,39,0.76,69,4,https://www.eliteprospects.com/player/9233/michal-birner,2015-2016,czechia,Michal Birner (LW),LW
Lukas Krenzelok (LW),Bílí Tygři Liberec,50,14,23,37,0.74,10,15,https://www.eliteprospects.com/player/23517/lukas-krenzelok,2015-2016,czechia,Lukas Krenzelok (LW),LW
Jakub Valsky (LW/RW),Bílí Tygři Liberec,45,20,16,36,0.80,10,20,https://www.eliteprospects.com/player/22710/jakub-valsky,2015-2016,czechia,Jakub Valsky (LW/RW),LW/RW
Martin Bakos (LW/RW),Bílí Tygři Liberec,52,17,19,36,0.69,32,15,https://www.eliteprospects.com/player/17721/martin-bakos,2015-2016,czechia,Martin Bakos (LW/RW),LW/RW
Tomas Rachunek (LW/RW),HC Energie Karlovy Vary,52,14,22,36,0.69,14,-11,https://www.eliteprospects.com/player/19357/tomas-rachunek,2015-2016,czechia,Tomas Rachunek (LW/RW),LW/RW
Jan Hruska (C),HC Kometa Brno,51,20,15,35,0.69,38,-2,https://www.eliteprospects.com/player/48419/jan-hruska,2015-2016,czechia,Jan Hruska (C),C
Michal Řepík (RW),Bílí Tygři Liberec,40,18,17,35,0.88,32,2,https://www.eliteprospects.com/player/10481/michal-%C5%98epik,2015-2016,czechia,Michal Řepík (RW),RW
Jaroslav Hlinka (C/LW),HC Sparta Praha,37,14,21,35,0.95,10,9,https://www.eliteprospects.com/player/7287/jaroslav-hlinka,2015-2016,czechia,Jaroslav Hlinka (C/LW),C/LW
Robert Sabolic (RW),HC Sparta Praha,46,23,11,34,0.74,46,19,https://www.eliteprospects.com/player/30086/robert-sabolic,2015-2016,czechia,Robert Sabolic (RW),RW
Petr Sýkora (RW),HC Dynamo Pardubice,47,22,12,34,0.72,62,-12,https://www.eliteprospects.com/player/10858/petr-sykora,2015-2016,czechia,Petr Sýkora (RW),RW
Brian Ihnacak (C/RW),Mountfield HK,52,17,17,34,0.65,46,8,https://www.eliteprospects.com/player/18019/brian-ihnacak,2015-2016,czechia,Brian Ihnacak (C/RW),C/RW
Jakub Lev (C/W),HC Plzeň,52,14,20,34,0.65,79,-21,https://www.eliteprospects.com/player/27856/jakub-lev,2015-2016,czechia,Jakub Lev (C/W),C/W
Michal Bulir (C/LW),Bílí Tygři Liberec,52,13,21,34,0.65,43,13,https://www.eliteprospects.com/player/59211/michal-bulir,2015-2016,czechia,Michal Bulir (C/LW),C/LW
Rostislav Marosz (C/RW),HC Energie Karlovy Vary,49,10,24,34,0.69,54,-12,https://www.eliteprospects.com/player/34795/rostislav-marosz,2015-2016,czechia,Rostislav Marosz (C/RW),C/RW
Tomas Urban (C/RW),BK Mladá Boleslav,47,17,16,33,0.70,44,2,https://www.eliteprospects.com/player/28424/tomas-urban,2015-2016,czechia,Tomas Urban (C/RW),C/RW
Petr Jelínek (C),Bílí Tygři Liberec,47,15,18,33,0.70,46,12,https://www.eliteprospects.com/player/23004/petr-jelinek,2015-2016,czechia,Petr Jelínek (C),C
Jiri Polansky (C),HC Oceláři Třinec,50,14,19,33,0.66,44,-2,https://www.eliteprospects.com/player/23421/jiri-polansky,2015-2016,czechia,Jiri Polansky (C),C
Jakub Jeřábek (D),HC Plzeň,52,4,29,33,0.63,56,12,https://www.eliteprospects.com/player/33045/jakub-je%C5%99abek,2015-2016,czechia,Jakub Jeřábek (D),D
Viktor Hübl (C),HC Litvínov,41,19,13,32,0.78,34,-7,https://www.eliteprospects.com/player/10847/viktor-hubl,2015-2016,czechia,Viktor Hübl (C),C
Zbynek Irgl (RW),HC Oceláři Třinec,47,14,18,32,0.68,30,-10,https://www.eliteprospects.com/player/10870/zbynek-irgl,2015-2016,czechia,Zbynek Irgl (RW),RW
Robin Hanzl (C),HC Litvínov,50,12,20,32,0.64,40,-5,https://www.eliteprospects.com/player/24429/robin-hanzl,2015-2016,czechia,Robin Hanzl (C),C
Roberts Bukarts (LW/RW),HC Zlín,36,19,12,31,0.86,12,0,https://www.eliteprospects.com/player/11842/roberts-bukarts,2015-2016,czechia,Roberts Bukarts (LW/RW),LW/RW
Vladimír Dravecký (LW/D),HC Oceláři Třinec,51,15,16,31,0.61,42,-1,https://www.eliteprospects.com/player/12404/vladimir-dravecky,2015-2016,czechia,Vladimír Dravecký (LW/D),LW/D
David Buc (C/LW),HC Olomouc,44,10,21,31,0.70,12,6,https://www.eliteprospects.com/player/10606/david-buc,2015-2016,czechia,David Buc (C/LW),C/LW
Nick Johnson (LW),HC Plzeň,37,22,8,30,0.81,38,-7,https://www.eliteprospects.com/player/43268/nick-johnson,2015-2016,czechia,Nick Johnson (LW),LW
Adam Courchaine (C/LW),Mountfield HK,48,17,13,30,0.63,8,-3,https://www.eliteprospects.com/player/12833/adam-courchaine,2015-2016,czechia,Adam Courchaine (C/LW),C/LW
Richard Jarusek (W/C),BK Mladá Boleslav,50,14,16,30,0.60,34,7,https://www.eliteprospects.com/player/19366/richard-jarusek,2015-2016,czechia,Richard Jarusek (W/C),W/C
Curtis Hamilton (LW/RW),HC Sparta Praha,43,13,17,30,0.70,20,29,https://www.eliteprospects.com/player/31288/curtis-hamilton,2015-2016,czechia,Curtis Hamilton (LW/RW),LW/RW
Tomas Hyka (RW),BK Mladá Boleslav,47,12,18,30,0.64,22,16,https://www.eliteprospects.com/player/56035/tomas-hyka,2015-2016,czechia,Tomas Hyka (RW),RW
Ondřej Kratěna (RW/LW),HC Plzeň,45,8,22,30,0.67,22,12,https://www.eliteprospects.com/player/10867/ond%C5%99ej-kratena,2015-2016,czechia,Ondřej Kratěna (RW/LW),RW/LW
Jozef Kovacik (D),HC Kometa Brno,45,8,22,30,0.67,82,17,https://www.eliteprospects.com/player/21692/jozef-kovacik,2015-2016,czechia,Jozef Kovacik (D),D
Rostislav Olesz (LW/RW),HC Vítkovice,34,17,12,29,0.85,18,5,https://www.eliteprospects.com/player/8652/rostislav-olesz,2015-2016,czechia,Rostislav Olesz (LW/RW),LW/RW
Jan Kana (LW),HC Kometa Brno,52,12,17,29,0.56,34,3,https://www.eliteprospects.com/player/98112/jan-kana,2015-2016,czechia,Jan Kana (LW),LW
Jakub Klepis (C/RW),totals,46,6,23,29,0.63,32,2,https://www.eliteprospects.com/player/9609/jakub-klepis,2015-2016,czechia,Jakub Klepis (C/RW),C/RW
Miroslav Indrák (RW/LW),HC Plzeň,50,18,10,28,0.56,40,1,https://www.eliteprospects.com/player/127262/miroslav-indrak,2015-2016,czechia,Miroslav Indrák (RW/LW),RW/LW
Radan Lenc (LW/RW),BK Mladá Boleslav,47,16,12,28,0.60,28,24,https://www.eliteprospects.com/player/99493/radan-lenc,2015-2016,czechia,Radan Lenc (LW/RW),LW/RW
Miroslav Forman (RW),HC Sparta Praha,45,11,17,28,0.62,48,19,https://www.eliteprospects.com/player/109389/miroslav-forman,2015-2016,czechia,Miroslav Forman (RW),RW
Michal Čajkovský (D),HC Sparta Praha,49,11,17,28,0.57,92,25,https://www.eliteprospects.com/player/40251/michal-cajkovsky,2015-2016,czechia,Michal Čajkovský (D),D
Marek Troncinsky (D),BK Mladá Boleslav,48,3,25,28,0.58,36,2,https://www.eliteprospects.com/player/10485/marek-troncinsky,2015-2016,czechia,Marek Troncinsky (D),D
Lukas Nahodil (C),HC Dynamo Pardubice,51,16,11,27,0.53,30,-13,https://www.eliteprospects.com/player/33050/lukas-nahodil,2015-2016,czechia,Lukas Nahodil (C),C
Rudolf Červený (W/C),Mountfield HK,51,14,13,27,0.53,22,13,https://www.eliteprospects.com/player/14498/rudolf-cerveny,2015-2016,czechia,Rudolf Červený (W/C),W/C
Tomas Marcinko (C),HC Dynamo Pardubice,51,6,21,27,0.53,76,-11,https://www.eliteprospects.com/player/9292/tomas-marcinko,2015-2016,czechia,Tomas Marcinko (C),C
Vladimir Ruzicka (C),Piráti Chomutov,42,11,15,26,0.62,28,0,https://www.eliteprospects.com/player/9283/vladimir-ruzicka,2015-2016,czechia,Vladimir Ruzicka (C),C
Frantisek Lukes (LW/RW),HC Litvínov,50,8,18,26,0.52,24,-17,https://www.eliteprospects.com/player/13648/frantisek-lukes,2015-2016,czechia,Frantisek Lukes (LW/RW),LW/RW
Karel Pilar (D),Mountfield HK,47,7,19,26,0.55,66,0,https://www.eliteprospects.com/player/11485/karel-pilar,2015-2016,czechia,Karel Pilar (D),D
Lukas Pech (C),HC Sparta Praha,47,6,20,26,0.55,16,6,https://www.eliteprospects.com/player/22633/lukas-pech,2015-2016,czechia,Lukas Pech (C),C
Michael Vandas (RW),HC Vítkovice,50,10,15,25,0.50,38,3,https://www.eliteprospects.com/player/34757/michael-vandas,2015-2016,czechia,Michael Vandas (RW),RW
Tyler Redenbach (C),HC Dynamo Pardubice,41,9,16,25,0.61,12,-11,https://www.eliteprospects.com/player/11478/tyler-redenbach,2015-2016,czechia,Tyler Redenbach (C),C
David Výborný (C),BK Mladá Boleslav,42,8,17,25,0.60,20,4,https://www.eliteprospects.com/player/1920/david-vyborny,2015-2016,czechia,David Výborný (C),C
Robert Ricka (RW/C),HC Zlín,52,18,6,24,0.46,16,0,https://www.eliteprospects.com/player/28103/robert-ricka,2015-2016,czechia,Robert Ricka (RW/C),RW/C
Lukas Kucsera (LW/RW),HC Vítkovice,49,14,10,24,0.49,6,3,https://www.eliteprospects.com/player/98155/lukas-kucsera,2015-2016,czechia,Lukas Kucsera (LW/RW),LW/RW
Petr Kumstat (LW/RW),HC Sparta Praha,52,14,10,24,0.46,20,18,https://www.eliteprospects.com/player/10853/petr-kumstat,2015-2016,czechia,Petr Kumstat (LW/RW),LW/RW
Stanislav Balán (C),HC Vítkovice,45,13,11,24,0.53,74,-4,https://www.eliteprospects.com/player/13659/stanislav-balan,2015-2016,czechia,Stanislav Balán (C),C
Michal Vondrka (RW/LW),Piráti Chomutov,39,11,13,24,0.62,14,7,https://www.eliteprospects.com/player/22961/michal-vondrka,2015-2016,czechia,Michal Vondrka (RW/LW),RW/LW
Roman Vlach (C/LW),HC Zlín,49,10,14,24,0.49,38,4,https://www.eliteprospects.com/player/19014/roman-vlach,2015-2016,czechia,Roman Vlach (C/LW),C/LW
Petr Kolouch (C),HC Vítkovice,50,8,16,24,0.48,30,1,https://www.eliteprospects.com/player/34792/petr-kolouch,2015-2016,czechia,Petr Kolouch (C),C
Petr Kadlec (D),HC Plzeň,43,3,21,24,0.56,34,8,https://www.eliteprospects.com/player/10862/petr-kadlec,2015-2016,czechia,Petr Kadlec (D),D
Dominik Pacovský (LW/RW),BK Mladá Boleslav,49,15,8,23,0.47,16,4,https://www.eliteprospects.com/player/18098/dominik-pacovsky,2015-2016,czechia,Dominik Pacovský (LW/RW),LW/RW
Tomas Svoboda (RW),totals,38,11,12,23,0.61,24,11,https://www.eliteprospects.com/player/10483/tomas-svoboda,2015-2016,czechia,Tomas Svoboda (RW),RW
Martin Sevc (D),Bílí Tygři Liberec,48,5,18,23,0.48,136,8,https://www.eliteprospects.com/player/7299/martin-sevc,2015-2016,czechia,Martin Sevc (D),D
Jiri Burger (C),HC Vítkovice,52,5,18,23,0.44,28,2,https://www.eliteprospects.com/player/10872/jiri-burger,2015-2016,czechia,Jiri Burger (C),C
Juraj Mikus (D),HC Sparta Praha,51,3,20,23,0.45,54,27,https://www.eliteprospects.com/player/12533/juraj-mikus,2015-2016,czechia,Juraj Mikus (D),D
Marek Las (F),HC Olomouc,49,17,5,22,0.45,20,9,https://www.eliteprospects.com/player/10477/marek-las,2015-2016,czechia,Marek Las (F),F
Rastislav Dej (LW/C),Mountfield HK,52,15,7,22,0.42,26,6,https://www.eliteprospects.com/player/22643/rastislav-dej,2015-2016,czechia,Rastislav Dej (LW/C),LW/C
Martin Bartek (RW),HC Energie Karlovy Vary,38,13,9,22,0.58,39,-15,https://www.eliteprospects.com/player/10722/martin-bartek,2015-2016,czechia,Martin Bartek (RW),RW
Tomas Pospisil (RW),Piráti Chomutov,42,12,10,22,0.52,22,4,https://www.eliteprospects.com/player/9623/tomas-pospisil,2015-2016,czechia,Tomas Pospisil (RW),RW
Jaroslav Kudrna (LW/RW),Mountfield HK,43,12,10,22,0.51,38,3,https://www.eliteprospects.com/player/10869/jaroslav-kudrna,2015-2016,czechia,Jaroslav Kudrna (LW/RW),LW/RW
Adam Polasek (D),HC Sparta Praha,49,9,13,22,0.45,34,9,https://www.eliteprospects.com/player/34799/adam-polasek,2015-2016,czechia,Adam Polasek (D),D
Tomas Netik (LW/RW),HC Sparta Praha,41,8,14,22,0.54,32,3,https://www.eliteprospects.com/player/17905/tomas-netik,2015-2016,czechia,Tomas Netik (LW/RW),LW/RW
Martin Vyrubalik (D),HC Olomouc,50,8,14,22,0.44,34,13,https://www.eliteprospects.com/player/23878/martin-vyrubalik,2015-2016,czechia,Martin Vyrubalik (D),D
Radim Bičánek (D),HC Energie Karlovy Vary,50,6,16,22,0.44,46,-12,https://www.eliteprospects.com/player/23859/radim-bicanek,2015-2016,czechia,Radim Bičánek (D),D
Pavel Skrbek (D),HC Olomouc,35,5,17,22,0.63,41,19,https://www.eliteprospects.com/player/506/pavel-skrbek,2015-2016,czechia,Pavel Skrbek (D),D
Peter Ceresnak (D),HC Vítkovice,45,2,20,22,0.49,18,12,https://www.eliteprospects.com/player/66434/peter-ceresnak,2015-2016,czechia,Peter Ceresnak (D),D
Lukas Pabiska (C),BK Mladá Boleslav,44,13,8,21,0.48,20,8,https://www.eliteprospects.com/player/22654/lukas-pabiska,2015-2016,czechia,Lukas Pabiska (C),C
Mario Bliznak (C),HC Plzeň,50,12,9,21,0.42,20,6,https://www.eliteprospects.com/player/11598/mario-bliznak,2015-2016,czechia,Mario Bliznak (C),C
Rostislav Martynek (LW),HC Litvínov,42,11,10,21,0.50,10,6,https://www.eliteprospects.com/player/23418/rostislav-martynek,2015-2016,czechia,Rostislav Martynek (LW),LW
Jakub Herman (W/C),HC Olomouc,49,11,10,21,0.43,18,8,https://www.eliteprospects.com/player/41096/jakub-herman,2015-2016,czechia,Jakub Herman (W/C),W/C
Jan Rutta (D),Piráti Chomutov,44,10,11,21,0.48,22,7,https://www.eliteprospects.com/player/18090/jan-rutta,2015-2016,czechia,Jan Rutta (D),D
Radim Simek (D),Bílí Tygři Liberec,51,9,12,21,0.41,28,17,https://www.eliteprospects.com/player/160567/radim-simek,2015-2016,czechia,Radim Simek (D),D
Miroslav Holec (LW),HC Olomouc,44,8,13,21,0.48,8,6,https://www.eliteprospects.com/player/19420/miroslav-holec,2015-2016,czechia,Miroslav Holec (LW),LW
Karel Kubát (D),HC Litvínov,51,8,13,21,0.41,80,-15,https://www.eliteprospects.com/player/22678/karel-kubat,2015-2016,czechia,Karel Kubát (D),D
Ondrej Vesely (LW),HC Zlín,52,7,14,21,0.40,66,-3,https://www.eliteprospects.com/player/17903/ondrej-vesely,2015-2016,czechia,Ondrej Vesely (LW),LW
Lukas Zejdl (RW/C),totals,42,11,9,20,0.48,55,8,https://www.eliteprospects.com/player/95033/lukas-zejdl,2015-2016,czechia,Lukas Zejdl (RW/C),RW/C
Patrik Zdráhal (LW/RW),HC Vítkovice,39,9,11,20,0.51,8,-1,https://www.eliteprospects.com/player/101252/patrik-zdrahal,2015-2016,czechia,Patrik Zdráhal (LW/RW),LW/RW
Radek Duda (RW/LW),totals,39,8,12,20,0.51,87,-13,https://www.eliteprospects.com/player/8388/radek-duda,2015-2016,czechia,Radek Duda (RW/LW),RW/LW
Michal Bárta (RW),BK Mladá Boleslav,50,6,14,20,0.40,42,-4,https://www.eliteprospects.com/player/28226/michal-barta,2015-2016,czechia,Michal Bárta (RW),RW
Filip Pavlík (D),HC Litvínov,52,6,14,20,0.38,20,-13,https://www.eliteprospects.com/player/70387/filip-pavlik,2015-2016,czechia,Filip Pavlík (D),D
Lukas Klimek (LW/C),HC Sparta Praha,52,6,14,20,0.38,50,11,https://www.eliteprospects.com/player/23524/lukas-klimek,2015-2016,czechia,Lukas Klimek (LW/C),LW/C
Erik Hrna (LW/RW),totals,48,5,15,20,0.42,30,-4,https://www.eliteprospects.com/player/23442/erik-hrna,2015-2016,czechia,Erik Hrna (LW/RW),LW/RW
Tomas Kaberle (D),HC Kometa Brno,51,3,17,20,0.39,24,1,https://www.eliteprospects.com/player/8542/tomas-kaberle,2015-2016,czechia,Tomas Kaberle (D),D
Jakub Svoboda (LW),totals,50,10,9,19,0.38,12,-11,https://www.eliteprospects.com/player/19036/jakub-svoboda,2015-2016,czechia,Jakub Svoboda (LW),LW
Antonín Honejsek (C/LW),totals,41,7,12,19,0.46,16,0,https://www.eliteprospects.com/player/34788/antonin-honejsek,2015-2016,czechia,Antonín Honejsek (C/LW),C/LW
Matej Stritesky (D),BK Mladá Boleslav,49,5,14,19,0.39,36,13,https://www.eliteprospects.com/player/18087/matej-stritesky,2015-2016,czechia,Matej Stritesky (D),D
Roman Szturc (RW),HC Vítkovice,42,14,4,18,0.43,22,2,https://www.eliteprospects.com/player/11831/roman-szturc,2015-2016,czechia,Roman Szturc (RW),RW
Tomas Kopecky (W/C),HC Oceláři Třinec,38,9,9,18,0.47,34,-1,https://www.eliteprospects.com/player/9642/tomas-kopecky,2015-2016,czechia,Tomas Kopecky (W/C),W/C
Lukas Pulpan (D),HC Plzeň,49,6,12,18,0.37,30,-6,https://www.eliteprospects.com/player/42302/lukas-pulpan,2015-2016,czechia,Lukas Pulpan (D),D
Peter Frühauf (D),Mountfield HK,31,4,14,18,0.58,8,5,https://www.eliteprospects.com/player/27225/peter-fruhauf,2015-2016,czechia,Peter Frühauf (D),D
Peter Ölvecký (LW/C),totals,36,10,7,17,0.47,24,0,https://www.eliteprospects.com/player/11772/peter-olvecky,2015-2016,czechia,Peter Ölvecký (LW/C),LW/C
Leos Cermak (C),HC Kometa Brno,40,10,7,17,0.43,64,10,https://www.eliteprospects.com/player/15131/leos-cermak,2015-2016,czechia,Leos Cermak (C),C
Marcel Hossa (LW/RW),totals,22,8,9,17,0.77,35,-3,https://www.eliteprospects.com/player/4532/marcel-hossa,2015-2016,czechia,Marcel Hossa (LW/RW),LW/RW
Tomas Mikus (C/LW),HC Olomouc,52,11,5,16,0.31,24,-10,https://www.eliteprospects.com/player/95703/tomas-mikus,2015-2016,czechia,Tomas Mikus (C/LW),C/LW
Jan Sykora (LW),totals,37,9,7,16,0.43,18,-1,https://www.eliteprospects.com/player/46884/jan-sykora,2015-2016,czechia,Jan Sykora (LW),LW
Jakub Orsava (LW/RW),totals,39,9,7,16,0.41,20,-9,https://www.eliteprospects.com/player/34798/jakub-orsava,2015-2016,czechia,Jakub Orsava (LW/RW),LW/RW
David Ostrizek (LW/C),HC Kometa Brno,42,7,9,16,0.38,12,1,https://www.eliteprospects.com/player/38667/david-ostrizek,2015-2016,czechia,David Ostrizek (LW/C),LW/C
Blaz Gregorc (D),HC Dynamo Pardubice,44,6,10,16,0.36,20,-19,https://www.eliteprospects.com/player/12879/blaz-gregorc,2015-2016,czechia,Blaz Gregorc (D),D
Petr Caslava (D),HC Dynamo Pardubice,52,6,10,16,0.31,52,-4,https://www.eliteprospects.com/player/11970/petr-caslava,2015-2016,czechia,Petr Caslava (D),D
Jan Knotek (C),HC Olomouc,35,5,11,16,0.46,8,3,https://www.eliteprospects.com/player/48291/jan-knotek,2015-2016,czechia,Jan Knotek (C),C
Tomas Plihal (LW/C),HC Oceláři Třinec,48,5,11,16,0.33,18,1,https://www.eliteprospects.com/player/8584/tomas-plihal,2015-2016,czechia,Tomas Plihal (LW/C),LW/C
Jan Stencel (D),HC Vítkovice,42,3,13,16,0.38,12,5,https://www.eliteprospects.com/player/101097/jan-stencel,2015-2016,czechia,Jan Stencel (D),D
Tomas Kudelka (D),HC Vítkovice,44,3,13,16,0.36,16,6,https://www.eliteprospects.com/player/9232/tomas-kudelka,2015-2016,czechia,Tomas Kudelka (D),D
Martin Stajnoch (D),HC Dynamo Pardubice,51,2,14,16,0.31,46,-10,https://www.eliteprospects.com/player/17747/martin-stajnoch,2015-2016,czechia,Martin Stajnoch (D),D
Tomas Vondracek (LW),HC Kometa Brno,46,12,3,15,0.33,38,-1,https://www.eliteprospects.com/player/77408/tomas-vondracek,2015-2016,czechia,Tomas Vondracek (LW),LW
Rudolf Huna (LW),HC Energie Karlovy Vary,36,9,6,15,0.42,10,-11,https://www.eliteprospects.com/player/5679/rudolf-huna,2015-2016,czechia,Rudolf Huna (LW),LW
Tomas Klimenta (RW/LW),BK Mladá Boleslav,45,8,7,15,0.33,14,7,https://www.eliteprospects.com/player/22653/tomas-klimenta,2015-2016,czechia,Tomas Klimenta (RW/LW),RW/LW
Oldrich Kotvan (D),HC Zlín,50,8,7,15,0.30,20,-4,https://www.eliteprospects.com/player/94229/oldrich-kotvan,2015-2016,czechia,Oldrich Kotvan (D),D
Vilem Burian (LW/RW),HC Kometa Brno,52,8,7,15,0.29,18,-5,https://www.eliteprospects.com/player/56383/vilem-burian,2015-2016,czechia,Vilem Burian (LW/RW),LW/RW
Petr Kafka (RW),totals,41,7,8,15,0.37,18,-6,https://www.eliteprospects.com/player/28114/petr-kafka,2015-2016,czechia,Petr Kafka (RW),RW
Martin Réway (LW/C),HC Sparta Praha,14,5,10,15,1.07,6,2,https://www.eliteprospects.com/player/94282/martin-reway,2015-2016,czechia,Martin Réway (LW/C),LW/C
Tomas Cachotsky (LW),HC Zlín,44,5,10,15,0.34,6,3,https://www.eliteprospects.com/player/23879/tomas-cachotsky,2015-2016,czechia,Tomas Cachotsky (LW),LW
Karol Sloboda (D),HC Vítkovice,47,5,10,15,0.32,20,-13,https://www.eliteprospects.com/player/19416/karol-sloboda,2015-2016,czechia,Karol Sloboda (D),D
Tomas Knotek (C/W),Mountfield HK,49,5,10,15,0.31,18,-2,https://www.eliteprospects.com/player/12566/tomas-knotek,2015-2016,czechia,Tomas Knotek (C/W),C/W
Jiri Marusak (D),HC Zlín,37,3,12,15,0.41,18,2,https://www.eliteprospects.com/player/10506/jiri-marusak,2015-2016,czechia,Jiri Marusak (D),D
Jaroslav Kus (C),HC Energie Karlovy Vary,33,2,13,15,0.45,14,-6,https://www.eliteprospects.com/player/67757/jaroslav-kus,2015-2016,czechia,Jaroslav Kus (C),C
Martin Matejicek (D),HC Zlín,52,1,14,15,0.29,28,7,https://www.eliteprospects.com/player/98157/martin-matejicek,2015-2016,czechia,Martin Matejicek (D),D
Marcel Hascak (RW),HC Energie Karlovy Vary,22,11,3,14,0.64,30,-10,https://www.eliteprospects.com/player/17887/marcel-hascak,2015-2016,czechia,Marcel Hascak (RW),RW
Andrej Kudrna (RW/LW),HC Sparta Praha,47,9,5,14,0.30,22,8,https://www.eliteprospects.com/player/19372/andrej-kudrna,2015-2016,czechia,Andrej Kudrna (RW/LW),RW/LW
Marek Hovorka (C/RW),totals,50,8,6,14,0.28,46,1,https://www.eliteprospects.com/player/22471/marek-hovorka,2015-2016,czechia,Marek Hovorka (C/RW),C/RW
David Nosek (D),HC Oceláři Třinec,48,7,7,14,0.29,14,4,https://www.eliteprospects.com/player/23707/david-nosek,2015-2016,czechia,David Nosek (D),D
Jiri Ripa (C),HC Olomouc,52,6,8,14,0.27,36,-7,https://www.eliteprospects.com/player/24908/jiri-ripa,2015-2016,czechia,Jiri Ripa (C),C
Pavel Kubis (LW/RW),HC Zlín,37,5,9,14,0.38,76,11,https://www.eliteprospects.com/player/17907/pavel-kubis,2015-2016,czechia,Pavel Kubis (LW/RW),LW/RW
Marek Tomica (C),Piráti Chomutov,50,5,9,14,0.28,38,6,https://www.eliteprospects.com/player/15842/marek-tomica,2015-2016,czechia,Marek Tomica (C),C
Miroslav Preisinger (C),HC Plzeň,52,5,9,14,0.27,22,6,https://www.eliteprospects.com/player/19361/miroslav-preisinger,2015-2016,czechia,Miroslav Preisinger (C),C
Rastislav Spirko (C/LW),HC Kometa Brno,21,4,10,14,0.67,8,0,https://www.eliteprospects.com/player/9646/rastislav-spirko,2015-2016,czechia,Rastislav Spirko (C/LW),C/LW
Jiri Simanek (W/C),Mountfield HK,41,4,10,14,0.34,18,5,https://www.eliteprospects.com/player/22571/jiri-simanek,2015-2016,czechia,Jiri Simanek (W/C),W/C
Adam Janosik (D),Piráti Chomutov,40,2,12,14,0.35,26,-2,https://www.eliteprospects.com/player/34749/adam-janosik,2015-2016,czechia,Adam Janosik (D),D
David Kämpf (C/W),Piráti Chomutov,42,9,4,13,0.31,22,-6,https://www.eliteprospects.com/player/160499/david-kampf,2015-2016,czechia,David Kämpf (C/W),C/W
Miloslav Horava (RW),HC Litvínov,47,9,4,13,0.28,24,-6,https://www.eliteprospects.com/player/5868/miloslav-horava,2015-2016,czechia,Miloslav Horava (RW),RW
Michal Hlinka (C/RW),HC Vítkovice,46,7,6,13,0.28,24,6,https://www.eliteprospects.com/player/19362/michal-hlinka,2015-2016,czechia,Michal Hlinka (C/RW),C/RW
Martin Docekal (LW),HC Kometa Brno,44,6,7,13,0.30,24,0,https://www.eliteprospects.com/player/77406/martin-docekal,2015-2016,czechia,Martin Docekal (LW),LW
Jakub Sklenář (LW/RW),Piráti Chomutov,51,6,7,13,0.25,18,2,https://www.eliteprospects.com/player/15146/jakub-sklena%C5%99,2015-2016,czechia,Jakub Sklenář (LW/RW),LW/RW
Hynek Zohorna (RW/C),HC Kometa Brno,49,4,9,13,0.27,18,-4,https://www.eliteprospects.com/player/28129/hynek-zohorna,2015-2016,czechia,Hynek Zohorna (RW/C),RW/C
Stepan Hrebejk (RW/C),Piráti Chomutov,51,4,9,13,0.25,36,-4,https://www.eliteprospects.com/player/22575/stepan-hrebejk,2015-2016,czechia,Stepan Hrebejk (RW/C),RW/C
Kamil Piros (C/W),HC Litvínov,52,4,9,13,0.25,28,-9,https://www.eliteprospects.com/player/10845/kamil-piros,2015-2016,czechia,Kamil Piros (C/W),C/W
