player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Dario Meyer (RW),HC Davos,19,2,2,4,0.21,0,-3,https://www.eliteprospects.com/player/108384/dario-meyer,2020-2021,nl,Dario Meyer (RW),RW
Sandro Zangger (RW/LW),HC Lugano,23,2,2,4,0.17,20,2,https://www.eliteprospects.com/player/85298/sandro-zangger,2020-2021,nl,Sandro Zangger (RW/LW),RW/LW
Giacomo Dal Pian (C),HC Ambrì-Piotta,41,2,2,4,0.10,2,-4,https://www.eliteprospects.com/player/85329/giacomo-dal-pian,2020-2021,nl,Giacomo Dal Pian (C),C
Timo Haussener (C/RW),HC Lugano,24,1,3,4,0.17,6,-2,https://www.eliteprospects.com/player/165763/timo-haussener,2020-2021,nl,Timo Haussener (C/RW),C/RW
Jesse Zgraggen (D),totals,32,1,3,4,0.13,30,4,https://www.eliteprospects.com/player/45749/jesse-zgraggen,2020-2021,nl,Jesse Zgraggen (D),D
Anton Gustafsson (C/D),EHC Biel-Bienne,40,1,3,4,0.10,14,-4,https://www.eliteprospects.com/player/6058/anton-gustafsson,2020-2021,nl,Anton Gustafsson (C/D),C/D
Jérémie Kamerzin (D),HC Fribourg-Gottéron,49,1,3,4,0.08,26,-6,https://www.eliteprospects.com/player/12669/jeremie-kamerzin,2020-2021,nl,Jérémie Kamerzin (D),D
Claudio Cadonau (D),EV Zug,50,1,3,4,0.08,59,-1,https://www.eliteprospects.com/player/18468/claudio-cadonau,2020-2021,nl,Claudio Cadonau (D),D
Dave Sutter (D),HC Fribourg-Gottéron,51,1,3,4,0.08,24,-4,https://www.eliteprospects.com/player/70435/dave-sutter,2020-2021,nl,Dave Sutter (D),D
Oliver Heinen (D),HC Davos,48,0,4,4,0.08,12,2,https://www.eliteprospects.com/player/392082/oliver-heinen,2020-2021,nl,Oliver Heinen (D),D
Isacco Dotti (D),HC Ambrì-Piotta,23,3,0,3,0.13,41,-3,https://www.eliteprospects.com/player/85319/isacco-dotti,2020-2021,nl,Isacco Dotti (D),D
Libor Hudáček (RW/C),Lausanne HC,4,2,1,3,0.75,2,-3,https://www.eliteprospects.com/player/17727/libor-hudacek,2020-2021,nl,Libor Hudáček (RW/C),RW/C
Axel Simic (C/RW),ZSC Lions,26,2,1,3,0.12,2,-1,https://www.eliteprospects.com/player/236816/axel-simic,2020-2021,nl,Axel Simic (C/RW),C/RW
Dario Rohrbach (RW),HC Ambrì-Piotta,29,2,1,3,0.10,4,-7,https://www.eliteprospects.com/player/262566/dario-rohrbach,2020-2021,nl,Dario Rohrbach (RW),RW
Ramon Tanner (C),EHC Biel-Bienne,42,2,1,3,0.07,26,0,https://www.eliteprospects.com/player/274787/ramon-tanner,2020-2021,nl,Ramon Tanner (C),C
Nolan Diem (C),SCL Tigers,11,1,2,3,0.27,6,-2,https://www.eliteprospects.com/player/85349/nolan-diem,2020-2021,nl,Nolan Diem (C),C
Enzo Guebey (D),Genève-Servette HC,25,1,2,3,0.12,29,-1,https://www.eliteprospects.com/player/270301/enzo-guebey,2020-2021,nl,Enzo Guebey (D),D
Rihards Melnalksnis (C/LW),SCL Tigers,33,1,2,3,0.09,4,-11,https://www.eliteprospects.com/player/293341/rihards-melnalksnis,2020-2021,nl,Rihards Melnalksnis (C/LW),C/LW
Jan Neuenschwander (C),SC Bern,37,1,2,3,0.08,8,-6,https://www.eliteprospects.com/player/67045/jan-neuenschwander,2020-2021,nl,Jan Neuenschwander (C),C
Colin Gerber (D),SC Bern,39,1,2,3,0.08,8,-10,https://www.eliteprospects.com/player/174516/colin-gerber,2020-2021,nl,Colin Gerber (D),D
Mathias Trettenes (C/LW),EHC Biel-Bienne,4,0,3,3,0.75,0,2,https://www.eliteprospects.com/player/32072/mathias-trettenes,2020-2021,nl,Mathias Trettenes (C/LW),C/LW
Vladimír Roth (D),Lausanne HC,11,0,3,3,0.27,4,0,https://www.eliteprospects.com/player/12569/vladimir-roth,2020-2021,nl,Vladimír Roth (D),D
Claude-Curdin Paschoud (D),HC Davos,12,0,3,3,0.25,6,3,https://www.eliteprospects.com/player/94257/claude-curdin-paschoud,2020-2021,nl,Claude-Curdin Paschoud (D),D
Sandis Smons (D),Genève-Servette HC,25,0,3,3,0.12,8,3,https://www.eliteprospects.com/player/310119/sandis-smons,2020-2021,nl,Sandis Smons (D),D
Alain Bircher (D),SCL Tigers,33,0,3,3,0.09,8,-5,https://www.eliteprospects.com/player/164265/alain-bircher,2020-2021,nl,Alain Bircher (D),D
Flurin Randegger (F/D),SC Rapperswil-Jona Lakers,49,0,3,3,0.06,20,-6,https://www.eliteprospects.com/player/17565/flurin-randegger,2020-2021,nl,Flurin Randegger (F/D),F/D
Robin Leone (RW),Lausanne HC,16,2,0,2,0.13,4,0,https://www.eliteprospects.com/player/85339/robin-leone,2020-2021,nl,Robin Leone (RW),RW
Tim Traber (RW),HC Lugano,30,2,0,2,0.07,34,-1,https://www.eliteprospects.com/player/45482/tim-traber,2020-2021,nl,Tim Traber (RW),RW
Arnaud Montandon (C/W),Genève-Servette HC,3,1,1,2,0.67,0,1,https://www.eliteprospects.com/player/27315/arnaud-montandon,2020-2021,nl,Arnaud Montandon (C/W),C/W
Matthias Mémeteau (C/RW),Lausanne HC,12,1,1,2,0.17,4,3,https://www.eliteprospects.com/player/336131/matthias-memeteau,2020-2021,nl,Matthias Mémeteau (C/RW),C/RW
Gregory Sciaroni (LW/RW),SC Bern,17,1,1,2,0.12,8,-3,https://www.eliteprospects.com/player/11839/gregory-sciaroni,2020-2021,nl,Gregory Sciaroni (LW/RW),LW/RW
Gaëtan Jobin (LW/RW),HC Fribourg-Gottéron,22,1,1,2,0.09,4,-1,https://www.eliteprospects.com/player/291297/gaetan-jobin,2020-2021,nl,Gaëtan Jobin (LW/RW),LW/RW
Marco Maurer (D),Genève-Servette HC,24,1,1,2,0.08,22,8,https://www.eliteprospects.com/player/15151/marco-maurer,2020-2021,nl,Marco Maurer (D),D
Elia Mazzolini (LW),HC Ambrì-Piotta,28,1,1,2,0.07,16,-4,https://www.eliteprospects.com/player/158528/elia-mazzolini,2020-2021,nl,Elia Mazzolini (LW),LW
Alain Berger (RW),SC Bern,42,1,1,2,0.05,32,-4,https://www.eliteprospects.com/player/15162/alain-berger,2020-2021,nl,Alain Berger (RW),RW
Eliot Berthon (C/W),Genève-Servette HC,47,1,1,2,0.04,26,-4,https://www.eliteprospects.com/player/34602/eliot-berthon,2020-2021,nl,Eliot Berthon (C/W),C/W
Vladimír Sobotka (C/LW),SC Rapperswil-Jona Lakers,4,0,2,2,0.50,6,1,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2020-2021,nl,Vladimír Sobotka (C/LW),C/LW
Raphaël Kuonen (RW/LW),SCL Tigers,10,0,2,2,0.20,0,-6,https://www.eliteprospects.com/player/45302/raphael-kuonen,2020-2021,nl,Raphaël Kuonen (RW/LW),RW/LW
Guillaume Maillard (C/RW),Lausanne HC,12,0,2,2,0.17,4,0,https://www.eliteprospects.com/player/242290/guillaume-maillard,2020-2021,nl,Guillaume Maillard (C/RW),C/RW
Dominic Buchli (D),totals,14,0,2,2,0.14,8,1,https://www.eliteprospects.com/player/259778/dominic-buchli,2020-2021,nl,Dominic Buchli (D),D
Noah Schneeberger (D),Lausanne HC,16,0,2,2,0.13,4,0,https://www.eliteprospects.com/player/18686/noah-schneeberger,2020-2021,nl,Noah Schneeberger (D),D
Sebastian Schilt (D),SCL Tigers,37,0,2,2,0.05,40,-5,https://www.eliteprospects.com/player/17605/sebastian-schilt,2020-2021,nl,Sebastian Schilt (D),D
Zaccheo Dotti (D),HC Ambrì-Piotta,44,0,2,2,0.05,40,-1,https://www.eliteprospects.com/player/91040/zaccheo-dotti,2020-2021,nl,Zaccheo Dotti (D),D
Luca Gauch (LW/RW),HC Fribourg-Gottéron,2,1,0,1,0.50,0,0,https://www.eliteprospects.com/player/595241/luca-gauch,2020-2021,nl,Luca Gauch (LW/RW),LW/RW
Joel Bieri (C),SCL Tigers,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/485474/joel-bieri,2020-2021,nl,Joel Bieri (C),C
Dario Allenspach (C/W),EV Zug,11,1,0,1,0.09,0,-3,https://www.eliteprospects.com/player/539789/dario-allenspach,2020-2021,nl,Dario Allenspach (C/W),C/W
Petr Cajka (C/LW),totals,12,1,0,1,0.08,6,0,https://www.eliteprospects.com/player/297881/petr-cajka,2020-2021,nl,Petr Cajka (C/LW),C/LW
Simon Sterchi (RW/LW),SC Bern,14,1,0,1,0.07,16,-5,https://www.eliteprospects.com/player/85297/simon-sterchi,2020-2021,nl,Simon Sterchi (RW/LW),RW/LW
Livio Langenegger (F),EV Zug,29,1,0,1,0.03,6,2,https://www.eliteprospects.com/player/267201/livio-langenegger,2020-2021,nl,Livio Langenegger (F),F
Kaj Suter (C),ZSC Lions,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/220486/kaj-suter,2020-2021,nl,Kaj Suter (C),C
Marco Rossi (C),ZSC Lions,1,0,1,1,1.00,0,0,https://www.eliteprospects.com/player/293179/marco-rossi,2020-2021,nl,Marco Rossi (C),C
Loic Vedova (RW),HC Lugano,4,0,1,1,0.25,0,1,https://www.eliteprospects.com/player/224373/loic-vedova,2020-2021,nl,Loic Vedova (RW),RW
Tony Sund (D),HC Davos,5,0,1,1,0.20,8,0,https://www.eliteprospects.com/player/115802/tony-sund,2020-2021,nl,Tony Sund (D),D
Luca Capaul (D),ZSC Lions,6,0,1,1,0.17,2,1,https://www.eliteprospects.com/player/311539/luca-capaul,2020-2021,nl,Luca Capaul (D),D
Dario Sidler (D),EV Zug,7,0,1,1,0.14,2,2,https://www.eliteprospects.com/player/596668/dario-sidler,2020-2021,nl,Dario Sidler (D),D
Yannick Hänggi (D),HC Davos,8,0,1,1,0.13,0,-2,https://www.eliteprospects.com/player/137998/yannick-hanggi,2020-2021,nl,Yannick Hänggi (D),D
Joshua Fahrni (C),SC Bern,8,0,1,1,0.13,0,-1,https://www.eliteprospects.com/player/546739/joshua-fahrni,2020-2021,nl,Joshua Fahrni (C),C
Thomas Rüfenacht (LW/RW),SC Bern,8,0,1,1,0.13,27,-1,https://www.eliteprospects.com/player/17610/thomas-rufenacht,2020-2021,nl,Thomas Rüfenacht (LW/RW),LW/RW
Stefan Ulmer (D),EHC Biel-Bienne,13,0,1,1,0.08,8,-1,https://www.eliteprospects.com/player/13931/stefan-ulmer,2020-2021,nl,Stefan Ulmer (D),D
Noah Meier (D),ZSC Lions,18,0,1,1,0.06,6,-1,https://www.eliteprospects.com/player/520239/noah-meier,2020-2021,nl,Noah Meier (D),D
Matteo Romanenghi (C/LW),HC Lugano,23,0,1,1,0.04,2,-4,https://www.eliteprospects.com/player/94549/matteo-romanenghi,2020-2021,nl,Matteo Romanenghi (C/LW),C/LW
John Fritsche (LW/RW),Genève-Servette HC,23,0,1,1,0.04,39,-3,https://www.eliteprospects.com/player/39763/john-fritsche,2020-2021,nl,John Fritsche (LW/RW),LW/RW
Joël Neuenschwander (RW),HC Ambrì-Piotta,25,0,1,1,0.04,8,1,https://www.eliteprospects.com/player/285718/joel-neuenschwander,2020-2021,nl,Joël Neuenschwander (RW),RW
Eliot Antonietti (D),HC Lugano,31,0,1,1,0.03,8,-3,https://www.eliteprospects.com/player/85315/eliot-antonietti,2020-2021,nl,Eliot Antonietti (D),D
Dino Wieser (LW),HC Davos,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15158/dino-wieser,2020-2021,nl,Dino Wieser (LW),LW
Julian Payr (D),SC Rapperswil-Jona Lakers,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/348282/julian-payr,2020-2021,nl,Julian Payr (D),D
Maxime Montandon (D),Genève-Servette HC,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/34867/maxime-montandon,2020-2021,nl,Maxime Montandon (D),D
Fabian Lüthi (LW),EHC Biel-Bienne,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/22937/fabian-luthi,2020-2021,nl,Fabian Lüthi (LW),LW
Eero Elo (LW/RW),SC Bern,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/17014/eero-elo,2020-2021,nl,Eero Elo (LW/RW),LW/RW
Severin Blindenbacher (D),ZSC Lions,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12678/severin-blindenbacher,2020-2021,nl,Severin Blindenbacher (D),D
Roman Schlagenhauf (C),ZSC Lions,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11836/roman-schlagenhauf,2020-2021,nl,Roman Schlagenhauf (C),C
Dario Kummer (C/RW),SCL Tigers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/149280/dario-kummer,2020-2021,nl,Dario Kummer (C/RW),C/RW
Gian-Luca Balzer (C/W),HC Davos,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/633320/gian-luca-balzer,2020-2021,nl,Gian-Luca Balzer (C/W),C/W
Benjamin Brasey (D),HC Fribourg-Gottéron,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/576750/benjamin-brasey,2020-2021,nl,Benjamin Brasey (D),D
Cédric Aeschbach (D),SCL Tigers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/546698/cedric-aeschbach,2020-2021,nl,Cédric Aeschbach (D),D
Josselin Dufey (F),HC Ambrì-Piotta,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/411523/josselin-dufey,2020-2021,nl,Josselin Dufey (F),F
Jari Näser (D),HC Lugano,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/399028/jari-naser,2020-2021,nl,Jari Näser (D),D
Robin Schwab (C/LW),HC Ambrì-Piotta,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/367912/robin-schwab,2020-2021,nl,Robin Schwab (C/LW),C/LW
Nicolas Hasler (F),HC Fribourg-Gottéron,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/293157/nicolas-hasler,2020-2021,nl,Nicolas Hasler (F),F
Nathan Vouardoux (D),Lausanne HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/291304/nathan-vouardoux,2020-2021,nl,Nathan Vouardoux (D),D
Noah Delémont (D),EHC Biel-Bienne,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/291294/noah-delemont,2020-2021,nl,Noah Delémont (D),D
Paulin Mainot (RW),Lausanne HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/291159/paulin-mainot,2020-2021,nl,Paulin Mainot (RW),RW
Karim Del Ponte (D),HC Ambrì-Piotta,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/236778/karim-del-ponte,2020-2021,nl,Karim Del Ponte (D),D
Axel Andersson (D),ZSC Lions,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/224387/axel-andersson,2020-2021,nl,Axel Andersson (D),D
Makai Holdener (W/C),HC Davos,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/153631/makai-holdener,2020-2021,nl,Makai Holdener (W/C),W/C
Joel Scheidegger (D),SC Rapperswil-Jona Lakers,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/114329/joel-scheidegger,2020-2021,nl,Joel Scheidegger (D),D
Luca Christen (RW/D),SCL Tigers,1,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/174502/luca-christen,2020-2021,nl,Luca Christen (RW/D),RW/D
Jonas Taibel (C/LW),SC Rapperswil-Jona Lakers,1,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/529832/jonas-taibel,2020-2021,nl,Jonas Taibel (C/LW),C/LW
Mika Burkhalter (C),SC Bern,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/428572/mika-burkhalter,2020-2021,nl,Mika Burkhalter (C),C
Kevin Nicolet (RW),HC Fribourg-Gottéron,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/502671/kevin-nicolet,2020-2021,nl,Kevin Nicolet (RW),RW
Nino Russo (C/LW),HC Davos,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/293166/nino-russo,2020-2021,nl,Nino Russo (C/LW),C/LW
Andreas Döpfner (W),EV Zug,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/217455/andreas-dopfner,2020-2021,nl,Andreas Döpfner (W),W
Jaison Dubois (LW/RW),EHC Biel-Bienne,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/120878/jaison-dubois,2020-2021,nl,Jaison Dubois (LW/RW),LW/RW
Janis Elsener (D/LW),SC Bern,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/212156/janis-elsener,2020-2021,nl,Janis Elsener (D/LW),D/LW
Gaëtan Augsburger (LW/RW),EHC Biel-Bienne,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15166/gaetan-augsburger,2020-2021,nl,Gaëtan Augsburger (LW/RW),LW/RW
Arnaud Jaquet (D),EHC Biel-Bienne,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/87753/arnaud-jaquet,2020-2021,nl,Arnaud Jaquet (D),D
Francesco Gärtner (D),HC Davos,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/377014/francesco-gartner,2020-2021,nl,Francesco Gärtner (D),D
Julian Parrée (C/LW),HC Davos,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/605285/julian-parree,2020-2021,nl,Julian Parrée (C/LW),C/LW
Jérémie Bärtschi (RW),EHC Biel-Bienne,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/291292/jeremie-bartschi,2020-2021,nl,Jérémie Bärtschi (RW),RW
David Eugster (F),EV Zug,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/301062/david-eugster,2020-2021,nl,David Eugster (F),F
Michael Pastori (D),HC Ambrì-Piotta,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/449176/michael-pastori,2020-2021,nl,Michael Pastori (D),D
Santiago Näf (F),SC Bern,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/539882/santiago-naf,2020-2021,nl,Santiago Näf (F),F
Victor Oejdemark (D),Lausanne HC,3,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/220479/victor-oejdemark,2020-2021,nl,Victor Oejdemark (D),D
Lian Bichsel (D),EHC Biel-Bienne,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/665087/lian-bichsel,2020-2021,nl,Lian Bichsel (D),D
Finn Fuchs (D),SC Bern,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/460098/finn-fuchs,2020-2021,nl,Finn Fuchs (D),D
Joel Salzgeber (C),SCL Tigers,4,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/449073/joel-salzgeber,2020-2021,nl,Joel Salzgeber (C),C
Félicien Du Bois (D),HC Davos,4,0,0,0,0.00,26,0,https://www.eliteprospects.com/player/12642/felicien-du-bois,2020-2021,nl,Félicien Du Bois (D),D
Bastian Guggenheim (D),SCL Tigers,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/461484/bastian-guggenheim,2020-2021,nl,Bastian Guggenheim (D),D
Tim Lutz (F),HC Davos,5,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/375821/tim-lutz,2020-2021,nl,Tim Lutz (F),F
Luca Wenger (RW),SCL Tigers,5,0,0,0,0.00,2,-4,https://www.eliteprospects.com/player/485486/luca-wenger,2020-2021,nl,Luca Wenger (RW),RW
Valentin Hofer (RW),EV Zug,5,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/502649/valentin-hofer,2020-2021,nl,Valentin Hofer (RW),RW
Colin Bochud (D),HC Fribourg-Gottéron,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/459246/colin-bochud,2020-2021,nl,Colin Bochud (D),D
Ronny Dähler (C/LW),SC Bern,6,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/449060/ronny-dahler,2020-2021,nl,Ronny Dähler (C/LW),C/LW
Fabio Arnold (LW),Lausanne HC,6,0,0,0,0.00,14,1,https://www.eliteprospects.com/player/120986/fabio-arnold,2020-2021,nl,Fabio Arnold (LW),LW
Nicolò Ugazzi (D),HC Lugano,7,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/438282/nicolo-ugazzi,2020-2021,nl,Nicolò Ugazzi (D),D
Arno Nussbaumer (D),EV Zug,7,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/552669/arno-nussbaumer,2020-2021,nl,Arno Nussbaumer (D),D
Alessandro Villa (D),HC Lugano,7,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/363816/alessandro-villa,2020-2021,nl,Alessandro Villa (D),D
Ryan Hayes (RW),ZSC Lions,7,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/9314/ryan-hayes,2020-2021,nl,Ryan Hayes (RW),RW
Elias Bianchi (LW),HC Ambrì-Piotta,7,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/16704/elias-bianchi,2020-2021,nl,Elias Bianchi (LW),LW
Lilian Garessus (C),EHC Biel-Bienne,7,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/542995/lilian-garessus,2020-2021,nl,Lilian Garessus (C),C
Frantisek Rehak (C/LW),SC Rapperswil-Jona Lakers,7,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/297876/frantisek-rehak,2020-2021,nl,Frantisek Rehak (C/LW),C/LW
Fabian Ritzmann (LW),HC Davos,7,0,0,0,0.00,12,-2,https://www.eliteprospects.com/player/502679/fabian-ritzmann,2020-2021,nl,Fabian Ritzmann (LW),LW
Dominik Volejnicek (LW/RW),Lausanne HC,8,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/220971/dominik-volejnicek,2020-2021,nl,Dominik Volejnicek (LW/RW),LW/RW
Elvis Schläpfer (C),EHC Biel-Bienne,9,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/449082/elvis-schlapfer,2020-2021,nl,Elvis Schläpfer (C),C
Timotée Schaller (LW),HC Fribourg-Gottéron,9,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/431142/timotee-schaller,2020-2021,nl,Timotée Schaller (LW),LW
Dario Wüthrich (D),EV Zug,10,0,0,0,0.00,4,5,https://www.eliteprospects.com/player/274211/dario-wuthrich,2020-2021,nl,Dario Wüthrich (D),D
Christian Pinana (D),HC Ambrì-Piotta,13,0,0,0,0.00,8,-1,https://www.eliteprospects.com/player/150544/christian-pinana,2020-2021,nl,Christian Pinana (D),D
Jannik Canova (RW),HC Davos,17,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/411276/jannik-canova,2020-2021,nl,Jannik Canova (RW),RW
Benjamin Antonietti (RW/LW),Lausanne HC,24,0,0,0,0.00,18,1,https://www.eliteprospects.com/player/28408/benjamin-antonietti,2020-2021,nl,Benjamin Antonietti (RW/LW),RW/LW
Tommaso Goi (C),HC Ambrì-Piotta,28,0,0,0,0.00,32,-8,https://www.eliteprospects.com/player/47631/tommaso-goi,2020-2021,nl,Tommaso Goi (C),C
Arnaud Riat (RW),Genève-Servette HC,31,0,0,0,0.00,14,-5,https://www.eliteprospects.com/player/311624/arnaud-riat,2020-2021,nl,Arnaud Riat (RW),RW
Riccardo Sartori (D),EHC Biel-Bienne,34,0,0,0,0.00,16,-7,https://www.eliteprospects.com/player/93113/riccardo-sartori,2020-2021,nl,Riccardo Sartori (D),D
Rocco Pezzullo (D),HC Ambrì-Piotta,38,0,0,0,0.00,10,-5,https://www.eliteprospects.com/player/293164/rocco-pezzullo,2020-2021,nl,Rocco Pezzullo (D),D
Martin Ness (C),SC Rapperswil-Jona Lakers,38,0,0,0,0.00,35,-12,https://www.eliteprospects.com/player/85340/martin-ness,2020-2021,nl,Martin Ness (C),C
Justin Krueger (D),Lausanne HC,47,0,0,0,0.00,6,6,https://www.eliteprospects.com/player/12256/justin-krueger,2020-2021,nl,Justin Krueger (D),D
Roman Cervenka (C/LW),SC Rapperswil-Jona Lakers,52,20,44,64,1.23,30,8,https://www.eliteprospects.com/player/15130/roman-cervenka,2021-2022,nl,Roman Cervenka (C/LW),C/LW
Henrik Tömmernes (D),Genève-Servette HC,51,10,48,58,1.14,40,19,https://www.eliteprospects.com/player/10018/henrik-tommernes,2021-2022,nl,Henrik Tömmernes (D),D
Daniel Winnik (W/C),Genève-Servette HC,48,25,29,54,1.13,86,8,https://www.eliteprospects.com/player/11480/daniel-winnik,2021-2022,nl,Daniel Winnik (W/C),W/C
Chris DiDomenico (C/RW),HC Fribourg-Gottéron,49,15,39,54,1.10,92,9,https://www.eliteprospects.com/player/11319/chris-didomenico,2021-2022,nl,Chris DiDomenico (C/RW),C/RW
Denis Malgin (C/W),ZSC Lions,48,21,31,52,1.08,49,18,https://www.eliteprospects.com/player/117376/denis-malgin,2021-2022,nl,Denis Malgin (C/W),C/W
Mark Arcobello (RW/C),HC Lugano,52,22,29,51,0.98,41,-7,https://www.eliteprospects.com/player/33230/mark-arcobello,2021-2022,nl,Mark Arcobello (RW/C),RW/C
Jesper Olofsson (LW/RW),SCL Tigers,43,25,25,50,1.16,4,1,https://www.eliteprospects.com/player/15213/jesper-olofsson,2021-2022,nl,Jesper Olofsson (LW/RW),LW/RW
Mathias Bromé (LW/RW),HC Davos,41,14,35,49,1.20,14,19,https://www.eliteprospects.com/player/89968/mathias-brome,2021-2022,nl,Mathias Bromé (LW/RW),LW/RW
Toni Rajala (LW/RW),EHC Biel-Bienne,51,22,26,48,0.94,10,18,https://www.eliteprospects.com/player/16035/toni-rajala,2021-2022,nl,Toni Rajala (LW/RW),LW/RW
Alexandre Grenier (RW/C),SCL Tigers,47,13,35,48,1.02,47,-11,https://www.eliteprospects.com/player/64591/alexandre-grenier,2021-2022,nl,Alexandre Grenier (RW/C),RW/C
Valtteri Filppula (C/LW),Genève-Servette HC,48,19,28,47,0.98,10,3,https://www.eliteprospects.com/player/3197/valtteri-filppula,2021-2022,nl,Valtteri Filppula (C/LW),C/LW
Matej Stransky (RW/LW),HC Davos,49,26,20,46,0.94,65,19,https://www.eliteprospects.com/player/79504/matej-stransky,2021-2022,nl,Matej Stransky (RW/LW),RW/LW
Jiří Sekáč (LW),Lausanne HC,50,19,27,46,0.92,24,25,https://www.eliteprospects.com/player/41014/ji%C5%99i-sekac,2021-2022,nl,Jiří Sekáč (LW),LW
Damien Brunner (RW/LW),EHC Biel-Bienne,44,21,23,44,1.00,22,8,https://www.eliteprospects.com/player/18949/damien-brunner,2021-2022,nl,Damien Brunner (RW/LW),RW/LW
Harri Pesonen (LW),SCL Tigers,50,21,23,44,0.88,67,-12,https://www.eliteprospects.com/player/15181/harri-pesonen,2021-2022,nl,Harri Pesonen (LW),LW
Dominik Kahun (C/W),SC Bern,42,16,28,44,1.05,29,2,https://www.eliteprospects.com/player/71940/dominik-kahun,2021-2022,nl,Dominik Kahun (C/W),C/W
David Desharnais (C/LW),HC Fribourg-Gottéron,47,19,24,43,0.91,24,3,https://www.eliteprospects.com/player/11122/david-desharnais,2021-2022,nl,David Desharnais (C/LW),C/LW
Killian Mottet (LW),HC Fribourg-Gottéron,49,18,25,43,0.88,24,-3,https://www.eliteprospects.com/player/34820/killian-mottet,2021-2022,nl,Killian Mottet (LW),LW
Luca Fazzini (LW/RW),HC Lugano,52,17,26,43,0.83,24,-4,https://www.eliteprospects.com/player/90308/luca-fazzini,2021-2022,nl,Luca Fazzini (LW/RW),LW/RW
Jan Kovář (C),EV Zug,46,9,34,43,0.93,94,4,https://www.eliteprospects.com/player/18083/jan-kova%C5%99,2021-2022,nl,Jan Kovář (C),C
Niklas Hansson (D),EV Zug,48,11,31,42,0.88,26,9,https://www.eliteprospects.com/player/86135/niklas-hansson,2021-2022,nl,Niklas Hansson (D),D
