player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Pierre-Marc Bouchard (C),EV Zug,49,12,55,67,1.37,20,6,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2015-2016,nl,Pierre-Marc Bouchard (C),C
Perttu Lindgren (C),HC Davos,50,22,40,62,1.24,20,34,https://www.eliteprospects.com/player/6423/perttu-lindgren,2015-2016,nl,Perttu Lindgren (C),C
Lino Martschini (RW),EV Zug,50,26,28,54,1.08,6,6,https://www.eliteprospects.com/player/70432/lino-martschini,2015-2016,nl,Lino Martschini (RW),RW
Cory Conacher (C/W),SC Bern,48,22,30,52,1.08,68,0,https://www.eliteprospects.com/player/33265/cory-conacher,2015-2016,nl,Cory Conacher (C/W),C/W
Robert Nilsson (W/C),ZSC Lions,48,12,40,52,1.08,16,22,https://www.eliteprospects.com/player/352/robert-nilsson,2015-2016,nl,Robert Nilsson (W/C),W/C
Marc Wieser (RW),HC Davos,50,24,25,49,0.98,20,24,https://www.eliteprospects.com/player/17570/marc-wieser,2015-2016,nl,Marc Wieser (RW),RW
Linus Klasen (LW),HC Lugano,49,14,35,49,1.00,18,7,https://www.eliteprospects.com/player/2295/linus-klasen,2015-2016,nl,Linus Klasen (LW),LW
Fredrik Pettersson (RW),HC Lugano,50,26,22,48,0.96,52,4,https://www.eliteprospects.com/player/1715/fredrik-pettersson,2015-2016,nl,Fredrik Pettersson (RW),RW
Josh Holden (C),EV Zug,48,18,30,48,1.00,20,7,https://www.eliteprospects.com/player/10825/josh-holden,2015-2016,nl,Josh Holden (C),C
Auston Matthews (C/LW),ZSC Lions,36,24,22,46,1.28,6,16,https://www.eliteprospects.com/player/199898/auston-matthews,2015-2016,nl,Auston Matthews (C/LW),C/LW
Harri Pesonen (LW),Lausanne HC,50,22,24,46,0.92,18,3,https://www.eliteprospects.com/player/15181/harri-pesonen,2015-2016,nl,Harri Pesonen (LW),LW
Jarkko Immonen (C),EV Zug,49,24,17,41,0.84,22,5,https://www.eliteprospects.com/player/3181/jarkko-immonen,2015-2016,nl,Jarkko Immonen (C),C
Andres Ambühl (W/C),HC Davos,50,14,27,41,0.82,30,11,https://www.eliteprospects.com/player/12672/andres-ambuhl,2015-2016,nl,Andres Ambühl (W/C),W/C
Matt D'Agostini (RW/LW),Genève-Servette HC,46,20,20,40,0.87,47,3,https://www.eliteprospects.com/player/11721/matt-d-agostini,2015-2016,nl,Matt D'Agostini (RW/LW),RW/LW
Inti Pestoni (LW),HC Ambrì-Piotta,50,15,25,40,0.80,12,0,https://www.eliteprospects.com/player/34822/inti-pestoni,2015-2016,nl,Inti Pestoni (LW),LW
Tommi Santala (C),Kloten Flyers,48,13,26,39,0.81,50,6,https://www.eliteprospects.com/player/2711/tommi-santala,2015-2016,nl,Tommi Santala (C),C
Dick Axelsson (LW),HC Davos,38,10,29,39,1.03,62,23,https://www.eliteprospects.com/player/3778/dick-axelsson,2015-2016,nl,Dick Axelsson (LW),LW
Chris DiDomenico (C/RW),SCL Tigers,46,12,26,38,0.83,42,-11,https://www.eliteprospects.com/player/11319/chris-didomenico,2015-2016,nl,Chris DiDomenico (C/RW),C/RW
Daniel Sondell (D),EV Zug,48,4,34,38,0.79,10,1,https://www.eliteprospects.com/player/529/daniel-sondell,2015-2016,nl,Daniel Sondell (D),D
Kevin Clark (RW),SCL Tigers,42,18,19,37,0.88,53,-10,https://www.eliteprospects.com/player/15040/kevin-clark,2015-2016,nl,Kevin Clark (RW),RW
Denis Hollenstein (LW/RW),Kloten Flyers,43,14,23,37,0.86,38,7,https://www.eliteprospects.com/player/11838/denis-hollenstein,2015-2016,nl,Denis Hollenstein (LW/RW),LW/RW
Mikko Mäenpää (D),HC Ambrì-Piotta,46,6,31,37,0.80,16,14,https://www.eliteprospects.com/player/7965/mikko-maenpaa,2015-2016,nl,Mikko Mäenpää (D),D
Julien Sprunger (RW),HC Fribourg-Gottéron,43,25,11,36,0.84,20,0,https://www.eliteprospects.com/player/9242/julien-sprunger,2015-2016,nl,Julien Sprunger (RW),RW
Alexandre Giroux (LW/RW),HC Ambrì-Piotta,48,17,19,36,0.75,28,4,https://www.eliteprospects.com/player/7963/alexandre-giroux,2015-2016,nl,Alexandre Giroux (LW/RW),LW/RW
Cory Emmerton (C),HC Ambrì-Piotta,49,15,21,36,0.73,10,1,https://www.eliteprospects.com/player/9348/cory-emmerton,2015-2016,nl,Cory Emmerton (C),C
Nicklas Danielsson (RW),Lausanne HC,49,12,23,35,0.71,20,-1,https://www.eliteprospects.com/player/610/nicklas-danielsson,2015-2016,nl,Nicklas Danielsson (RW),RW
Tony Mårtensson (C),HC Lugano,42,11,24,35,0.83,22,15,https://www.eliteprospects.com/player/59/tony-martensson,2015-2016,nl,Tony Mårtensson (C),C
Ryan Shannon (C/RW),ZSC Lions,42,9,26,35,0.83,6,4,https://www.eliteprospects.com/player/9443/ryan-shannon,2015-2016,nl,Ryan Shannon (C/RW),C/RW
Reto Suri (C/W),EV Zug,48,18,16,34,0.71,73,7,https://www.eliteprospects.com/player/15165/reto-suri,2015-2016,nl,Reto Suri (C/W),C/W
Damien Brunner (RW/LW),HC Lugano,36,13,21,34,0.94,18,16,https://www.eliteprospects.com/player/18949/damien-brunner,2015-2016,nl,Damien Brunner (RW/LW),RW/LW
Kevin Romy (C),Genève-Servette HC,49,11,23,34,0.69,12,1,https://www.eliteprospects.com/player/9649/kevin-romy,2015-2016,nl,Kevin Romy (C),C
Andrei Bykov (C),HC Fribourg-Gottéron,43,8,26,34,0.79,10,-1,https://www.eliteprospects.com/player/10619/andrei-bykov,2015-2016,nl,Andrei Bykov (C),C
Vincent Praplan (C/RW),Kloten Flyers,50,18,15,33,0.66,4,10,https://www.eliteprospects.com/player/85308/vincent-praplan,2015-2016,nl,Vincent Praplan (C/RW),C/RW
Simon Moser (C/W),SC Bern,50,16,17,33,0.66,48,-9,https://www.eliteprospects.com/player/15163/simon-moser,2015-2016,nl,Simon Moser (C/W),C/W
Romain Loeffel (D),Genève-Servette HC,50,6,27,33,0.66,52,-1,https://www.eliteprospects.com/player/17681/romain-loeffel,2015-2016,nl,Romain Loeffel (D),D
Martin Plüss (C),SC Bern,50,16,16,32,0.64,18,-12,https://www.eliteprospects.com/player/4091/martin-pluss,2015-2016,nl,Martin Plüss (C),C
Grégory Hofmann (LW),HC Lugano,46,17,14,31,0.67,47,3,https://www.eliteprospects.com/player/66536/gregory-hofmann,2015-2016,nl,Grégory Hofmann (LW),LW
Ryan Keller (RW),ZSC Lions,47,18,12,30,0.64,22,10,https://www.eliteprospects.com/player/11763/ryan-keller,2015-2016,nl,Ryan Keller (RW),RW
Killian Mottet (LW),HC Fribourg-Gottéron,50,12,18,30,0.60,62,-4,https://www.eliteprospects.com/player/34820/killian-mottet,2015-2016,nl,Killian Mottet (LW),LW
Derek Roy (C),SC Bern,36,9,21,30,0.83,26,0,https://www.eliteprospects.com/player/8810/derek-roy,2015-2016,nl,Derek Roy (C),C
Matthias Bieber (LW/C),Kloten Flyers,45,15,14,29,0.64,10,-7,https://www.eliteprospects.com/player/9243/matthias-bieber,2015-2016,nl,Matthias Bieber (LW/C),LW/C
Tom Pyatt (C),Genève-Servette HC,42,11,18,29,0.69,8,6,https://www.eliteprospects.com/player/9199/tom-pyatt,2015-2016,nl,Tom Pyatt (C),C
Mauro Jörg (RW/LW),HC Davos,47,11,18,29,0.62,4,0,https://www.eliteprospects.com/player/17695/mauro-jorg,2015-2016,nl,Mauro Jörg (RW/LW),RW/LW
Dino Wieser (LW),HC Davos,43,9,20,29,0.67,63,8,https://www.eliteprospects.com/player/15158/dino-wieser,2015-2016,nl,Dino Wieser (LW),LW
Erik Gustafsson (D),Kloten Flyers,48,3,26,29,0.60,18,-2,https://www.eliteprospects.com/player/5545/erik-gustafsson,2015-2016,nl,Erik Gustafsson (D),D
Jim Slater (C),Genève-Servette HC,32,15,13,28,0.88,22,7,https://www.eliteprospects.com/player/8562/jim-slater,2015-2016,nl,Jim Slater (C),C
Etienne Froidevaux (C),Lausanne HC,50,15,13,28,0.56,22,-9,https://www.eliteprospects.com/player/15159/etienne-froidevaux,2015-2016,nl,Etienne Froidevaux (C),C
Ossi Louhivaara (RW),Lausanne HC,43,12,16,28,0.65,18,1,https://www.eliteprospects.com/player/3203/ossi-louhivaara,2015-2016,nl,Ossi Louhivaara (RW),RW
Eric Blum (D),SC Bern,35,4,24,28,0.80,12,-5,https://www.eliteprospects.com/player/9240/eric-blum,2015-2016,nl,Eric Blum (D),D
Chad Kolarik (RW),Kloten Flyers,36,15,12,27,0.75,14,-8,https://www.eliteprospects.com/player/9432/chad-kolarik,2015-2016,nl,Chad Kolarik (RW),RW
Alessio Bertaggia (LW/RW),HC Lugano,45,14,13,27,0.60,12,11,https://www.eliteprospects.com/player/34307/alessio-bertaggia,2015-2016,nl,Alessio Bertaggia (LW/RW),LW/RW
Tim Stapleton (C/RW),totals,43,11,16,27,0.63,28,0,https://www.eliteprospects.com/player/9709/tim-stapleton,2015-2016,nl,Tim Stapleton (C/RW),C/RW
Jeremy Wick (RW/D),Genève-Servette HC,45,9,18,27,0.60,53,6,https://www.eliteprospects.com/player/39521/jeremy-wick,2015-2016,nl,Jeremy Wick (RW/D),RW/D
Yannick Rathgeb (D),HC Fribourg-Gottéron,50,9,18,27,0.54,38,1,https://www.eliteprospects.com/player/95055/yannick-rathgeb,2015-2016,nl,Yannick Rathgeb (D),D
Alain Miéville (C),Lausanne HC,45,3,24,27,0.60,14,8,https://www.eliteprospects.com/player/34315/alain-mieville,2015-2016,nl,Alain Miéville (C),C
Thibaut Monnet (LW/C),HC Ambrì-Piotta,48,13,13,26,0.54,18,-10,https://www.eliteprospects.com/player/9639/thibaut-monnet,2015-2016,nl,Thibaut Monnet (LW/C),LW/C
Anton Gustafsson (C/D),SCL Tigers,43,11,15,26,0.60,14,0,https://www.eliteprospects.com/player/6058/anton-gustafsson,2015-2016,nl,Anton Gustafsson (C/D),C/D
Thomas Nüssli (LW/C),SCL Tigers,44,10,16,26,0.59,20,-14,https://www.eliteprospects.com/player/12648/thomas-nussli,2015-2016,nl,Thomas Nüssli (LW/C),LW/C
Yannick-Lennart Albrecht (C/LW),SCL Tigers,49,13,12,25,0.51,10,-3,https://www.eliteprospects.com/player/97195/yannick-lennart-albrecht,2015-2016,nl,Yannick-Lennart Albrecht (C/LW),C/LW
Pär Arlbrandt (RW),EHC Biel-Bienne,36,12,13,25,0.69,10,-18,https://www.eliteprospects.com/player/825/par-arlbrandt,2015-2016,nl,Pär Arlbrandt (RW),RW
James Sheppard (C/LW),Kloten Flyers,37,11,14,25,0.68,67,-5,https://www.eliteprospects.com/player/11121/james-sheppard,2015-2016,nl,James Sheppard (C/LW),C/LW
Roman Wick (LW/RW),ZSC Lions,38,11,14,25,0.66,12,10,https://www.eliteprospects.com/player/17894/roman-wick,2015-2016,nl,Roman Wick (LW/RW),LW/RW
Joël Genazzi (D/F),Lausanne HC,49,11,14,25,0.51,14,-5,https://www.eliteprospects.com/player/17593/joel-genazzi,2015-2016,nl,Joël Genazzi (D/F),D/F
Sakari Salminen (RW/LW),HC Fribourg-Gottéron,43,10,15,25,0.58,10,-3,https://www.eliteprospects.com/player/13635/sakari-salminen,2015-2016,nl,Sakari Salminen (RW/LW),RW/LW
Gaëtan Haas (C),EHC Biel-Bienne,38,9,16,25,0.66,8,-5,https://www.eliteprospects.com/player/34816/gaetan-haas,2015-2016,nl,Gaëtan Haas (C),C
Marc-André Bergeron (D),ZSC Lions,43,7,18,25,0.58,22,20,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2015-2016,nl,Marc-André Bergeron (D),D
Tobias Bucher (C/LW),SCL Tigers,48,7,18,25,0.52,22,-2,https://www.eliteprospects.com/player/18481/tobias-bucher,2015-2016,nl,Tobias Bucher (C/LW),C/LW
Severin Blindenbacher (D),ZSC Lions,46,3,22,25,0.54,28,13,https://www.eliteprospects.com/player/12678/severin-blindenbacher,2015-2016,nl,Severin Blindenbacher (D),D
Pius Suter (C/W),ZSC Lions,45,14,10,24,0.53,14,12,https://www.eliteprospects.com/player/135775/pius-suter,2015-2016,nl,Pius Suter (C/W),C/W
Greg Mauldin (C/W),HC Fribourg-Gottéron,28,11,13,24,0.86,0,-2,https://www.eliteprospects.com/player/10292/greg-mauldin,2015-2016,nl,Greg Mauldin (C/W),C/W
Devin Setoguchi (RW),HC Davos,30,11,13,24,0.80,2,-4,https://www.eliteprospects.com/player/9360/devin-setoguchi,2015-2016,nl,Devin Setoguchi (RW),RW
Marc-Antoine Pouliot (C/RW),HC Fribourg-Gottéron,26,8,16,24,0.92,30,4,https://www.eliteprospects.com/player/8919/marc-antoine-pouliot,2015-2016,nl,Marc-Antoine Pouliot (C/RW),C/RW
Ville Koistinen (D),SCL Tigers,46,6,18,24,0.52,78,-8,https://www.eliteprospects.com/player/7440/ville-koistinen,2015-2016,nl,Ville Koistinen (D),D
Samuel Walser (C),HC Davos,50,11,12,23,0.46,24,1,https://www.eliteprospects.com/player/34829/samuel-walser,2015-2016,nl,Samuel Walser (C),C
Timo Helbling (D),SC Bern,50,4,19,23,0.46,54,3,https://www.eliteprospects.com/player/9551/timo-helbling,2015-2016,nl,Timo Helbling (D),D
Lukas Lhotak (LW/RW),HC Ambrì-Piotta,50,13,9,22,0.44,8,-5,https://www.eliteprospects.com/player/67043/lukas-lhotak,2015-2016,nl,Lukas Lhotak (LW/RW),LW/RW
Ahren Spylo (LW),EHC Biel-Bienne,35,10,12,22,0.63,8,-9,https://www.eliteprospects.com/player/10836/ahren-spylo,2015-2016,nl,Ahren Spylo (LW),LW
Fabrice Herzog (RW/LW),ZSC Lions,34,9,13,22,0.65,57,15,https://www.eliteprospects.com/player/94494/fabrice-herzog,2015-2016,nl,Fabrice Herzog (RW/LW),RW/LW
Mathieu Tschantré (C),EHC Biel-Bienne,50,9,13,22,0.44,18,-10,https://www.eliteprospects.com/player/18863/mathieu-tschantre,2015-2016,nl,Mathieu Tschantré (C),C
Simon Bodenmann (LW/RW),SC Bern,44,8,14,22,0.50,8,3,https://www.eliteprospects.com/player/15167/simon-bodenmann,2015-2016,nl,Simon Bodenmann (LW/RW),LW/RW
Ryan Gardner (RW/C),HC Fribourg-Gottéron,50,8,14,22,0.44,8,-1,https://www.eliteprospects.com/player/10834/ryan-gardner,2015-2016,nl,Ryan Gardner (RW/C),RW/C
Johan Fransson (D),Genève-Servette HC,39,7,15,22,0.56,12,6,https://www.eliteprospects.com/player/507/johan-fransson,2015-2016,nl,Johan Fransson (D),D
Lukas Haas (C/LW),SCL Tigers,44,3,19,22,0.50,24,-6,https://www.eliteprospects.com/player/33586/lukas-haas,2015-2016,nl,Lukas Haas (C/LW),C/LW
Adam Hall (RW),HC Ambrì-Piotta,40,11,10,21,0.53,24,7,https://www.eliteprospects.com/player/8724/adam-hall,2015-2016,nl,Adam Hall (RW),RW
Dario Bürgler (RW),EV Zug,47,10,11,21,0.45,12,4,https://www.eliteprospects.com/player/10617/dario-burgler,2015-2016,nl,Dario Bürgler (RW),RW
Daniel Rubin (C/RW),Genève-Servette HC,48,10,11,21,0.44,28,4,https://www.eliteprospects.com/player/17227/daniel-rubin,2015-2016,nl,Daniel Rubin (C/RW),C/RW
Peter Guggisberg (RW),Kloten Flyers,38,9,12,21,0.55,6,-2,https://www.eliteprospects.com/player/9655/peter-guggisberg,2015-2016,nl,Peter Guggisberg (RW),RW
Damien Riat (W/C),Genève-Servette HC,45,9,12,21,0.47,34,-3,https://www.eliteprospects.com/player/153634/damien-riat,2015-2016,nl,Damien Riat (W/C),W/C
Martin Réway (LW/C),HC Fribourg-Gottéron,19,8,13,21,1.11,14,-7,https://www.eliteprospects.com/player/94282/martin-reway,2015-2016,nl,Martin Réway (LW/C),LW/C
Beat Forster (D),HC Davos,44,8,13,21,0.48,116,25,https://www.eliteprospects.com/player/12854/beat-forster,2015-2016,nl,Beat Forster (D),D
Pascal Berger (W/C),SC Bern,45,8,13,21,0.47,18,-4,https://www.eliteprospects.com/player/11837/pascal-berger,2015-2016,nl,Pascal Berger (W/C),W/C
Juha-Pekka Hytönen (C),Lausanne HC,48,8,13,21,0.44,24,-13,https://www.eliteprospects.com/player/7485/juha-pekka-hytonen,2015-2016,nl,Juha-Pekka Hytönen (C),C
Thomas Rüfenacht (LW/RW),SC Bern,37,6,15,21,0.57,26,1,https://www.eliteprospects.com/player/17610/thomas-rufenacht,2015-2016,nl,Thomas Rüfenacht (LW/RW),LW/RW
Maxime Macenauer (C/LW),EHC Biel-Bienne,36,7,13,20,0.56,55,-12,https://www.eliteprospects.com/player/12518/maxime-macenauer,2015-2016,nl,Maxime Macenauer (C/LW),C/LW
Thomas Déruns (LW/RW),Lausanne HC,50,7,13,20,0.40,6,-1,https://www.eliteprospects.com/player/17594/thomas-deruns,2015-2016,nl,Thomas Déruns (LW/RW),LW/RW
Niklas Olausson (C),EHC Biel-Bienne,29,4,16,20,0.69,22,-19,https://www.eliteprospects.com/player/1705/niklas-olausson,2015-2016,nl,Niklas Olausson (C),C
Anthony Huguenin (D),EHC Biel-Bienne,44,2,18,20,0.45,10,-14,https://www.eliteprospects.com/player/34817/anthony-huguenin,2015-2016,nl,Anthony Huguenin (D),D
Dominic Lammer (RW/LW),EV Zug,45,12,7,19,0.42,32,10,https://www.eliteprospects.com/player/66509/dominic-lammer,2015-2016,nl,Dominic Lammer (RW/LW),RW/LW
Dario Simion (LW/RW),HC Davos,36,7,12,19,0.53,6,-2,https://www.eliteprospects.com/player/85341/dario-simion,2015-2016,nl,Dario Simion (LW/RW),LW/RW
Ramon Untersander (D),SC Bern,31,6,13,19,0.61,16,4,https://www.eliteprospects.com/player/17688/ramon-untersander,2015-2016,nl,Ramon Untersander (D),D
Goran Bezina (D),Genève-Servette HC,50,6,13,19,0.38,73,3,https://www.eliteprospects.com/player/12299/goran-bezina,2015-2016,nl,Goran Bezina (D),D
Stefan Ulmer (D),HC Lugano,44,5,14,19,0.43,22,-6,https://www.eliteprospects.com/player/13931/stefan-ulmer,2015-2016,nl,Stefan Ulmer (D),D
Lukas Frick (D),Kloten Flyers,50,4,15,19,0.38,2,9,https://www.eliteprospects.com/player/85285/lukas-frick,2015-2016,nl,Lukas Frick (D),D
Daniel Steiner (RW),EHC Biel-Bienne,45,12,6,18,0.40,51,-13,https://www.eliteprospects.com/player/18929/daniel-steiner,2015-2016,nl,Daniel Steiner (RW),RW
Mike Künzle (RW/LW),ZSC Lions,48,11,7,18,0.38,32,0,https://www.eliteprospects.com/player/99566/mike-kunzle,2015-2016,nl,Mike Künzle (RW/LW),RW/LW
Luca Cunti (C),ZSC Lions,32,9,9,18,0.56,14,1,https://www.eliteprospects.com/player/10902/luca-cunti,2015-2016,nl,Luca Cunti (C),C
Sven Lindemann (RW/LW),SCL Tigers,47,8,10,18,0.38,33,-4,https://www.eliteprospects.com/player/12694/sven-lindemann,2015-2016,nl,Sven Lindemann (RW/LW),RW/LW
Ilari Filppula (C),HC Lugano,27,7,11,18,0.67,14,-2,https://www.eliteprospects.com/player/7462/ilari-filppula,2015-2016,nl,Ilari Filppula (C),C
Tim Ramholt (D),EV Zug,50,7,11,18,0.36,36,17,https://www.eliteprospects.com/player/9652/tim-ramholt,2015-2016,nl,Tim Ramholt (D),D
Justin Krueger (D),SC Bern,43,5,13,18,0.42,10,-16,https://www.eliteprospects.com/player/12256/justin-krueger,2015-2016,nl,Justin Krueger (D),D
Matthias Rossi (RW),EHC Biel-Bienne,49,13,4,17,0.35,12,-15,https://www.eliteprospects.com/player/34823/matthias-rossi,2015-2016,nl,Matthias Rossi (RW),RW
Marcus Paulsson (LW),HC Davos,21,10,7,17,0.81,45,0,https://www.eliteprospects.com/player/547/marcus-paulsson,2015-2016,nl,Marcus Paulsson (LW),LW
Paolo Duca (C/RW),HC Ambrì-Piotta,41,7,10,17,0.41,24,-9,https://www.eliteprospects.com/player/12638/paolo-duca,2015-2016,nl,Paolo Duca (C/RW),C/RW
Matthew Lombardi (C),Genève-Servette HC,34,6,11,17,0.50,14,-3,https://www.eliteprospects.com/player/8999/matthew-lombardi,2015-2016,nl,Matthew Lombardi (C),C
Denis Malgin (C/W),ZSC Lions,38,5,12,17,0.45,12,5,https://www.eliteprospects.com/player/117376/denis-malgin,2015-2016,nl,Denis Malgin (C/W),C/W
Timothy Kast (C/LW),Genève-Servette HC,40,5,12,17,0.43,18,-9,https://www.eliteprospects.com/player/17612/timothy-kast,2015-2016,nl,Timothy Kast (C/LW),C/LW
Oliver Kamber (C),HC Ambrì-Piotta,48,3,14,17,0.35,22,-12,https://www.eliteprospects.com/player/12692/oliver-kamber,2015-2016,nl,Oliver Kamber (C),C
Patrick von Gunten (D),Kloten Flyers,37,2,15,17,0.46,39,8,https://www.eliteprospects.com/player/12689/patrick-von-gunten,2015-2016,nl,Patrick von Gunten (D),D
Raffaele Sannitz (C/LW),HC Lugano,39,10,6,16,0.41,20,1,https://www.eliteprospects.com/player/12696/raffaele-sannitz,2015-2016,nl,Raffaele Sannitz (C/LW),C/LW
Daniele Grassi (LW/RW),HC Ambrì-Piotta,50,10,6,16,0.32,22,-1,https://www.eliteprospects.com/player/85338/daniele-grassi,2015-2016,nl,Daniele Grassi (LW/RW),LW/RW
Evgenï Chiriaev (C),SCL Tigers,46,9,7,16,0.35,20,-2,https://www.eliteprospects.com/player/27305/evgeni-chiriaev,2015-2016,nl,Evgenï Chiriaev (C),C
Adrien Lauper (LW),HC Ambrì-Piotta,50,9,7,16,0.32,45,-3,https://www.eliteprospects.com/player/17578/adrien-lauper,2015-2016,nl,Adrien Lauper (LW),LW
Marc Aeschlimann (F/D),HC Davos,49,8,8,16,0.33,0,-4,https://www.eliteprospects.com/player/41757/marc-aeschlimann,2015-2016,nl,Marc Aeschlimann (F/D),F/D
Noah Rod (LW/RW),Genève-Servette HC,44,7,9,16,0.36,12,-5,https://www.eliteprospects.com/player/97120/noah-rod,2015-2016,nl,Noah Rod (LW/RW),LW/RW
David Moss (RW/LW),EHC Biel-Bienne,19,6,10,16,0.84,10,6,https://www.eliteprospects.com/player/8959/david-moss,2015-2016,nl,David Moss (RW/LW),RW/LW
Raphael Herburger (C),EHC Biel-Bienne,36,6,10,16,0.44,8,0,https://www.eliteprospects.com/player/15218/raphael-herburger,2015-2016,nl,Raphael Herburger (C),C
Mathias Seger (D),ZSC Lions,50,4,12,16,0.32,24,22,https://www.eliteprospects.com/player/17995/mathias-seger,2015-2016,nl,Mathias Seger (D),D
Noah Schneeberger (D),HC Davos,41,3,13,16,0.39,57,11,https://www.eliteprospects.com/player/18686/noah-schneeberger,2015-2016,nl,Noah Schneeberger (D),D
Corsin Casutt (LW),Kloten Flyers,43,9,6,15,0.35,8,-1,https://www.eliteprospects.com/player/18478/corsin-casutt,2015-2016,nl,Corsin Casutt (LW),LW
Benjamin Plüss (LW),HC Fribourg-Gottéron,37,7,8,15,0.41,14,1,https://www.eliteprospects.com/player/17582/benjamin-pluss,2015-2016,nl,Benjamin Plüss (LW),LW
Fabian Schnyder (LW),EV Zug,47,6,9,15,0.32,12,-2,https://www.eliteprospects.com/player/18892/fabian-schnyder,2015-2016,nl,Fabian Schnyder (LW),LW
David Rundblad (D),ZSC Lions,11,2,13,15,1.36,2,8,https://www.eliteprospects.com/player/7069/david-rundblad,2015-2016,nl,David Rundblad (D),D
Sandro Zangger (RW/LW),EV Zug,46,7,7,14,0.30,8,0,https://www.eliteprospects.com/player/85298/sandro-zangger,2015-2016,nl,Sandro Zangger (RW/LW),RW/LW
Steve Kellenberger (LW/D),Kloten Flyers,50,7,7,14,0.28,22,-4,https://www.eliteprospects.com/player/10618/steve-kellenberger,2015-2016,nl,Steve Kellenberger (LW/D),LW/D
Juraj Simek (RW/LW),Genève-Servette HC,31,6,8,14,0.45,18,3,https://www.eliteprospects.com/player/10616/juraj-simek,2015-2016,nl,Juraj Simek (RW/LW),RW/LW
Alessandro Chiesa (D),HC Lugano,44,3,11,14,0.32,74,7,https://www.eliteprospects.com/player/20678/alessandro-chiesa,2015-2016,nl,Alessandro Chiesa (D),D
Philippe Furrer (D),HC Lugano,35,1,13,14,0.40,20,9,https://www.eliteprospects.com/player/12664/philippe-furrer,2015-2016,nl,Philippe Furrer (D),D
Gregory Sciaroni (LW/RW),HC Davos,22,7,6,13,0.59,24,-4,https://www.eliteprospects.com/player/11839/gregory-sciaroni,2015-2016,nl,Gregory Sciaroni (LW/RW),LW/RW
Kevin Hecquefeuille (D),SCL Tigers,31,6,7,13,0.42,16,-18,https://www.eliteprospects.com/player/17990/kevin-hecquefeuille,2015-2016,nl,Kevin Hecquefeuille (D),D
John Fritsche (LW/RW),HC Fribourg-Gottéron,46,6,7,13,0.28,33,-1,https://www.eliteprospects.com/player/39763/john-fritsche,2015-2016,nl,John Fritsche (LW/RW),LW/RW
Sean Bergenheim (LW),SC Bern,21,5,8,13,0.62,49,-5,https://www.eliteprospects.com/player/2708/sean-bergenheim,2015-2016,nl,Sean Bergenheim (LW),LW
Mark Bastl (C/W),HC Ambrì-Piotta,47,5,8,13,0.28,8,-6,https://www.eliteprospects.com/player/18460/mark-bastl,2015-2016,nl,Mark Bastl (C/W),C/W
Flurin Randegger (F/D),SC Bern,48,5,8,13,0.27,14,2,https://www.eliteprospects.com/player/17565/flurin-randegger,2015-2016,nl,Flurin Randegger (F/D),F/D
Andrew Ebbett (C/LW),SC Bern,19,4,9,13,0.68,10,0,https://www.eliteprospects.com/player/10418/andrew-ebbett,2015-2016,nl,Andrew Ebbett (C/LW),C/LW
Patrik Bärtschi (C/W),ZSC Lions,34,4,9,13,0.38,4,7,https://www.eliteprospects.com/player/9640/patrik-bartschi,2015-2016,nl,Patrik Bärtschi (C/W),C/W
Reto Schäppi (C/LW),ZSC Lions,50,4,9,13,0.26,28,6,https://www.eliteprospects.com/player/17684/reto-schappi,2015-2016,nl,Reto Schäppi (C/LW),C/LW
Morris Trachsler (C),ZSC Lions,37,3,10,13,0.35,6,6,https://www.eliteprospects.com/player/17596/morris-trachsler,2015-2016,nl,Morris Trachsler (C),C
Robin Grossmann (D),EV Zug,49,3,10,13,0.27,30,11,https://www.eliteprospects.com/player/18512/robin-grossmann,2015-2016,nl,Robin Grossmann (D),D
Mathis Olimb (C),Kloten Flyers,16,2,11,13,0.81,0,3,https://www.eliteprospects.com/player/4225/mathis-olimb,2015-2016,nl,Mathis Olimb (C),C
Jérémie Kamerzin (D),HC Fribourg-Gottéron,32,2,11,13,0.41,14,1,https://www.eliteprospects.com/player/12669/jeremie-kamerzin,2015-2016,nl,Jérémie Kamerzin (D),D
Jonathan Mercier (D),Genève-Servette HC,41,2,11,13,0.32,16,5,https://www.eliteprospects.com/player/17595/jonathan-mercier,2015-2016,nl,Jonathan Mercier (D),D
Marco Pedretti (RW),Genève-Servette HC,41,7,5,12,0.29,45,18,https://www.eliteprospects.com/player/34821/marco-pedretti,2015-2016,nl,Marco Pedretti (RW),RW
Eric Walsky (RW),Lausanne HC,45,6,6,12,0.27,12,-20,https://www.eliteprospects.com/player/24833/eric-walsky,2015-2016,nl,Eric Walsky (RW),RW
Arnaud Jacquemet (D/RW),Genève-Servette HC,43,5,7,12,0.28,10,-2,https://www.eliteprospects.com/player/11679/arnaud-jacquemet,2015-2016,nl,Arnaud Jacquemet (D/RW),D/RW
Fabian Lüthi (LW),EHC Biel-Bienne,43,4,8,12,0.28,12,-6,https://www.eliteprospects.com/player/22937/fabian-luthi,2015-2016,nl,Fabian Lüthi (LW),LW
Dave Sutter (D),EHC Biel-Bienne,50,4,8,12,0.24,8,-20,https://www.eliteprospects.com/player/70435/dave-sutter,2015-2016,nl,Dave Sutter (D),D
