player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Nichlas Torp (D),HV71,39,2,3,5,0.13,8,-5,https://www.eliteprospects.com/player/4509/nichlas-torp,2022-2023,shl,Nichlas Torp (D),D
Robin Norell (D),IK Oskarshamn,52,2,3,5,0.10,24,-5,https://www.eliteprospects.com/player/38721/robin-norell,2022-2023,shl,Robin Norell (D),D
Erik Borg (C),Frölunda HC,9,1,4,5,0.56,4,6,https://www.eliteprospects.com/player/226390/erik-borg,2022-2023,shl,Erik Borg (C),C
Liam Dower-Nilsson (C/W),Frölunda HC,22,1,4,5,0.23,0,-1,https://www.eliteprospects.com/player/411879/liam-dower-nilsson,2022-2023,shl,Liam Dower-Nilsson (C/W),C/W
Ludvig Claesson (D),Växjö Lakers HC,37,1,4,5,0.14,6,1,https://www.eliteprospects.com/player/147731/ludvig-claesson,2022-2023,shl,Ludvig Claesson (D),D
Marcus Karlberg (RW),Leksands IF,49,1,4,5,0.10,6,-1,https://www.eliteprospects.com/player/319507/marcus-karlberg,2022-2023,shl,Marcus Karlberg (RW),RW
Lukas Wernblom (C/W),Malmö Redhawks,44,0,5,5,0.11,8,-11,https://www.eliteprospects.com/player/281757/lukas-wernblom,2022-2023,shl,Lukas Wernblom (C/W),C/W
Peter Cehlárik (LW),Leksands IF,11,3,1,4,0.36,6,-6,https://www.eliteprospects.com/player/153203/peter-cehlarik,2022-2023,shl,Peter Cehlárik (LW),LW
David Edstrom (C),Frölunda HC,11,2,2,4,0.36,0,2,https://www.eliteprospects.com/player/608308/david-edstrom,2022-2023,shl,David Edstrom (C),C
Anton Wahlberg (C/LW),Malmö Redhawks,17,2,2,4,0.24,0,3,https://www.eliteprospects.com/player/643681/anton-wahlberg,2022-2023,shl,Anton Wahlberg (C/LW),C/LW
Niklas Olausson (C),Luleå HF,6,1,3,4,0.67,0,5,https://www.eliteprospects.com/player/1705/niklas-olausson,2022-2023,shl,Niklas Olausson (C),C
Kalle Maalahti (D),HV71,10,1,3,4,0.40,4,4,https://www.eliteprospects.com/player/40704/kalle-maalahti,2022-2023,shl,Kalle Maalahti (D),D
Tomi Sallinen (C/W),Luleå HF,28,1,3,4,0.14,4,-5,https://www.eliteprospects.com/player/11384/tomi-sallinen,2022-2023,shl,Tomi Sallinen (C/W),C/W
Craig Schira (D),Linköping HC,36,1,3,4,0.11,8,-9,https://www.eliteprospects.com/player/9334/craig-schira,2022-2023,shl,Craig Schira (D),D
Oscar Birgersson (C/W),Brynäs IF,41,1,3,4,0.10,0,-14,https://www.eliteprospects.com/player/294296/oscar-birgersson,2022-2023,shl,Oscar Birgersson (C/W),C/W
Filip Hasa (D),Frölunda HC,42,1,3,4,0.10,33,-2,https://www.eliteprospects.com/player/279170/filip-hasa,2022-2023,shl,Filip Hasa (D),D
Linus Högberg (D),Skellefteå AIK,11,0,4,4,0.36,2,2,https://www.eliteprospects.com/player/244643/linus-hogberg,2022-2023,shl,Linus Högberg (D),D
Jesper Kandergård (C),Leksands IF,41,3,0,3,0.07,6,-3,https://www.eliteprospects.com/player/350038/jesper-kandergard,2022-2023,shl,Jesper Kandergård (C),C
Theodor Johnsson (D),Malmö Redhawks,35,2,1,3,0.09,0,-1,https://www.eliteprospects.com/player/420460/theodor-johnsson,2022-2023,shl,Theodor Johnsson (D),D
Elliot Ekmark (C),Linköping HC,7,1,2,3,0.43,0,2,https://www.eliteprospects.com/player/411933/elliot-ekmark,2022-2023,shl,Elliot Ekmark (C),C
Kristian Vesalainen (W/C),Malmö Redhawks,15,1,2,3,0.20,0,-6,https://www.eliteprospects.com/player/222125/kristian-vesalainen,2022-2023,shl,Kristian Vesalainen (W/C),W/C
Marcus Davidsson (C),HV71,21,1,2,3,0.14,2,-1,https://www.eliteprospects.com/player/240720/marcus-davidsson,2022-2023,shl,Marcus Davidsson (C),C
Otto Stenberg (C/LW),Frölunda HC,23,1,2,3,0.13,0,-1,https://www.eliteprospects.com/player/534828/otto-stenberg,2022-2023,shl,Otto Stenberg (C/LW),C/LW
Carl Jakobsson (LW/RW),Färjestad BK,25,1,2,3,0.12,0,0,https://www.eliteprospects.com/player/317680/carl-jakobsson,2022-2023,shl,Carl Jakobsson (LW/RW),LW/RW
Daniel Glad (D),HV71,27,1,2,3,0.11,37,-1,https://www.eliteprospects.com/player/6929/daniel-glad,2022-2023,shl,Daniel Glad (D),D
Oliver Tärnström (C),Rögle BK,43,1,2,3,0.07,2,-3,https://www.eliteprospects.com/player/546952/oliver-tarnstrom,2022-2023,shl,Oliver Tärnström (C),C
Milton Oscarson (C/W),Örebro HK,45,1,2,3,0.07,2,-8,https://www.eliteprospects.com/player/425317/milton-oscarson,2022-2023,shl,Milton Oscarson (C/W),C/W
Mario Kempe (W/C),Luleå HF,12,0,3,3,0.25,2,-7,https://www.eliteprospects.com/player/4407/mario-kempe,2022-2023,shl,Mario Kempe (W/C),W/C
Niklas Hjalmarsson (D),HV71,17,0,3,3,0.18,4,-2,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2022-2023,shl,Niklas Hjalmarsson (D),D
Elias Sjöström (D),Linköping HC,42,0,3,3,0.07,4,-1,https://www.eliteprospects.com/player/424865/elias-sjostrom,2022-2023,shl,Elias Sjöström (D),D
William Worge Kreü (D),IK Oskarshamn,50,0,3,3,0.06,61,-8,https://www.eliteprospects.com/player/281973/william-worge-kreu,2022-2023,shl,William Worge Kreü (D),D
Simon Hjalmarsson (LW),Rögle BK,11,2,0,2,0.18,6,-6,https://www.eliteprospects.com/player/5009/simon-hjalmarsson,2022-2023,shl,Simon Hjalmarsson (LW),LW
Radek Muzik (RW/LW),totals,44,2,0,2,0.05,4,-10,https://www.eliteprospects.com/player/348182/radek-muzik,2022-2023,shl,Radek Muzik (RW/LW),RW/LW
Brandon Davidson (D),Färjestad BK,7,1,1,2,0.29,2,5,https://www.eliteprospects.com/player/45525/brandon-davidson,2022-2023,shl,Brandon Davidson (D),D
Adam Hofbauer (C),Örebro HK,8,1,1,2,0.25,0,0,https://www.eliteprospects.com/player/394738/adam-hofbauer,2022-2023,shl,Adam Hofbauer (C),C
Hampus Plato (F),IK Oskarshamn,29,1,1,2,0.07,12,-8,https://www.eliteprospects.com/player/472140/hampus-plato,2022-2023,shl,Hampus Plato (F),F
Oskar Pettersson (RW/LW),Rögle BK,29,1,1,2,0.07,33,-7,https://www.eliteprospects.com/player/562987/oskar-pettersson,2022-2023,shl,Oskar Pettersson (RW/LW),RW/LW
Theo Lindstein (D),Brynäs IF,32,1,1,2,0.06,0,-3,https://www.eliteprospects.com/player/704824/theo-lindstein,2022-2023,shl,Theo Lindstein (D),D
Gustav Backström (D),Örebro HK,41,1,1,2,0.05,10,-4,https://www.eliteprospects.com/player/32195/gustav-backstrom,2022-2023,shl,Gustav Backström (D),D
Olli Nikupeteri (LW/RW),Luleå HF,50,1,1,2,0.04,37,-11,https://www.eliteprospects.com/player/557162/olli-nikupeteri,2022-2023,shl,Olli Nikupeteri (LW/RW),LW/RW
Nuutti Viitasalo (D),Malmö Redhawks,9,0,2,2,0.22,8,2,https://www.eliteprospects.com/player/285895/nuutti-viitasalo,2022-2023,shl,Nuutti Viitasalo (D),D
Hugo Jonasson (D),IK Oskarshamn,18,0,2,2,0.11,10,2,https://www.eliteprospects.com/player/562541/hugo-jonasson,2022-2023,shl,Hugo Jonasson (D),D
Jonathan Davidsson (RW),HV71,23,0,2,2,0.09,2,-6,https://www.eliteprospects.com/player/187862/jonathan-davidsson,2022-2023,shl,Jonathan Davidsson (RW),RW
Tom Hedberg (D),Brynäs IF,25,0,2,2,0.08,8,-3,https://www.eliteprospects.com/player/262144/tom-hedberg,2022-2023,shl,Tom Hedberg (D),D
Mikko Niemelä (D),Brynäs IF,29,0,2,2,0.07,10,-10,https://www.eliteprospects.com/player/36784/mikko-niemela,2022-2023,shl,Mikko Niemelä (D),D
Jonathan Andersen (C/LW),Färjestad BK,31,0,2,2,0.06,2,-2,https://www.eliteprospects.com/player/567149/jonathan-andersen,2022-2023,shl,Jonathan Andersen (C/LW),C/LW
Carl Mattsson (C/LW),Luleå HF,45,0,2,2,0.04,0,-5,https://www.eliteprospects.com/player/345164/carl-mattsson,2022-2023,shl,Carl Mattsson (C/LW),C/LW
Oskar Kvist (LW/RW),Brynäs IF,47,0,2,2,0.04,31,-2,https://www.eliteprospects.com/player/402325/oskar-kvist,2022-2023,shl,Oskar Kvist (LW/RW),LW/RW
Axl Johansson (RW),Luleå HF,1,1,0,1,1.00,0,0,https://www.eliteprospects.com/player/570848/axl-johansson,2022-2023,shl,Axl Johansson (RW),RW
Linus Lindblom (LW/RW),Brynäs IF,2,1,0,1,0.50,0,1,https://www.eliteprospects.com/player/568496/linus-lindblom,2022-2023,shl,Linus Lindblom (LW/RW),LW/RW
Melker Karlsson (RW/C),Skellefteå AIK,3,1,0,1,0.33,2,1,https://www.eliteprospects.com/player/10014/melker-karlsson,2022-2023,shl,Melker Karlsson (RW/C),RW/C
Freddie Larsson (RW),Malmö Redhawks,5,1,0,1,0.20,0,0,https://www.eliteprospects.com/player/641402/freddie-larsson,2022-2023,shl,Freddie Larsson (RW),RW
Kevin Roy (C/LW),Brynäs IF,6,1,0,1,0.17,2,2,https://www.eliteprospects.com/player/121841/kevin-roy,2022-2023,shl,Kevin Roy (C/LW),C/LW
Jakub Stancl (LW),Växjö Lakers HC,8,1,0,1,0.13,0,1,https://www.eliteprospects.com/player/672903/jakub-stancl,2022-2023,shl,Jakub Stancl (LW),LW
Noel Nordh (LW/RW),Brynäs IF,10,1,0,1,0.10,0,-4,https://www.eliteprospects.com/player/637582/noel-nordh,2022-2023,shl,Noel Nordh (LW/RW),LW/RW
Anthon Eriksson (C/RW),IK Oskarshamn,15,1,0,1,0.07,8,-6,https://www.eliteprospects.com/player/86341/anthon-eriksson,2022-2023,shl,Anthon Eriksson (C/RW),C/RW
Theodor Niederbach (C),Rögle BK,17,1,0,1,0.06,2,-6,https://www.eliteprospects.com/player/394717/theodor-niederbach,2022-2023,shl,Theodor Niederbach (C),C
Zeb Forsfjäll (C),Skellefteå AIK,17,1,0,1,0.06,2,3,https://www.eliteprospects.com/player/648365/zeb-forsfjall,2022-2023,shl,Zeb Forsfjäll (C),C
Filip Westerlund (D),HV71,18,1,0,1,0.06,6,-5,https://www.eliteprospects.com/player/262145/filip-westerlund,2022-2023,shl,Filip Westerlund (D),D
Rihards Marenis (C/W),Örebro HK,19,1,0,1,0.05,2,-4,https://www.eliteprospects.com/player/100115/rihards-marenis,2022-2023,shl,Rihards Marenis (C/W),C/W
Anton Johansson (D),Leksands IF,21,1,0,1,0.05,2,-3,https://www.eliteprospects.com/player/701870/anton-johansson,2022-2023,shl,Anton Johansson (D),D
Georg Weigelt (C),Linköping HC,22,1,0,1,0.05,0,-2,https://www.eliteprospects.com/player/480052/georg-weigelt,2022-2023,shl,Georg Weigelt (C),C
Ruslan Jamaldinov (C/W),Luleå HF,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/705486/ruslan-jamaldinov,2022-2023,shl,Ruslan Jamaldinov (C/W),C/W
Viktor Grahn (D),Rögle BK,2,0,1,1,0.50,0,2,https://www.eliteprospects.com/player/241613/viktor-grahn,2022-2023,shl,Viktor Grahn (D),D
Joel Nyman (LW),Färjestad BK,6,0,1,1,0.17,0,1,https://www.eliteprospects.com/player/567195/joel-nyman,2022-2023,shl,Joel Nyman (LW),LW
Simon Önerud (LW/RW),HV71,6,0,1,1,0.17,2,0,https://www.eliteprospects.com/player/4513/simon-onerud,2022-2023,shl,Simon Önerud (LW/RW),LW/RW
Gustav Karlsson (C/LW),Örebro HK,9,0,1,1,0.11,0,0,https://www.eliteprospects.com/player/543274/gustav-karlsson,2022-2023,shl,Gustav Karlsson (C/LW),C/LW
Filip Nordberg (D),Växjö Lakers HC,9,0,1,1,0.11,2,0,https://www.eliteprospects.com/player/643091/filip-nordberg,2022-2023,shl,Filip Nordberg (D),D
Valtteri Viljanen (D),Rögle BK,10,0,1,1,0.10,0,-8,https://www.eliteprospects.com/player/44854/valtteri-viljanen,2022-2023,shl,Valtteri Viljanen (D),D
Lukas Klok (D),Rögle BK,11,0,1,1,0.09,12,-3,https://www.eliteprospects.com/player/190265/lukas-klok,2022-2023,shl,Lukas Klok (D),D
Adam Mascherin (LW/C),Skellefteå AIK,16,0,1,1,0.06,4,-10,https://www.eliteprospects.com/player/240112/adam-mascherin,2022-2023,shl,Adam Mascherin (LW/C),LW/C
Stefan Matteau (C/LW),Linköping HC,16,0,1,1,0.06,18,-5,https://www.eliteprospects.com/player/77561/stefan-matteau,2022-2023,shl,Stefan Matteau (C/LW),C/LW
Amil Krupic (D),Växjö Lakers HC,18,0,1,1,0.06,8,1,https://www.eliteprospects.com/player/28927/amil-krupic,2022-2023,shl,Amil Krupic (D),D
Niklas Nilsson (D),Örebro HK,29,0,1,1,0.03,2,-3,https://www.eliteprospects.com/player/568901/niklas-nilsson,2022-2023,shl,Niklas Nilsson (D),D
Theo Keilin (C/LW),Skellefteå AIK,33,0,1,1,0.03,0,-4,https://www.eliteprospects.com/player/485564/theo-keilin,2022-2023,shl,Theo Keilin (C/LW),C/LW
David Granberg (C),Luleå HF,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/741431/david-granberg,2022-2023,shl,David Granberg (C),C
Mikael Wikstrand (D),Färjestad BK,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/28992/mikael-wikstrand,2022-2023,shl,Mikael Wikstrand (D),D
Johan Sundström (C),Frölunda HC,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/16727/johan-sundstrom,2022-2023,shl,Johan Sundström (C),C
Jens Westin (D),Färjestad BK,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/6417/jens-westin,2022-2023,shl,Jens Westin (D),D
Johan Fransson (D),Leksands IF,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/507/johan-fransson,2022-2023,shl,Johan Fransson (D),D
Ted Brithén (C),Rögle BK,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13351/ted-brithen,2022-2023,shl,Ted Brithén (C),C
Viggo Nordström (C/LW),Luleå HF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/570455/viggo-nordstrom,2022-2023,shl,Viggo Nordström (C/LW),C/LW
Herman Träff (LW/RW),HV71,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/618600/herman-traff,2022-2023,shl,Herman Träff (LW/RW),LW/RW
Isak Hansen (D),Leksands IF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/574474/isak-hansen,2022-2023,shl,Isak Hansen (D),D
Sebastian Kjellén (RW/LW),Skellefteå AIK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/578778/sebastian-kjellen,2022-2023,shl,Sebastian Kjellén (RW/LW),RW/LW
Isac Nielsen (LW),Växjö Lakers HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/590965/isac-nielsen,2022-2023,shl,Isac Nielsen (LW),LW
Erik Perlaky (RW),Linköping HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/609471/erik-perlaky,2022-2023,shl,Erik Perlaky (RW),RW
Jacob Sagadin (C/RW),Växjö Lakers HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/617585/jacob-sagadin,2022-2023,shl,Jacob Sagadin (C/RW),C/RW
Elias Callgren (LW),Luleå HF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/617800/elias-callgren,2022-2023,shl,Elias Callgren (LW),LW
Emil Grimlund (D),IK Oskarshamn,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/638450/emil-grimlund,2022-2023,shl,Emil Grimlund (D),D
Johannes Mäki (C/RW),Luleå HF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/640152/johannes-maki,2022-2023,shl,Johannes Mäki (C/RW),C/RW
Egor Polin (LW),HV71,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/643959/egor-polin,2022-2023,shl,Egor Polin (LW),LW
Theo Widén Schade (D),Brynäs IF,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/647501/theo-widen-schade,2022-2023,shl,Theo Widén Schade (D),D
Nace Langus (C),IK Oskarshamn,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/682464/nace-langus,2022-2023,shl,Nace Langus (C),C
Oskar Lundkvist (LW/RW),Luleå HF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/705638/oskar-lundkvist,2022-2023,shl,Oskar Lundkvist (LW/RW),LW/RW
Teodor Forssander (LW),Frölunda HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/555843/teodor-forssander,2022-2023,shl,Teodor Forssander (LW),LW
Erik Hannu (D),Luleå HF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/563352/erik-hannu,2022-2023,shl,Erik Hannu (D),D
Isac Göransson (C),Malmö Redhawks,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/221921/isac-goransson,2022-2023,shl,Isac Göransson (C),C
Oscar Nilsson (C),Skellefteå AIK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/242575/oscar-nilsson,2022-2023,shl,Oscar Nilsson (C),C
Arvid Kruukka (LW),Luleå HF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/394726/arvid-kruukka,2022-2023,shl,Arvid Kruukka (LW),LW
Linus Millner Westberg (D),Leksands IF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/403080/linus-millner-westberg,2022-2023,shl,Linus Millner Westberg (D),D
Ludwig Persson (LW/C),Frölunda HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/423614/ludwig-persson,2022-2023,shl,Ludwig Persson (LW/C),LW/C
Wiggo Weinö (LW/RW),Rögle BK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/424334/wiggo-weino,2022-2023,shl,Wiggo Weinö (LW/RW),LW/RW
Hannes Hellberg (LW/RW),Leksands IF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/448932/hannes-hellberg,2022-2023,shl,Hannes Hellberg (LW/RW),LW/RW
Gabriel Säll (LW),Skellefteå AIK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/473174/gabriel-sall,2022-2023,shl,Gabriel Säll (LW),LW
Lucas Lagerberg Hoen (D),Leksands IF,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/487621/lucas-lagerberg-hoen,2022-2023,shl,Lucas Lagerberg Hoen (D),D
Noah Hasa (C/W),Frölunda HC,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/499355/noah-hasa,2022-2023,shl,Noah Hasa (C/W),C/W
Linus Bryngelsson (D),Skellefteå AIK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/500026/linus-bryngelsson,2022-2023,shl,Linus Bryngelsson (D),D
Eric Bürger (D),Örebro HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/535573/eric-burger,2022-2023,shl,Eric Bürger (D),D
Maximilian Kilpinen (LW/C),Örebro HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/535690/maximilian-kilpinen,2022-2023,shl,Maximilian Kilpinen (LW/C),LW/C
Kalle Miketinac (C/LW),Färjestad BK,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/265830/kalle-miketinac,2022-2023,shl,Kalle Miketinac (C/LW),C/LW
Rasmus Brattborn (C),Växjö Lakers HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/677750/rasmus-brattborn,2022-2023,shl,Rasmus Brattborn (C),C
Anton Klint (C),Örebro HK,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/294248/anton-klint,2022-2023,shl,Anton Klint (C),C
Hjalte Kruse Thomsen (LW),Malmö Redhawks,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/666578/hjalte-kruse-thomsen,2022-2023,shl,Hjalte Kruse Thomsen (LW),LW
Hugo Fransson (D),HV71,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/647763/hugo-fransson,2022-2023,shl,Hugo Fransson (D),D
Erik Påhlsson (C/W),HV71,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/637872/erik-pahlsson,2022-2023,shl,Erik Påhlsson (C/W),C/W
Filip Eriksson (C/W),Växjö Lakers HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/634747/filip-eriksson,2022-2023,shl,Filip Eriksson (C/W),C/W
Calle Odelius (D),Färjestad BK,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/607525/calle-odelius,2022-2023,shl,Calle Odelius (D),D
Tom Willander (D),Rögle BK,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/599426/tom-willander,2022-2023,shl,Tom Willander (D),D
Max Forsell (LW/RW),Linköping HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/564165/max-forsell,2022-2023,shl,Max Forsell (LW/RW),LW/RW
Oskar Larsson (C),Växjö Lakers HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/553577/oskar-larsson,2022-2023,shl,Oskar Larsson (C),C
Max Johansson (LW),Skellefteå AIK,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/541498/max-johansson,2022-2023,shl,Max Johansson (LW),LW
Joel Kant (C),Luleå HF,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/535697/joel-kant,2022-2023,shl,Joel Kant (C),C
Tim Almgren (C),Örebro HK,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/535695/tim-almgren,2022-2023,shl,Tim Almgren (C),C
Oskar Asplund (D),Skellefteå AIK,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/509851/oskar-asplund,2022-2023,shl,Oskar Asplund (D),D
Love Palm (D),Linköping HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/488240/love-palm,2022-2023,shl,Love Palm (D),D
Jesper Norbäck (W/C),Örebro HK,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/265609/jesper-norback,2022-2023,shl,Jesper Norbäck (W/C),W/C
Arvid Hurtig (D),Växjö Lakers HC,2,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/422052/arvid-hurtig,2022-2023,shl,Arvid Hurtig (D),D
Lukas Vesterlund (C),Skellefteå AIK,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/535700/lukas-vesterlund,2022-2023,shl,Lukas Vesterlund (C),C
Oskar Kind Bakkevig (RW),Malmö Redhawks,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/620279/oskar-kind-bakkevig,2022-2023,shl,Oskar Kind Bakkevig (RW),RW
Joel Svensson (LW/C),Växjö Lakers HC,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/647789/joel-svensson,2022-2023,shl,Joel Svensson (LW/C),LW/C
Wille Johansson (C),Färjestad BK,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/668049/wille-johansson,2022-2023,shl,Wille Johansson (C),C
Tim Barkemo (D),Skellefteå AIK,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/648367/tim-barkemo,2022-2023,shl,Tim Barkemo (D),D
Noah Dower-Nilsson (C/W),Frölunda HC,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/644921/noah-dower-nilsson,2022-2023,shl,Noah Dower-Nilsson (C/W),C/W
Viktor Smeds (C),Rögle BK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/643152/viktor-smeds,2022-2023,shl,Viktor Smeds (C),C
Elliot Ståhlberg (RW),Färjestad BK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/607183/elliot-stahlberg,2022-2023,shl,Elliot Ståhlberg (RW),RW
William Blomkvist (D),Linköping HC,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/587590/william-blomkvist,2022-2023,shl,William Blomkvist (D),D
Anton Ohlsson (C),Brynäs IF,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/570439/anton-ohlsson,2022-2023,shl,Anton Ohlsson (C),C
Sander Wold (C/LW),Frölunda HC,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/535862/sander-wold,2022-2023,shl,Sander Wold (C/LW),C/LW
Liam Engström (F),Örebro HK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/535693/liam-engstrom,2022-2023,shl,Liam Engström (F),F
Kalle Carlsson (F),Örebro HK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/534830/kalle-carlsson,2022-2023,shl,Kalle Carlsson (F),F
Daniel Ljungman (C/RW),Rögle BK,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/463647/daniel-ljungman,2022-2023,shl,Daniel Ljungman (C/RW),C/RW
Joshua Karlsson (D),Örebro HK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/343758/joshua-karlsson,2022-2023,shl,Joshua Karlsson (D),D
Simon Lindblom (D),Luleå HF,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/555299/simon-lindblom,2022-2023,shl,Simon Lindblom (D),D
Frans Haara (D),Skellefteå AIK,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/596398/frans-haara,2022-2023,shl,Frans Haara (D),D
Edward Björk (D),Luleå HF,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/598272/edward-bjork,2022-2023,shl,Edward Björk (D),D
Alexander Tell (C),Linköping HC,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/609470/alexander-tell,2022-2023,shl,Alexander Tell (C),C
Svante Sjödin (C),Örebro HK,4,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/637581/svante-sjodin,2022-2023,shl,Svante Sjödin (C),C
Oskar Hassel (D),Rögle BK,4,0,0,0,0.00,6,-2,https://www.eliteprospects.com/player/517096/oskar-hassel,2022-2023,shl,Oskar Hassel (D),D
Arvid Sundin (RW),Brynäs IF,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/568724/arvid-sundin,2022-2023,shl,Arvid Sundin (RW),RW
Max Sjöholm (C),Timrå IK,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/578115/max-sjoholm,2022-2023,shl,Max Sjöholm (C),C
Oliver Casselsten (D),Rögle BK,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/620254/oliver-casselsten,2022-2023,shl,Oliver Casselsten (D),D
Isac Hedqvist (C/W),Luleå HF,6,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/534827/isac-hedqvist,2022-2023,shl,Isac Hedqvist (C/W),C/W
Oliver Johansson (LW/C),Timrå IK,6,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/448922/oliver-johansson,2022-2023,shl,Oliver Johansson (LW/C),LW/C
Oskar Cederqvist (C),Växjö Lakers HC,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/564599/oskar-cederqvist,2022-2023,shl,Oskar Cederqvist (C),C
Marcel Stefancik (C),Luleå HF,6,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/485147/marcel-stefancik,2022-2023,shl,Marcel Stefancik (C),C
Hampus Johannesson (C/RW),IK Oskarshamn,7,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/562545/hampus-johannesson,2022-2023,shl,Hampus Johannesson (C/RW),C/RW
Felix Unger Sörum (RW/LW),Leksands IF,7,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/618598/felix-unger-sorum,2022-2023,shl,Felix Unger Sörum (RW/LW),RW/LW
Stefan Milosevic (D),Frölunda HC,8,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/486911/stefan-milosevic,2022-2023,shl,Stefan Milosevic (D),D
