player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Sergei Mozyakin (LW),Metallurg Magnitogorsk,57,32,35,67,1.18,0,11,https://www.eliteprospects.com/player/14828/sergei-mozyakin,2015-2016,khl,Sergei Mozyakin (LW),LW
Alexander Radulov (RW),CSKA Moskva,53,23,42,65,1.23,73,28,https://www.eliteprospects.com/player/8794/alexander-radulov,2015-2016,khl,Alexander Radulov (RW),RW
Brandon Bochenski (RW/LW),Barys Astana,60,20,41,61,1.02,48,16,https://www.eliteprospects.com/player/10260/brandon-bochenski,2015-2016,khl,Brandon Bochenski (RW/LW),RW/LW
Vadim Shipachyov (C),SKA St. Petersburg,54,17,43,60,1.11,63,-8,https://www.eliteprospects.com/player/19550/vadim-shipachyov,2015-2016,khl,Vadim Shipachyov (C),C
Linus Omark (LW),Salavat Yulaev Ufa,60,18,39,57,0.95,40,12,https://www.eliteprospects.com/player/4008/linus-omark,2015-2016,khl,Linus Omark (LW),LW
Matt Ellison (C/W),Dinamo Minsk,54,26,29,55,1.02,54,-10,https://www.eliteprospects.com/player/9145/matt-ellison,2015-2016,khl,Matt Ellison (C/W),C/W
Danis Zaripov (RW),Metallurg Magnitogorsk,60,22,32,54,0.90,26,9,https://www.eliteprospects.com/player/11045/danis-zaripov,2015-2016,khl,Danis Zaripov (RW),RW
Nigel Dawes (LW),Barys Astana,55,31,22,53,0.96,16,15,https://www.eliteprospects.com/player/9503/nigel-dawes,2015-2016,khl,Nigel Dawes (LW),LW
Justin Azevedo (C/RW),Ak Bars Kazan,59,17,36,53,0.90,26,6,https://www.eliteprospects.com/player/9347/justin-azevedo,2015-2016,khl,Justin Azevedo (C/RW),C/RW
Jan Kovář (C),Metallurg Magnitogorsk,58,20,32,52,0.90,61,7,https://www.eliteprospects.com/player/18083/jan-kova%C5%99,2015-2016,khl,Jan Kovář (C),C
Nikita Gusev (LW),totals,56,20,29,49,0.88,14,15,https://www.eliteprospects.com/player/75169/nikita-gusev,2015-2016,khl,Nikita Gusev (LW),LW
Ilya Kovalchuk (LW),SKA St. Petersburg,50,16,33,49,0.98,24,-3,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,2015-2016,khl,Ilya Kovalchuk (LW),LW
Brandon Kozun (RW),Jokerit,58,15,34,49,0.84,67,7,https://www.eliteprospects.com/player/23151/brandon-kozun,2015-2016,khl,Brandon Kozun (RW),RW
Peter Regin (C),Jokerit,60,17,31,48,0.80,32,5,https://www.eliteprospects.com/player/4104/peter-regin,2015-2016,khl,Peter Regin (C),C
Wojtek Wolski (LW/RW),Metallurg Magnitogorsk,54,18,29,47,0.87,22,19,https://www.eliteprospects.com/player/8832/wojtek-wolski,2015-2016,khl,Wojtek Wolski (LW/RW),LW/RW
Lukas Kaspar (LW/RW),HC Slovan Bratislava,58,16,31,47,0.81,39,15,https://www.eliteprospects.com/player/9616/lukas-kaspar,2015-2016,khl,Lukas Kaspar (LW/RW),LW/RW
Yevgeni Dadonov (RW/LW),SKA St. Petersburg,59,23,23,46,0.78,4,-1,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2015-2016,khl,Yevgeni Dadonov (RW/LW),RW/LW
Anatoli Golyshev (RW),Avtomobilist Yekaterinburg,56,25,19,44,0.79,26,5,https://www.eliteprospects.com/player/205469/anatoli-golyshev,2015-2016,khl,Anatoli Golyshev (RW),RW
André Petersson (RW),HK Sochi,45,22,22,44,0.98,26,8,https://www.eliteprospects.com/player/7039/andre-petersson,2015-2016,khl,André Petersson (RW),RW
Igor Grigorenko (RW/C),Salavat Yulaev Ufa,55,18,26,44,0.80,30,6,https://www.eliteprospects.com/player/9566/igor-grigorenko,2015-2016,khl,Igor Grigorenko (RW/C),RW/C
Daniil Apalkov (C/LW),Lokomotiv Yaroslavl,59,16,27,43,0.73,46,27,https://www.eliteprospects.com/player/47536/daniil-apalkov,2015-2016,khl,Daniil Apalkov (C/LW),C/LW
Dustin Boyd (C),Barys Astana,51,20,21,41,0.80,45,14,https://www.eliteprospects.com/player/9191/dustin-boyd,2015-2016,khl,Dustin Boyd (C),C
Andrei Kostitsyn (LW/RW),totals,54,20,21,41,0.76,65,7,https://www.eliteprospects.com/player/6666/andrei-kostitsyn,2015-2016,khl,Andrei Kostitsyn (LW/RW),LW/RW
Anton Burdasov (RW),totals,56,15,25,40,0.71,26,11,https://www.eliteprospects.com/player/38657/anton-burdasov,2015-2016,khl,Anton Burdasov (RW),RW
Cam Barker (D),HC Slovan Bratislava,55,9,31,40,0.73,75,0,https://www.eliteprospects.com/player/9198/cam-barker,2015-2016,khl,Cam Barker (D),D
Kevin Dallman (D),Barys Astana,60,8,32,40,0.67,16,0,https://www.eliteprospects.com/player/9129/kevin-dallman,2015-2016,khl,Kevin Dallman (D),D
Kaspars Daugavins (RW/C),totals,52,15,24,39,0.75,14,4,https://www.eliteprospects.com/player/11335/kaspars-daugavins,2015-2016,khl,Kaspars Daugavins (RW/C),RW/C
Teemu Hartikainen (C/W),Salavat Yulaev Ufa,54,10,29,39,0.72,22,16,https://www.eliteprospects.com/player/11365/teemu-hartikainen,2015-2016,khl,Teemu Hartikainen (C/W),C/W
Alexei Tsvetkov (C),Dynamo Moskva,58,7,32,39,0.67,61,11,https://www.eliteprospects.com/player/16745/alexei-tsvetkov,2015-2016,khl,Alexei Tsvetkov (C),C
Jonathan Cheechoo (RW),Dinamo Minsk,54,16,22,38,0.70,28,-15,https://www.eliteprospects.com/player/5529/jonathan-cheechoo,2015-2016,khl,Jonathan Cheechoo (RW),RW
Mat Robinson (D),Dynamo Moskva,58,14,24,38,0.66,18,31,https://www.eliteprospects.com/player/34096/mat-robinson,2015-2016,khl,Mat Robinson (D),D
Dmitri Kagarlitsky (LW),Severstal Cherepovets,58,16,21,37,0.64,16,-1,https://www.eliteprospects.com/player/11862/dmitri-kagarlitsky,2015-2016,khl,Dmitri Kagarlitsky (LW),LW
Pavel Buchnevich (W/C),totals,58,16,21,37,0.64,24,-6,https://www.eliteprospects.com/player/158906/pavel-buchnevich,2015-2016,khl,Pavel Buchnevich (W/C),W/C
Oscar Möller (LW),Ak Bars Kazan,58,15,22,37,0.64,20,0,https://www.eliteprospects.com/player/5504/oscar-moller,2015-2016,khl,Oscar Möller (LW),LW
Marek Kvapil (LW/RW),totals,58,11,26,37,0.64,31,1,https://www.eliteprospects.com/player/8640/marek-kvapil,2015-2016,khl,Marek Kvapil (LW/RW),LW/RW
Petr Koukal (C),Avtomobilist Yekaterinburg,59,11,26,37,0.63,46,5,https://www.eliteprospects.com/player/22763/petr-koukal,2015-2016,khl,Petr Koukal (C),C
Chris Lee (D),Metallurg Magnitogorsk,60,9,28,37,0.62,38,24,https://www.eliteprospects.com/player/14002/chris-lee,2015-2016,khl,Chris Lee (D),D
Yegor Averin (RW),Lokomotiv Yaroslavl,49,21,15,36,0.73,28,19,https://www.eliteprospects.com/player/11857/yegor-averin,2015-2016,khl,Yegor Averin (RW),RW
Igor Bortnikov (LW/RW),Yugra Khanty-Mansiysk,60,20,16,36,0.60,14,-3,https://www.eliteprospects.com/player/19731/igor-bortnikov,2015-2016,khl,Igor Bortnikov (LW/RW),LW/RW
Nikolai Prokhorkin (C),Salavat Yulaev Ufa,55,19,17,36,0.65,91,10,https://www.eliteprospects.com/player/93769/nikolai-prokhorkin,2015-2016,khl,Nikolai Prokhorkin (C),C
Mikhail Zhukov (C/RW),Neftekhimik Nizhnekamsk,59,16,20,36,0.61,49,-2,https://www.eliteprospects.com/player/849/mikhail-zhukov,2015-2016,khl,Mikhail Zhukov (C/RW),C/RW
Alexander Perezhogin (LW/RW),Avangard Omsk,56,15,21,36,0.64,50,21,https://www.eliteprospects.com/player/8669/alexander-perezhogin,2015-2016,khl,Alexander Perezhogin (LW/RW),LW/RW
Jan Mursak (C/RW),CSKA Moskva,51,14,22,36,0.71,30,25,https://www.eliteprospects.com/player/11112/jan-mursak,2015-2016,khl,Jan Mursak (C/RW),C/RW
Ilya Krikunov (LW),HK Sochi,60,13,23,36,0.60,29,10,https://www.eliteprospects.com/player/9574/ilya-krikunov,2015-2016,khl,Ilya Krikunov (LW),LW
Philip Larsen (D),Jokerit,52,11,25,36,0.69,39,9,https://www.eliteprospects.com/player/6006/philip-larsen,2015-2016,khl,Philip Larsen (D),D
Geoff Platt (W/C),CSKA Moskva,55,21,14,35,0.64,46,20,https://www.eliteprospects.com/player/9469/geoff-platt,2015-2016,khl,Geoff Platt (W/C),W/C
Konstantin Makarov (LW),Admiral Vladivostok,55,18,17,35,0.64,14,4,https://www.eliteprospects.com/player/18564/konstantin-makarov,2015-2016,khl,Konstantin Makarov (LW),LW
Radek Smolenak (LW/RW),Medvescak Zagreb,59,16,19,35,0.59,14,-15,https://www.eliteprospects.com/player/9622/radek-smolenak,2015-2016,khl,Radek Smolenak (LW/RW),LW/RW
Alexander Loginov (D),totals,55,11,24,35,0.64,24,8,https://www.eliteprospects.com/player/10491/alexander-loginov,2015-2016,khl,Alexander Loginov (D),D
Vladimír Sobotka (C/LW),Avangard Omsk,44,18,16,34,0.77,22,17,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2015-2016,khl,Vladimír Sobotka (C/LW),C/LW
Andreas Engqvist (C),Salavat Yulaev Ufa,51,18,16,34,0.67,8,6,https://www.eliteprospects.com/player/6626/andreas-engqvist,2015-2016,khl,Andreas Engqvist (C),C
Dmitri Kugryshev (LW/RW),CSKA Moskva,57,16,18,34,0.60,16,20,https://www.eliteprospects.com/player/11865/dmitri-kugryshev,2015-2016,khl,Dmitri Kugryshev (LW/RW),LW/RW
Sergei Shumakov (LW),Sibir Novosibirsk,59,20,13,33,0.56,32,5,https://www.eliteprospects.com/player/105666/sergei-shumakov,2015-2016,khl,Sergei Shumakov (LW),LW
Ryan Vesce (C/RW),Dinamo Minsk,40,18,15,33,0.83,12,-7,https://www.eliteprospects.com/player/4342/ryan-vesce,2015-2016,khl,Ryan Vesce (C/RW),C/RW
Mikhail Varnakov (RW),Ak Bars Kazan,54,17,16,33,0.61,6,13,https://www.eliteprospects.com/player/20927/mikhail-varnakov,2015-2016,khl,Mikhail Varnakov (RW),RW
Konstantin Glazachev (LW),totals,44,16,17,33,0.75,18,10,https://www.eliteprospects.com/player/12239/konstantin-glazachev,2015-2016,khl,Konstantin Glazachev (LW),LW
Miks Indrasis (LW/RW),Dinamo Riga,58,14,19,33,0.57,26,0,https://www.eliteprospects.com/player/18106/miks-indrasis,2015-2016,khl,Miks Indrasis (LW/RW),LW/RW
Sergei Shirokov (LW),totals,59,13,20,33,0.56,28,15,https://www.eliteprospects.com/player/9264/sergei-shirokov,2015-2016,khl,Sergei Shirokov (LW),LW
Mike Lundin (D),Barys Astana,60,11,22,33,0.55,16,2,https://www.eliteprospects.com/player/14077/mike-lundin,2015-2016,khl,Mike Lundin (D),D
Maxim Kazakov (LW),totals,52,17,15,32,0.62,52,7,https://www.eliteprospects.com/player/58563/maxim-kazakov,2015-2016,khl,Maxim Kazakov (LW),LW
Ben Maxwell (C/LW),HK Sochi,52,14,18,32,0.62,57,3,https://www.eliteprospects.com/player/9337/ben-maxwell,2015-2016,khl,Ben Maxwell (C/LW),C/LW
Lukas Radil (LW/RW),Spartak Moskva,57,13,19,32,0.56,30,15,https://www.eliteprospects.com/player/22785/lukas-radil,2015-2016,khl,Lukas Radil (LW/RW),LW/RW
Igor Ignatushkin (C),HK Sochi,58,12,20,32,0.55,18,9,https://www.eliteprospects.com/player/9575/igor-ignatushkin,2015-2016,khl,Igor Ignatushkin (C),C
Tomas Mertl (C),Medvescak Zagreb,55,11,21,32,0.58,38,1,https://www.eliteprospects.com/player/22578/tomas-mertl,2015-2016,khl,Tomas Mertl (C),C
Petri Kontiola (C),Lokomotiv Yaroslavl,48,7,25,32,0.67,24,17,https://www.eliteprospects.com/player/4281/petri-kontiola,2015-2016,khl,Petri Kontiola (C),C
Artyom Podshendyalov (LW),Admiral Vladivostok,58,16,15,31,0.53,24,6,https://www.eliteprospects.com/player/19469/artyom-podshendyalov,2015-2016,khl,Artyom Podshendyalov (LW),LW
Rok Ticar (C),HC Slovan Bratislava,57,14,17,31,0.54,24,1,https://www.eliteprospects.com/player/12862/rok-ticar,2015-2016,khl,Rok Ticar (C),C
Dmitri Syomin (C),Torpedo Nizhny Novgorod,58,11,20,31,0.53,28,7,https://www.eliteprospects.com/player/15678/dmitri-syomin,2015-2016,khl,Dmitri Syomin (C),C
Alexei Kalyuzhny (C),Dinamo Minsk,53,10,21,31,0.58,26,-11,https://www.eliteprospects.com/player/15029/alexei-kalyuzhny,2015-2016,khl,Alexei Kalyuzhny (C),C
Denis Parshin (RW),Avangard Omsk,57,10,21,31,0.54,18,3,https://www.eliteprospects.com/player/9588/denis-parshin,2015-2016,khl,Denis Parshin (RW),RW
Nick Bailen (D),Dinamo Minsk,40,6,25,31,0.78,34,0,https://www.eliteprospects.com/player/38575/nick-bailen,2015-2016,khl,Nick Bailen (D),D
Maxim Shalunov (C),Sibir Novosibirsk,59,18,12,30,0.51,32,6,https://www.eliteprospects.com/player/58566/maxim-shalunov,2015-2016,khl,Maxim Shalunov (C),C
Maxim Pestushko (RW),Dynamo Moskva,59,15,15,30,0.51,31,6,https://www.eliteprospects.com/player/18925/maxim-pestushko,2015-2016,khl,Maxim Pestushko (RW),RW
Yevgeni Skachkov (RW/LW),HK Sochi,51,14,16,30,0.59,14,16,https://www.eliteprospects.com/player/19596/yevgeni-skachkov,2015-2016,khl,Yevgeni Skachkov (RW/LW),RW/LW
Pekka Jormakka (RW),Jokerit,52,12,18,30,0.58,20,-7,https://www.eliteprospects.com/player/16046/pekka-jormakka,2015-2016,khl,Pekka Jormakka (RW),RW
Sami Lepistö (D),Salavat Yulaev Ufa,60,11,19,30,0.50,33,12,https://www.eliteprospects.com/player/4127/sami-lepisto,2015-2016,khl,Sami Lepistö (D),D
Tomas Filippi (C),Metallurg Magnitogorsk,60,10,20,30,0.50,30,24,https://www.eliteprospects.com/player/70379/tomas-filippi,2015-2016,khl,Tomas Filippi (C),C
Linus Videll (W/C),Torpedo Nizhny Novgorod,44,9,21,30,0.68,8,6,https://www.eliteprospects.com/player/604/linus-videll,2015-2016,khl,Linus Videll (W/C),W/C
Ilya Zubov (C/W),Avangard Omsk,53,8,22,30,0.57,10,4,https://www.eliteprospects.com/player/9256/ilya-zubov,2015-2016,khl,Ilya Zubov (C/W),C/W
Jon Blum (D),Admiral Vladivostok,55,8,22,30,0.55,45,13,https://www.eliteprospects.com/player/11597/jon-blum,2015-2016,khl,Jon Blum (D),D
Ryan Stoa (C/LW),totals,53,18,11,29,0.55,20,3,https://www.eliteprospects.com/player/9375/ryan-stoa,2015-2016,khl,Ryan Stoa (C/LW),C/LW
Oleg Gubin (C),Sibir Novosibirsk,60,14,15,29,0.48,18,2,https://www.eliteprospects.com/player/19409/oleg-gubin,2015-2016,khl,Oleg Gubin (C),C
Chay Genoway (D),Spartak Moskva,56,9,20,29,0.52,8,5,https://www.eliteprospects.com/player/24398/chay-genoway,2015-2016,khl,Chay Genoway (D),D
Eero Elo (LW/RW),Avtomobilist Yekaterinburg,56,18,10,28,0.50,14,-2,https://www.eliteprospects.com/player/17014/eero-elo,2015-2016,khl,Eero Elo (LW/RW),LW/RW
David Ullström (C),Sibir Novosibirsk,37,16,12,28,0.76,12,7,https://www.eliteprospects.com/player/6913/david-ullstrom,2015-2016,khl,David Ullström (C),C
Juhamatti Aaltonen (W/C),Jokerit,45,15,13,28,0.62,14,6,https://www.eliteprospects.com/player/3200/juhamatti-aaltonen,2015-2016,khl,Juhamatti Aaltonen (W/C),W/C
Jarno Koskiranta (C),SKA St. Petersburg,54,15,13,28,0.52,26,9,https://www.eliteprospects.com/player/21052/jarno-koskiranta,2015-2016,khl,Jarno Koskiranta (C),C
Maxim Afinogenov (RW/LW),Vityaz Podolsk,56,15,13,28,0.50,34,-12,https://www.eliteprospects.com/player/8672/maxim-afinogenov,2015-2016,khl,Maxim Afinogenov (RW/LW),RW/LW
Paul Szczechura (C/RW),Dinamo Minsk,45,13,15,28,0.62,32,-13,https://www.eliteprospects.com/player/11424/paul-szczechura,2015-2016,khl,Paul Szczechura (C/RW),C/RW
Vladimir Galuzin (C),Torpedo Nizhny Novgorod,42,10,18,28,0.67,95,3,https://www.eliteprospects.com/player/20630/vladimir-galuzin,2015-2016,khl,Vladimir Galuzin (C),C
Lauris Darzins (RW/LW),Dinamo Riga,59,10,18,28,0.47,18,-4,https://www.eliteprospects.com/player/3202/lauris-darzins,2015-2016,khl,Lauris Darzins (RW/LW),RW/LW
Ziyat Paigin (D),totals,45,9,19,28,0.62,10,5,https://www.eliteprospects.com/player/163859/ziyat-paigin,2015-2016,khl,Ziyat Paigin (D),D
Ville Lajunen (D),Jokerit,58,9,19,28,0.48,32,-11,https://www.eliteprospects.com/player/9895/ville-lajunen,2015-2016,khl,Ville Lajunen (D),D
Denis Mosalyov (RW),Lokomotiv Yaroslavl,59,18,9,27,0.46,20,18,https://www.eliteprospects.com/player/21153/denis-mosalyov,2015-2016,khl,Denis Mosalyov (RW),RW
Roman Horák (C),Vityaz Podolsk,57,15,12,27,0.47,32,-9,https://www.eliteprospects.com/player/18089/roman-horak,2015-2016,khl,Roman Horák (C),C
Konstantin Panov (RW),Yugra Khanty-Mansiysk,57,13,14,27,0.47,32,-1,https://www.eliteprospects.com/player/15027/konstantin-panov,2015-2016,khl,Konstantin Panov (RW),RW
Oskar Osala (LW/C),Metallurg Magnitogorsk,60,12,15,27,0.45,76,18,https://www.eliteprospects.com/player/8396/oskar-osala,2015-2016,khl,Oskar Osala (LW/C),LW/C
Kirill Kaprizov (LW),Metallurg Novokuznetsk,53,11,16,27,0.51,10,-4,https://www.eliteprospects.com/player/265645/kirill-kaprizov,2015-2016,khl,Kirill Kaprizov (LW),LW
Tomas Vincour (RW/C),Sibir Novosibirsk,45,10,17,27,0.60,46,2,https://www.eliteprospects.com/player/12565/tomas-vincour,2015-2016,khl,Tomas Vincour (RW/C),RW/C
Alexander Kuznetsov (C),Admiral Vladivostok,59,10,17,27,0.46,24,8,https://www.eliteprospects.com/player/75332/alexander-kuznetsov,2015-2016,khl,Alexander Kuznetsov (C),C
Alexander Rybakov (C),Traktor Chelyabinsk,55,9,18,27,0.49,38,-5,https://www.eliteprospects.com/player/19748/alexander-rybakov,2015-2016,khl,Alexander Rybakov (C),C
Robert Kousal (C/LW),Metallurg Novokuznetsk,55,9,18,27,0.49,38,-10,https://www.eliteprospects.com/player/18093/robert-kousal,2015-2016,khl,Robert Kousal (C/LW),C/LW
Alexander Torchenyuk (C),Avtomobilist Yekaterinburg,60,8,19,27,0.45,22,3,https://www.eliteprospects.com/player/77239/alexander-torchenyuk,2015-2016,khl,Alexander Torchenyuk (C),C
Calle Ridderwall (LW/RW),Sibir Novosibirsk,57,7,20,27,0.47,12,9,https://www.eliteprospects.com/player/4554/calle-ridderwall,2015-2016,khl,Calle Ridderwall (LW/RW),LW/RW
Ryan Gunderson (D),Dinamo Minsk,60,5,22,27,0.45,4,-17,https://www.eliteprospects.com/player/15125/ryan-gunderson,2015-2016,khl,Ryan Gunderson (D),D
Alexei Simakov (RW),Avtomobilist Yekaterinburg,50,2,25,27,0.54,28,-3,https://www.eliteprospects.com/player/16738/alexei-simakov,2015-2016,khl,Alexei Simakov (RW),RW
Mikhail Anisin (RW),HK Sochi,50,13,13,26,0.52,30,7,https://www.eliteprospects.com/player/19484/mikhail-anisin,2015-2016,khl,Mikhail Anisin (RW),RW
Dmitri Makarov (C),Salavat Yulaev Ufa,48,12,14,26,0.54,20,-7,https://www.eliteprospects.com/player/18565/dmitri-makarov,2015-2016,khl,Dmitri Makarov (C),C
Jeff Taffe (C),Neftekhimik Nizhnekamsk,56,12,14,26,0.46,18,5,https://www.eliteprospects.com/player/9385/jeff-taffe,2015-2016,khl,Jeff Taffe (C),C
Denis Kokarev (LW/RW),Dynamo Moskva,59,12,14,26,0.44,15,22,https://www.eliteprospects.com/player/21168/denis-kokarev,2015-2016,khl,Denis Kokarev (LW/RW),LW/RW
Niko Kapanen (C),Jokerit,53,11,15,26,0.49,38,-11,https://www.eliteprospects.com/player/2688/niko-kapanen,2015-2016,khl,Niko Kapanen (C),C
Sergei Shmelyov (LW/RW),Spartak Moskva,42,9,17,26,0.62,18,1,https://www.eliteprospects.com/player/77119/sergei-shmelyov,2015-2016,khl,Sergei Shmelyov (LW/RW),LW/RW
Nikita Zaitsev (D),CSKA Moskva,46,8,18,26,0.57,20,21,https://www.eliteprospects.com/player/34773/nikita-zaitsev,2015-2016,khl,Nikita Zaitsev (D),D
Jesse Saarinen (LW/RW),Medvescak Zagreb,57,7,19,26,0.46,59,-17,https://www.eliteprospects.com/player/7558/jesse-saarinen,2015-2016,khl,Jesse Saarinen (LW/RW),LW/RW
Roman Starchenko (RW),Barys Astana,41,16,9,25,0.61,16,-10,https://www.eliteprospects.com/player/24633/roman-starchenko,2015-2016,khl,Roman Starchenko (RW),RW
Mikelis Redlihs (RW),Dinamo Riga,59,15,10,25,0.42,38,-5,https://www.eliteprospects.com/player/5958/mikelis-redlihs,2015-2016,khl,Mikelis Redlihs (RW),RW
Vladislav Ushenin (LW),Amur Khabarovsk,57,14,11,25,0.44,18,4,https://www.eliteprospects.com/player/157849/vladislav-ushenin,2015-2016,khl,Vladislav Ushenin (LW),LW
Andrei Popov (RW/C),Traktor Chelyabinsk,55,13,12,25,0.45,20,-4,https://www.eliteprospects.com/player/9299/andrei-popov,2015-2016,khl,Andrei Popov (RW/C),RW/C
Anton Shenfeld (LW/RW),Lada Togliatti,57,12,13,25,0.44,24,-10,https://www.eliteprospects.com/player/93874/anton-shenfeld,2015-2016,khl,Anton Shenfeld (LW/RW),LW/RW
Topi Jaakola (D),Jokerit,57,10,15,25,0.44,45,7,https://www.eliteprospects.com/player/3187/topi-jaakola,2015-2016,khl,Topi Jaakola (D),D
Jesse Joensuu (LW),Jokerit,54,9,16,25,0.46,70,5,https://www.eliteprospects.com/player/4218/jesse-joensuu,2015-2016,khl,Jesse Joensuu (LW),LW
Ziga Jeglic (W/C),HC Slovan Bratislava,60,7,18,25,0.42,24,-2,https://www.eliteprospects.com/player/17442/ziga-jeglic,2015-2016,khl,Ziga Jeglic (W/C),W/C
Georgi Belousov (LW),Lada Togliatti,53,5,20,25,0.47,26,-1,https://www.eliteprospects.com/player/38660/georgi-belousov,2015-2016,khl,Georgi Belousov (LW),LW
Staffan Kronwall (D),Lokomotiv Yaroslavl,60,3,22,25,0.42,16,22,https://www.eliteprospects.com/player/543/staffan-kronwall,2015-2016,khl,Staffan Kronwall (D),D
Gilbert Brulé (C/RW),Medvescak Zagreb,54,13,11,24,0.44,94,-6,https://www.eliteprospects.com/player/10235/gilbert-brule,2015-2016,khl,Gilbert Brulé (C/RW),C/RW
Václav Nedorost (C/LW),HC Slovan Bratislava,54,12,12,24,0.44,46,12,https://www.eliteprospects.com/player/8710/vaclav-nedorost,2015-2016,khl,Václav Nedorost (C/LW),C/LW
Niclas Bergfors (RW),totals,48,9,15,24,0.50,16,-12,https://www.eliteprospects.com/player/2045/niclas-bergfors,2015-2016,khl,Niclas Bergfors (RW),RW
Alexei Tereschenko (C),Dynamo Moskva,48,9,15,24,0.50,26,10,https://www.eliteprospects.com/player/15025/alexei-tereschenko,2015-2016,khl,Alexei Tereschenko (C),C
Tomas Zohorna (C/LW),Amur Khabarovsk,55,9,15,24,0.44,28,-7,https://www.eliteprospects.com/player/22772/tomas-zohorna,2015-2016,khl,Tomas Zohorna (C/LW),C/LW
Yevgeni Grigorenko (RW),Neftekhimik Nizhnekamsk,57,9,15,24,0.42,12,5,https://www.eliteprospects.com/player/42438/yevgeni-grigorenko,2015-2016,khl,Yevgeni Grigorenko (RW),RW
Oskars Bartulis (D),Admiral Vladivostok,52,8,16,24,0.46,58,10,https://www.eliteprospects.com/player/10449/oskars-bartulis,2015-2016,khl,Oskars Bartulis (D),D
Maxim Yakutsenya (RW),Traktor Chelyabinsk,54,8,16,24,0.44,24,-3,https://www.eliteprospects.com/player/20517/maxim-yakutsenya,2015-2016,khl,Maxim Yakutsenya (RW),RW
Yevgeni Bodrov (C),Spartak Moskva,59,8,16,24,0.41,55,2,https://www.eliteprospects.com/player/9306/yevgeni-bodrov,2015-2016,khl,Yevgeni Bodrov (C),C
Martin St. Pierre (C/LW),Barys Astana,55,7,17,24,0.44,32,-8,https://www.eliteprospects.com/player/10668/martin-st.-pierre,2015-2016,khl,Martin St. Pierre (C/LW),C/LW
Stepan Sannikov (LW/RW),Sibir Novosibirsk,60,7,17,24,0.40,36,12,https://www.eliteprospects.com/player/31401/stepan-sannikov,2015-2016,khl,Stepan Sannikov (LW/RW),LW/RW
Tomas Kundratek (D),totals,56,6,18,24,0.43,51,9,https://www.eliteprospects.com/player/13651/tomas-kundratek,2015-2016,khl,Tomas Kundratek (D),D
Martin Erat (RW/LW),Avangard Omsk,40,5,19,24,0.60,16,10,https://www.eliteprospects.com/player/8611/martin-erat,2015-2016,khl,Martin Erat (RW/LW),RW/LW
Tim Sestito (C/LW),Dinamo Riga,50,19,4,23,0.46,52,2,https://www.eliteprospects.com/player/9736/tim-sestito,2015-2016,khl,Tim Sestito (C/LW),C/LW
Carter Ashton (RW/LW),Torpedo Nizhny Novgorod,46,13,10,23,0.50,61,3,https://www.eliteprospects.com/player/21033/carter-ashton,2015-2016,khl,Carter Ashton (RW/LW),RW/LW
Alexander Bumagin (LW),Lada Togliatti,55,13,10,23,0.42,16,2,https://www.eliteprospects.com/player/9592/alexander-bumagin,2015-2016,khl,Alexander Bumagin (LW),LW
Artyom Alyayev (D),Torpedo Nizhny Novgorod,48,10,13,23,0.48,28,5,https://www.eliteprospects.com/player/108645/artyom-alyayev,2015-2016,khl,Artyom Alyayev (D),D
Marek Viedensky (C),HC Slovan Bratislava,57,10,13,23,0.40,26,6,https://www.eliteprospects.com/player/17752/marek-viedensky,2015-2016,khl,Marek Viedensky (C),C
Alexei Makeyev (LW),Vityaz Podolsk,59,10,13,23,0.39,4,-14,https://www.eliteprospects.com/player/130373/alexei-makeyev,2015-2016,khl,Alexei Makeyev (LW),LW
Semyon Kokuyov (RW),Traktor Chelyabinsk,60,10,13,23,0.38,24,-4,https://www.eliteprospects.com/player/19410/semyon-kokuyov,2015-2016,khl,Semyon Kokuyov (RW),RW
Emil Galimov (RW),Lokomotiv Yaroslavl,49,9,14,23,0.47,52,21,https://www.eliteprospects.com/player/42440/emil-galimov,2015-2016,khl,Emil Galimov (RW),RW
Alexander Vasilyev (RW/C),Spartak Moskva,56,8,15,23,0.41,52,-4,https://www.eliteprospects.com/player/30516/alexander-vasilyev,2015-2016,khl,Alexander Vasilyev (RW/C),RW/C
Vyacheslav Ushenin (C),Amur Khabarovsk,57,7,16,23,0.40,41,2,https://www.eliteprospects.com/player/157850/vyacheslav-ushenin,2015-2016,khl,Vyacheslav Ushenin (C),C
Yuri Trubachyov (C),Severstal Cherepovets,57,5,18,23,0.40,44,-6,https://www.eliteprospects.com/player/9563/yuri-trubachyov,2015-2016,khl,Yuri Trubachyov (C),C
Roman Manukhov (D),Metallurg Novokuznetsk,58,4,19,23,0.40,68,6,https://www.eliteprospects.com/player/158902/roman-manukhov,2015-2016,khl,Roman Manukhov (D),D
Andrej Stastny (C),HC Slovan Bratislava,43,13,9,22,0.51,76,-3,https://www.eliteprospects.com/player/28774/andrej-stastny,2015-2016,khl,Andrej Stastny (C),C
Patrick Bjorkstrand (RW/C),Medvescak Zagreb,57,13,9,22,0.39,12,-12,https://www.eliteprospects.com/player/24598/patrick-bjorkstrand,2015-2016,khl,Patrick Bjorkstrand (RW/C),RW/C
