player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Tomas Voracek (D),HC Slovan Bratislava,53,0,3,3,0.06,53,-18,https://www.eliteprospects.com/player/12574/tomas-voracek,2017-2018,khl,Tomas Voracek (D),D
Vladimir Zhuravlyov (C/W),Lada Togliatti,9,2,0,2,0.22,3,1,https://www.eliteprospects.com/player/288275/vladimir-zhuravlyov,2017-2018,khl,Vladimir Zhuravlyov (C/W),C/W
Vadim Pereskokov (C/LW),Admiral Vladivostok,11,2,0,2,0.18,12,-2,https://www.eliteprospects.com/player/106668/vadim-pereskokov,2017-2018,khl,Vadim Pereskokov (C/LW),C/LW
Artyom Artyomov (RW),Sibir Novosibirsk,13,2,0,2,0.15,6,-1,https://www.eliteprospects.com/player/265921/artyom-artyomov,2017-2018,khl,Artyom Artyomov (RW),RW
Alexander Kogalev (LW/RW),Dinamo Minsk,15,2,0,2,0.13,4,-4,https://www.eliteprospects.com/player/111591/alexander-kogalev,2017-2018,khl,Alexander Kogalev (LW/RW),LW/RW
Kristaps Sotnieks (D),Lada Togliatti,17,2,0,2,0.12,8,0,https://www.eliteprospects.com/player/20404/kristaps-sotnieks,2017-2018,khl,Kristaps Sotnieks (D),D
Nikita Dvurechensky (RW/LW),Vityaz Podolsk,18,2,0,2,0.11,6,-2,https://www.eliteprospects.com/player/34782/nikita-dvurechensky,2017-2018,khl,Nikita Dvurechensky (RW/LW),RW/LW
Nazir Gichibekov (F),Admiral Vladivostok,19,2,0,2,0.11,12,-2,https://www.eliteprospects.com/player/215296/nazir-gichibekov,2017-2018,khl,Nazir Gichibekov (F),F
Georgi Berdyukov (D),Amur Khabarovsk,22,2,0,2,0.09,4,-4,https://www.eliteprospects.com/player/38661/georgi-berdyukov,2017-2018,khl,Georgi Berdyukov (D),D
Pavel Shen (C),Yugra Khanty-Mansiysk,29,2,0,2,0.07,16,-7,https://www.eliteprospects.com/player/359981/pavel-shen,2017-2018,khl,Pavel Shen (C),C
Maxim Lazarev (LW/RW),Torpedo Nizhny Novgorod,31,2,0,2,0.06,12,-4,https://www.eliteprospects.com/player/168687/maxim-lazarev,2017-2018,khl,Maxim Lazarev (LW/RW),LW/RW
Semyon Ivanov (W),Sibir Novosibirsk,6,1,1,2,0.33,0,1,https://www.eliteprospects.com/player/223996/semyon-ivanov,2017-2018,khl,Semyon Ivanov (W),W
Denis Mingaleyev (RW),Avtomobilist Yekaterinburg,7,1,1,2,0.29,0,1,https://www.eliteprospects.com/player/123125/denis-mingaleyev,2017-2018,khl,Denis Mingaleyev (RW),RW
Nikita Samokhvalov (C),Avangard Omsk,11,1,1,2,0.18,0,2,https://www.eliteprospects.com/player/335107/nikita-samokhvalov,2017-2018,khl,Nikita Samokhvalov (C),C
Ivan Yatsenko (C),Vityaz Podolsk,13,1,1,2,0.15,4,-1,https://www.eliteprospects.com/player/99539/ivan-yatsenko,2017-2018,khl,Ivan Yatsenko (C),C
Alexander Denezhkin (RW/LW),Vityaz Podolsk,18,1,1,2,0.11,6,2,https://www.eliteprospects.com/player/14383/alexander-denezhkin,2017-2018,khl,Alexander Denezhkin (RW/LW),RW/LW
Arkhip Nekolenko (C),Yugra Khanty-Mansiysk,18,1,1,2,0.11,10,-3,https://www.eliteprospects.com/player/168683/arkhip-nekolenko,2017-2018,khl,Arkhip Nekolenko (C),C
Anton Kovalyov (LW),Avangard Omsk,22,1,1,2,0.09,4,1,https://www.eliteprospects.com/player/300932/anton-kovalyov,2017-2018,khl,Anton Kovalyov (LW),LW
Vasili Streltsov (C),Lada Togliatti,22,1,1,2,0.09,6,-1,https://www.eliteprospects.com/player/64528/vasili-streltsov,2017-2018,khl,Vasili Streltsov (C),C
Ruslan Pedan (D),HK Sochi,22,1,1,2,0.09,16,-3,https://www.eliteprospects.com/player/151815/ruslan-pedan,2017-2018,khl,Ruslan Pedan (D),D
Konstantin Glazachev (LW),Admiral Vladivostok,22,1,1,2,0.09,20,-4,https://www.eliteprospects.com/player/12239/konstantin-glazachev,2017-2018,khl,Konstantin Glazachev (LW),LW
Artyom Manukyan (RW),Avangard Omsk,24,1,1,2,0.08,2,3,https://www.eliteprospects.com/player/312221/artyom-manukyan,2017-2018,khl,Artyom Manukyan (RW),RW
Pavel Turbin (D),Amur Khabarovsk,25,1,1,2,0.08,2,-1,https://www.eliteprospects.com/player/43861/pavel-turbin,2017-2018,khl,Pavel Turbin (D),D
Yury Alexandrov (D),HK Sochi,26,1,1,2,0.08,12,1,https://www.eliteprospects.com/player/9297/yury-alexandrov,2017-2018,khl,Yury Alexandrov (D),D
Gleb Zyryanov (W),Sibir Novosibirsk,29,1,1,2,0.07,32,4,https://www.eliteprospects.com/player/43898/gleb-zyryanov,2017-2018,khl,Gleb Zyryanov (W),W
Daniil Kurashov (D),Admiral Vladivostok,32,1,1,2,0.06,6,1,https://www.eliteprospects.com/player/354498/daniil-kurashov,2017-2018,khl,Daniil Kurashov (D),D
Nikita Khlystov (D),Kunlun Red Star,32,1,1,2,0.06,8,-3,https://www.eliteprospects.com/player/164693/nikita-khlystov,2017-2018,khl,Nikita Khlystov (D),D
Vitalijs Pavlovs (C/RW),Dinamo Riga,34,1,1,2,0.06,14,-12,https://www.eliteprospects.com/player/28761/vitalijs-pavlovs,2017-2018,khl,Vitalijs Pavlovs (C/RW),C/RW
Rafael Akhmetov (W/C),Lada Togliatti,42,1,1,2,0.05,5,-14,https://www.eliteprospects.com/player/19733/rafael-akhmetov,2017-2018,khl,Rafael Akhmetov (W/C),W/C
Yegor Voronkov (D),Vityaz Podolsk,46,1,1,2,0.04,18,-13,https://www.eliteprospects.com/player/273482/yegor-voronkov,2017-2018,khl,Yegor Voronkov (D),D
Kirill Polokhov (D),Barys Astana,52,1,1,2,0.04,12,-11,https://www.eliteprospects.com/player/328734/kirill-polokhov,2017-2018,khl,Kirill Polokhov (D),D
Kirill Lebedev (LW),Kunlun Red Star,9,0,2,2,0.22,2,1,https://www.eliteprospects.com/player/43446/kirill-lebedev,2017-2018,khl,Kirill Lebedev (LW),LW
Nikita Ustinenko (D),Dinamo Minsk,9,0,2,2,0.22,4,-1,https://www.eliteprospects.com/player/238833/nikita-ustinenko,2017-2018,khl,Nikita Ustinenko (D),D
Konstantin Makarov (LW),Kunlun Red Star,10,0,2,2,0.20,0,-3,https://www.eliteprospects.com/player/18564/konstantin-makarov,2017-2018,khl,Konstantin Makarov (LW),LW
Alexander Timiryov (RW),Yugra Khanty-Mansiysk,11,0,2,2,0.18,2,-7,https://www.eliteprospects.com/player/106800/alexander-timiryov,2017-2018,khl,Alexander Timiryov (RW),RW
Pavel Karnaukhov (C/W),CSKA Moskva,11,0,2,2,0.18,4,2,https://www.eliteprospects.com/player/268038/pavel-karnaukhov,2017-2018,khl,Pavel Karnaukhov (C/W),C/W
Tomas Hedera (D),HC Slovan Bratislava,12,0,2,2,0.17,0,-1,https://www.eliteprospects.com/player/271523/tomas-hedera,2017-2018,khl,Tomas Hedera (D),D
Bulat Shafigullin (RW/LW),Neftekhimik Nizhnekamsk,17,0,2,2,0.12,0,1,https://www.eliteprospects.com/player/339599/bulat-shafigullin,2017-2018,khl,Bulat Shafigullin (RW/LW),RW/LW
Alexander S. Makarov (D),totals,20,0,2,2,0.10,12,-6,https://www.eliteprospects.com/player/32963/alexander-s.-makarov,2017-2018,khl,Alexander S. Makarov (D),D
Brendan O'Donnell (W/C),Kunlun Red Star,25,0,2,2,0.08,2,-2,https://www.eliteprospects.com/player/40229/brendan-o-donnell,2017-2018,khl,Brendan O'Donnell (W/C),W/C
Ignat Zemchenko (RW/C),totals,25,0,2,2,0.08,15,-2,https://www.eliteprospects.com/player/57965/ignat-zemchenko,2017-2018,khl,Ignat Zemchenko (RW/C),RW/C
Nikita Lyamkin (D),Ak Bars Kazan,25,0,2,2,0.08,16,11,https://www.eliteprospects.com/player/223789/nikita-lyamkin,2017-2018,khl,Nikita Lyamkin (D),D
Dmitri Lukin (D),Sibir Novosibirsk,25,0,2,2,0.08,20,-1,https://www.eliteprospects.com/player/105691/dmitri-lukin,2017-2018,khl,Dmitri Lukin (D),D
Nikolai Glukhov (D),Admiral Vladivostok,25,0,2,2,0.08,38,-5,https://www.eliteprospects.com/player/195579/nikolai-glukhov,2017-2018,khl,Nikolai Glukhov (D),D
Yegor Zaitsev (D),Dynamo Moskva,28,0,2,2,0.07,30,0,https://www.eliteprospects.com/player/312209/yegor-zaitsev,2017-2018,khl,Yegor Zaitsev (D),D
Konstantin Korneyev (D),Severstal Cherepovets,30,0,2,2,0.07,14,-11,https://www.eliteprospects.com/player/9576/konstantin-korneyev,2017-2018,khl,Konstantin Korneyev (D),D
Alexei Volgin (D),Neftekhimik Nizhnekamsk,33,0,2,2,0.06,6,-6,https://www.eliteprospects.com/player/99449/alexei-volgin,2017-2018,khl,Alexei Volgin (D),D
Yuri Pautov (D),Vityaz Podolsk,33,0,2,2,0.06,12,-2,https://www.eliteprospects.com/player/214971/yuri-pautov,2017-2018,khl,Yuri Pautov (D),D
Pavel Tkachenko (LW/RW),Sibir Novosibirsk,36,0,2,2,0.06,4,0,https://www.eliteprospects.com/player/265482/pavel-tkachenko,2017-2018,khl,Pavel Tkachenko (LW/RW),LW/RW
Igor Isayev (D),Traktor Chelyabinsk,41,0,2,2,0.05,12,3,https://www.eliteprospects.com/player/211962/igor-isayev,2017-2018,khl,Igor Isayev (D),D
Stanislav Kalashnikov (D),Severstal Cherepovets,46,0,2,2,0.04,36,0,https://www.eliteprospects.com/player/34771/stanislav-kalashnikov,2017-2018,khl,Stanislav Kalashnikov (D),D
Artyom Volkov (D),Dynamo Moskva,48,0,2,2,0.04,14,-2,https://www.eliteprospects.com/player/300940/artyom-volkov,2017-2018,khl,Artyom Volkov (D),D
Stanislav Gareyev (D),Salavat Yulaev Ufa,51,0,2,2,0.04,6,5,https://www.eliteprospects.com/player/123079/stanislav-gareyev,2017-2018,khl,Stanislav Gareyev (D),D
Artur Boltanov (LW),Metallurg Magnitogorsk,6,1,0,1,0.17,0,1,https://www.eliteprospects.com/player/216656/artur-boltanov,2017-2018,khl,Artur Boltanov (LW),LW
Daniels Berzins (C),Dinamo Riga,7,1,0,1,0.14,0,1,https://www.eliteprospects.com/player/325511/daniels-berzins,2017-2018,khl,Daniels Berzins (C),C
Alexander Kutuzov (D),Lokomotiv Yaroslavl,7,1,0,1,0.14,0,3,https://www.eliteprospects.com/player/18728/alexander-kutuzov,2017-2018,khl,Alexander Kutuzov (D),D
Dmitri Shvidenko (D),Amur Khabarovsk,9,1,0,1,0.11,33,-6,https://www.eliteprospects.com/player/94675/dmitri-shvidenko,2017-2018,khl,Dmitri Shvidenko (D),D
Marek Kvapil (LW/RW),Amur Khabarovsk,11,1,0,1,0.09,0,-4,https://www.eliteprospects.com/player/8640/marek-kvapil,2017-2018,khl,Marek Kvapil (LW/RW),LW/RW
Yevgeni Orlov (RW),Spartak Moskva,12,1,0,1,0.08,8,-4,https://www.eliteprospects.com/player/45662/yevgeni-orlov,2017-2018,khl,Yevgeni Orlov (RW),RW
Rihards Bukarts (W),Dinamo Riga,14,1,0,1,0.07,0,-1,https://www.eliteprospects.com/player/52418/rihards-bukarts,2017-2018,khl,Rihards Bukarts (W),W
Maxim Shipin (C),Traktor Chelyabinsk,14,1,0,1,0.07,2,0,https://www.eliteprospects.com/player/300920/maxim-shipin,2017-2018,khl,Maxim Shipin (C),C
Stepan Grymzin (F),Yugra Khanty-Mansiysk,15,1,0,1,0.07,0,-3,https://www.eliteprospects.com/player/377564/stepan-grymzin,2017-2018,khl,Stepan Grymzin (F),F
Dmitry Zhukenov (C),Avangard Omsk,15,1,0,1,0.07,6,-3,https://www.eliteprospects.com/player/277804/dmitry-zhukenov,2017-2018,khl,Dmitry Zhukenov (C),C
Nikita Makeyev (D),CSKA Moskva,16,1,0,1,0.06,8,-1,https://www.eliteprospects.com/player/312668/nikita-makeyev,2017-2018,khl,Nikita Makeyev (D),D
Nikita Bobryashov (D),Metallurg Magnitogorsk,17,1,0,1,0.06,2,-3,https://www.eliteprospects.com/player/218279/nikita-bobryashov,2017-2018,khl,Nikita Bobryashov (D),D
Alexander Shchemerov (D),Avtomobilist Yekaterinburg,17,1,0,1,0.06,2,-1,https://www.eliteprospects.com/player/277021/alexander-shchemerov,2017-2018,khl,Alexander Shchemerov (D),D
Marsel Sholokhov (C),Traktor Chelyabinsk,19,1,0,1,0.05,0,-2,https://www.eliteprospects.com/player/370828/marsel-sholokhov,2017-2018,khl,Marsel Sholokhov (C),C
Vyacheslav Kulyomin (RW),Torpedo Nizhny Novgorod,21,1,0,1,0.05,26,-5,https://www.eliteprospects.com/player/17617/vyacheslav-kulyomin,2017-2018,khl,Vyacheslav Kulyomin (RW),RW
Roman Abrosimov (D),Ak Bars Kazan,21,1,0,1,0.05,70,0,https://www.eliteprospects.com/player/163870/roman-abrosimov,2017-2018,khl,Roman Abrosimov (D),D
Kamil Fazylzyanov (D),Neftekhimik Nizhnekamsk,24,1,0,1,0.04,8,1,https://www.eliteprospects.com/player/265337/kamil-fazylzyanov,2017-2018,khl,Kamil Fazylzyanov (D),D
Marek Sloboda (LW),HC Slovan Bratislava,25,1,0,1,0.04,4,-7,https://www.eliteprospects.com/player/236588/marek-sloboda,2017-2018,khl,Marek Sloboda (LW),LW
Georgi Busarov (C),Salavat Yulaev Ufa,25,1,0,1,0.04,6,-3,https://www.eliteprospects.com/player/123122/georgi-busarov,2017-2018,khl,Georgi Busarov (C),C
Timur Fatkullin (D),totals,29,1,0,1,0.03,6,-9,https://www.eliteprospects.com/player/280074/timur-fatkullin,2017-2018,khl,Timur Fatkullin (D),D
Yegor Shalapov (D),Barys Astana,30,1,0,1,0.03,8,-4,https://www.eliteprospects.com/player/266868/yegor-shalapov,2017-2018,khl,Yegor Shalapov (D),D
Edgars Kulda (LW),Dinamo Riga,31,1,0,1,0.03,33,-3,https://www.eliteprospects.com/player/52421/edgars-kulda,2017-2018,khl,Edgars Kulda (LW),LW
Igor Shvyryov (C),Metallurg Magnitogorsk,32,1,0,1,0.03,4,-3,https://www.eliteprospects.com/player/312234/igor-shvyryov,2017-2018,khl,Igor Shvyryov (C),C
Valeri Orekhov (D),Barys Astana,36,1,0,1,0.03,4,2,https://www.eliteprospects.com/player/438453/valeri-orekhov,2017-2018,khl,Valeri Orekhov (D),D
Aleksandrs Jerofejevs (D),Dinamo Riga,37,1,0,1,0.03,10,-10,https://www.eliteprospects.com/player/9738/aleksandrs-jerofejevs,2017-2018,khl,Aleksandrs Jerofejevs (D),D
Tigran Manukyan (F),Admiral Vladivostok,40,1,0,1,0.03,8,-5,https://www.eliteprospects.com/player/262840/tigran-manukyan,2017-2018,khl,Tigran Manukyan (F),F
Maxim Parfeyevets (LW/RW),Dinamo Minsk,2,0,1,1,0.50,2,2,https://www.eliteprospects.com/player/70451/maxim-parfeyevets,2017-2018,khl,Maxim Parfeyevets (LW/RW),LW/RW
Denis Tolpeko (LW/RW),Spartak Moskva,4,0,1,1,0.25,4,0,https://www.eliteprospects.com/player/11407/denis-tolpeko,2017-2018,khl,Denis Tolpeko (LW/RW),LW/RW
Johan Sundström (C),Avangard Omsk,5,0,1,1,0.20,2,3,https://www.eliteprospects.com/player/16727/johan-sundstrom,2017-2018,khl,Johan Sundström (C),C
Corey Trivino (C),Barys Astana,5,0,1,1,0.20,4,-3,https://www.eliteprospects.com/player/17517/corey-trivino,2017-2018,khl,Corey Trivino (C),C
Viktor Baldayev (D),Torpedo Nizhny Novgorod,7,0,1,1,0.14,4,-3,https://www.eliteprospects.com/player/166558/viktor-baldayev,2017-2018,khl,Viktor Baldayev (D),D
Maxim Afanasyev (D),Lokomotiv Yaroslavl,8,0,1,1,0.13,0,0,https://www.eliteprospects.com/player/312203/maxim-afanasyev,2017-2018,khl,Maxim Afanasyev (D),D
Matvei Zaseda (LW),Amur Khabarovsk,9,0,1,1,0.11,0,0,https://www.eliteprospects.com/player/338776/matvei-zaseda,2017-2018,khl,Matvei Zaseda (LW),LW
Niclas Andersén (D),Jokerit,10,0,1,1,0.10,6,0,https://www.eliteprospects.com/player/3724/niclas-andersen,2017-2018,khl,Niclas Andersén (D),D
Tomas Cerny (D),HC Slovan Bratislava,10,0,1,1,0.10,8,-1,https://www.eliteprospects.com/player/197957/tomas-cerny,2017-2018,khl,Tomas Cerny (D),D
Grigori Vashchenko (D),Admiral Vladivostok,11,0,1,1,0.09,4,-5,https://www.eliteprospects.com/player/216625/grigori-vashchenko,2017-2018,khl,Grigori Vashchenko (D),D
Nursultan Belgibayev (C),Barys Astana,11,0,1,1,0.09,4,-2,https://www.eliteprospects.com/player/56577/nursultan-belgibayev,2017-2018,khl,Nursultan Belgibayev (C),C
Ivan Vorobyov (D),HK Sochi,11,0,1,1,0.09,6,-3,https://www.eliteprospects.com/player/265348/ivan-vorobyov,2017-2018,khl,Ivan Vorobyov (D),D
Nikita Popugayev (LW/RW),CSKA Moskva,12,0,1,1,0.08,2,0,https://www.eliteprospects.com/player/312680/nikita-popugayev,2017-2018,khl,Nikita Popugayev (LW/RW),LW/RW
Ziyat Paigin (D),Lokomotiv Yaroslavl,12,0,1,1,0.08,4,1,https://www.eliteprospects.com/player/163859/ziyat-paigin,2017-2018,khl,Ziyat Paigin (D),D
Nikolajs Jelisejevs (LW),Dinamo Riga,12,0,1,1,0.08,6,-3,https://www.eliteprospects.com/player/54802/nikolajs-jelisejevs,2017-2018,khl,Nikolajs Jelisejevs (LW),LW
Jan Mursak (C/RW),Torpedo Nizhny Novgorod,13,0,1,1,0.08,18,1,https://www.eliteprospects.com/player/11112/jan-mursak,2017-2018,khl,Jan Mursak (C/RW),C/RW
Tommi Taimi (D),HC Slovan Bratislava,13,0,1,1,0.08,20,-9,https://www.eliteprospects.com/player/40639/tommi-taimi,2017-2018,khl,Tommi Taimi (D),D
Ilya Nekolenko (D),totals,14,0,1,1,0.07,4,-5,https://www.eliteprospects.com/player/99696/ilya-nekolenko,2017-2018,khl,Ilya Nekolenko (D),D
Kirill Belyayev (LW/RW),Yugra Khanty-Mansiysk,14,0,1,1,0.07,4,-4,https://www.eliteprospects.com/player/316559/kirill-belyayev,2017-2018,khl,Kirill Belyayev (LW/RW),LW/RW
Yegor Zhuravlyov (D),Yugra Khanty-Mansiysk,15,0,1,1,0.07,26,-7,https://www.eliteprospects.com/player/89415/yegor-zhuravlyov,2017-2018,khl,Yegor Zhuravlyov (D),D
Alexander Budkin (D),Metallurg Magnitogorsk,17,0,1,1,0.06,2,0,https://www.eliteprospects.com/player/18547/alexander-budkin,2017-2018,khl,Alexander Budkin (D),D
Stanislav Katsuba (C/RW),Amur Khabarovsk,17,0,1,1,0.06,2,-5,https://www.eliteprospects.com/player/101453/stanislav-katsuba,2017-2018,khl,Stanislav Katsuba (C/RW),C/RW
Artur Gavrus (C/LW),Dinamo Minsk,17,0,1,1,0.06,16,-3,https://www.eliteprospects.com/player/70442/artur-gavrus,2017-2018,khl,Artur Gavrus (C/LW),C/LW
Viktor Bobrov (W/C),Spartak Moskva,18,0,1,1,0.06,14,-4,https://www.eliteprospects.com/player/19219/viktor-bobrov,2017-2018,khl,Viktor Bobrov (W/C),W/C
Pavel Medvedev (D),Torpedo Nizhny Novgorod,19,0,1,1,0.05,6,0,https://www.eliteprospects.com/player/159426/pavel-medvedev,2017-2018,khl,Pavel Medvedev (D),D
Anatoli Yelizarov (D),Salavat Yulaev Ufa,20,0,1,1,0.05,2,5,https://www.eliteprospects.com/player/313701/anatoli-yelizarov,2017-2018,khl,Anatoli Yelizarov (D),D
Yevgeni Ryasensky (D),Traktor Chelyabinsk,20,0,1,1,0.05,2,1,https://www.eliteprospects.com/player/10629/yevgeni-ryasensky,2017-2018,khl,Yevgeni Ryasensky (D),D
Sergei Kuznetsov (D),HK Sochi,20,0,1,1,0.05,8,5,https://www.eliteprospects.com/player/151621/sergei-kuznetsov,2017-2018,khl,Sergei Kuznetsov (D),D
Roman Dyukov (D),Dinamo Minsk,20,0,1,1,0.05,12,-4,https://www.eliteprospects.com/player/160657/roman-dyukov,2017-2018,khl,Roman Dyukov (D),D
William Wrenn (D),Dinamo Riga,21,0,1,1,0.05,4,-13,https://www.eliteprospects.com/player/31272/william-wrenn,2017-2018,khl,William Wrenn (D),D
Damir Rakhimullin (RW),Lada Togliatti,22,0,1,1,0.05,1,-6,https://www.eliteprospects.com/player/362341/damir-rakhimullin,2017-2018,khl,Damir Rakhimullin (RW),RW
Nikolai Averin (D),Amur Khabarovsk,25,0,1,1,0.04,2,-3,https://www.eliteprospects.com/player/265742/nikolai-averin,2017-2018,khl,Nikolai Averin (D),D
Sergei Gimayev (D),Vityaz Podolsk,25,0,1,1,0.04,21,-10,https://www.eliteprospects.com/player/19551/sergei-gimayev,2017-2018,khl,Sergei Gimayev (D),D
Maxim Solovyov (D),Dynamo Moskva,30,0,1,1,0.03,4,0,https://www.eliteprospects.com/player/21166/maxim-solovyov,2017-2018,khl,Maxim Solovyov (D),D
Nikolai Kazakovtsev (RW),Severstal Cherepovets,31,0,1,1,0.03,41,-5,https://www.eliteprospects.com/player/42338/nikolai-kazakovtsev,2017-2018,khl,Nikolai Kazakovtsev (RW),RW
Maxim Osipov (D),Salavat Yulaev Ufa,33,0,1,1,0.03,14,-4,https://www.eliteprospects.com/player/158499/maxim-osipov,2017-2018,khl,Maxim Osipov (D),D
Alexander Igoshev (D),Metallurg Magnitogorsk,35,0,1,1,0.03,4,2,https://www.eliteprospects.com/player/312953/alexander-igoshev,2017-2018,khl,Alexander Igoshev (D),D
Vladimir Zharkov (RW/LW),CSKA Moskva,35,0,1,1,0.03,18,0,https://www.eliteprospects.com/player/9303/vladimir-zharkov,2017-2018,khl,Vladimir Zharkov (RW/LW),RW/LW
Patrik Bacik (D),HC Slovan Bratislava,43,0,1,1,0.02,32,-16,https://www.eliteprospects.com/player/163920/patrik-bacik,2017-2018,khl,Patrik Bacik (D),D
Yevgeni Katichev (D),Vityaz Podolsk,45,0,1,1,0.02,63,-14,https://www.eliteprospects.com/player/21099/yevgeni-katichev,2017-2018,khl,Yevgeni Katichev (D),D
Grigori Denisenko (LW/RW),Lokomotiv Yaroslavl,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/312827/grigori-denisenko,2017-2018,khl,Grigori Denisenko (LW/RW),LW/RW
Erik Embrich (C/LW),Jokerit,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/181420/erik-embrich,2017-2018,khl,Erik Embrich (C/LW),C/LW
Nikita Feoktistov (LW),Admiral Vladivostok,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/86607/nikita-feoktistov,2017-2018,khl,Nikita Feoktistov (LW),LW
Dmitri Kirillov (LW),Amur Khabarovsk,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/159024/dmitri-kirillov,2017-2018,khl,Dmitri Kirillov (LW),LW
Alexander Zarubin (D),Severstal Cherepovets,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/313027/alexander-zarubin,2017-2018,khl,Alexander Zarubin (D),D
Vladislav Syomin (D),SKA St. Petersburg,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/313028/vladislav-syomin,2017-2018,khl,Vladislav Syomin (D),D
Alexei Polodyan (LW),SKA St. Petersburg,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/313724/alexei-polodyan,2017-2018,khl,Alexei Polodyan (LW),LW
Mikhail Zholobov (F),Spartak Moskva,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/314716/mikhail-zholobov,2017-2018,khl,Mikhail Zholobov (F),F
Mikhail Belyayev (LW/RW),Lokomotiv Yaroslavl,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/320897/mikhail-belyayev,2017-2018,khl,Mikhail Belyayev (LW/RW),LW/RW
Igor Bondyrev (C),Lokomotiv Yaroslavl,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/320898/igor-bondyrev,2017-2018,khl,Igor Bondyrev (C),C
Timur Khafizov (C),Neftekhimik Nizhnekamsk,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/333977/timur-khafizov,2017-2018,khl,Timur Khafizov (C),C
Sayan Daniyar (C),Barys Astana,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/382856/sayan-daniyar,2017-2018,khl,Sayan Daniyar (C),C
Ivan Morozov (C),Yugra Khanty-Mansiysk,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/396897/ivan-morozov,2017-2018,khl,Ivan Morozov (C),C
Andrei Konev (D),Admiral Vladivostok,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/19576/andrei-konev,2017-2018,khl,Andrei Konev (D),D
Alexander Vasilyev (RW/C),Torpedo Nizhny Novgorod,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/30516/alexander-vasilyev,2017-2018,khl,Alexander Vasilyev (RW/C),RW/C
Mikhail Tikhonov (D),SKA St. Petersburg,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/108644/mikhail-tikhonov,2017-2018,khl,Mikhail Tikhonov (D),D
Georgs Golovkovs (LW/RW),Dinamo Riga,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/149889/georgs-golovkovs,2017-2018,khl,Georgs Golovkovs (LW/RW),LW/RW
Mikhail Orlov (D),Vityaz Podolsk,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/164193/mikhail-orlov,2017-2018,khl,Mikhail Orlov (D),D
Eduard Gimatov (LW/RW),Salavat Yulaev Ufa,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/158043/eduard-gimatov,2017-2018,khl,Eduard Gimatov (LW/RW),LW/RW
Artur Karmashkov (D),Amur Khabarovsk,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/312694/artur-karmashkov,2017-2018,khl,Artur Karmashkov (D),D
Yegor Korobkin (RW/LW),Metallurg Magnitogorsk,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/312956/yegor-korobkin,2017-2018,khl,Yegor Korobkin (RW/LW),RW/LW
Sergei Alexeyev (D),Dynamo Moskva,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/159889/sergei-alexeyev,2017-2018,khl,Sergei Alexeyev (D),D
Nikita Setdikov (RW),Avtomobilist Yekaterinburg,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/210510/nikita-setdikov,2017-2018,khl,Nikita Setdikov (RW),RW
Ivan Sukhikh (D/C),Lada Togliatti,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/212921/ivan-sukhikh,2017-2018,khl,Ivan Sukhikh (D/C),D/C
Denis Shurakov (RW),Yugra Khanty-Mansiysk,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/213111/denis-shurakov,2017-2018,khl,Denis Shurakov (RW),RW
Kirill Pilipenko (RW),Avtomobilist Yekaterinburg,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/213807/kirill-pilipenko,2017-2018,khl,Kirill Pilipenko (RW),RW
Ilya Dervuk (D),Avangard Omsk,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/223800/ilya-dervuk,2017-2018,khl,Ilya Dervuk (D),D
Ramil Suleimanov (LW),Lada Togliatti,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/259717/ramil-suleimanov,2017-2018,khl,Ramil Suleimanov (LW),LW
Danila Kvartalnov (C),SKA St. Petersburg,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/265483/danila-kvartalnov,2017-2018,khl,Danila Kvartalnov (C),C
Timur Besharov (RW),Dynamo Moskva,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/265736/timur-besharov,2017-2018,khl,Timur Besharov (RW),RW
