player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Michal Chovan (LW/C),HC Kosice,45,12,44,56,1.24,22,8,https://www.eliteprospects.com/player/23657/michal-chovan,2020-2021,slovakia,Michal Chovan (LW/C),LW/C
Marek Tvrdon (LW/RW),HK Nitra,50,23,31,54,1.08,64,-3,https://www.eliteprospects.com/player/34760/marek-tvrdon,2020-2021,slovakia,Marek Tvrdon (LW/RW),LW/RW
Dávid Skokan (C/RW),HK Poprad,49,18,34,52,1.06,107,29,https://www.eliteprospects.com/player/12542/david-skokan,2020-2021,slovakia,Dávid Skokan (C/RW),C/RW
Carl Ackered (D),HK Dukla Trencin,50,17,35,52,1.04,34,8,https://www.eliteprospects.com/player/7968/carl-ackered,2020-2021,slovakia,Carl Ackered (D),D
Radovan Bondra (LW/RW),HKM Zvolen,49,26,25,51,1.04,83,24,https://www.eliteprospects.com/player/157407/radovan-bondra,2020-2021,slovakia,Radovan Bondra (LW/RW),LW/RW
Mikko Nuutinen (RW),HKM Zvolen,49,18,31,49,1.00,72,11,https://www.eliteprospects.com/player/38071/mikko-nuutinen,2020-2021,slovakia,Mikko Nuutinen (RW),RW
Marek Slovák (C),HK Nitra,50,18,31,49,0.98,46,8,https://www.eliteprospects.com/player/15192/marek-slovak,2020-2021,slovakia,Marek Slovák (C),C
Pavel Klhufek (LW/C),HC Kosice,47,31,17,48,1.02,58,13,https://www.eliteprospects.com/player/109329/pavel-klhufek,2020-2021,slovakia,Pavel Klhufek (LW/C),LW/C
Oliver Okuliar (LW/RW),totals,47,20,27,47,1.00,90,0,https://www.eliteprospects.com/player/331879/oliver-okuliar,2020-2021,slovakia,Oliver Okuliar (LW/RW),LW/RW
Marek Hecl (RW),HK Dukla Trencin,50,20,26,46,0.92,6,5,https://www.eliteprospects.com/player/225466/marek-hecl,2020-2021,slovakia,Marek Hecl (RW),RW
Christophe Lalancette (C),HK Dukla Michalovce,50,16,29,45,0.90,32,13,https://www.eliteprospects.com/player/88659/christophe-lalancette,2020-2021,slovakia,Christophe Lalancette (C),C
Allan McPherson (C/LW),HKM Zvolen,39,15,28,43,1.10,26,12,https://www.eliteprospects.com/player/78111/allan-mcpherson,2020-2021,slovakia,Allan McPherson (C/LW),C/LW
Juraj Mikus (C/RW),HKM Zvolen,46,17,25,42,0.91,26,5,https://www.eliteprospects.com/player/9250/juraj-mikus,2020-2021,slovakia,Juraj Mikus (C/RW),C/RW
Brendan O'Donnell (W/C),HC Slovan Bratislava,47,22,19,41,0.87,18,6,https://www.eliteprospects.com/player/40229/brendan-o-donnell,2020-2021,slovakia,Brendan O'Donnell (W/C),W/C
Alex Breton (D),HC Banska Bystrica,44,11,29,40,0.91,18,-6,https://www.eliteprospects.com/player/242613/alex-breton,2020-2021,slovakia,Alex Breton (D),D
Milos Kelemen (RW/LW),HKM Zvolen,45,19,19,38,0.84,60,19,https://www.eliteprospects.com/player/272381/milos-kelemen,2020-2021,slovakia,Milos Kelemen (RW/LW),RW/LW
Martin Fasko-Rudas (RW/LW),HC Banska Bystrica,48,15,23,38,0.79,20,19,https://www.eliteprospects.com/player/342120/martin-fasko-rudas,2020-2021,slovakia,Martin Fasko-Rudas (RW/LW),RW/LW
Jan Sykora (LW),HC Detva,43,19,18,37,0.86,56,16,https://www.eliteprospects.com/player/46884/jan-sykora,2020-2021,slovakia,Jan Sykora (LW),LW
Radovan Pulis (RW/C),HKM Zvolen,31,15,22,37,1.19,36,18,https://www.eliteprospects.com/player/19367/radovan-pulis,2020-2021,slovakia,Radovan Pulis (RW/C),RW/C
Jonathan Charbonneau (RW),HC Detva,45,21,15,36,0.80,20,6,https://www.eliteprospects.com/player/261510/jonathan-charbonneau,2020-2021,slovakia,Jonathan Charbonneau (RW),RW
Brant Harris (C/RW),HC Slovan Bratislava,34,17,19,36,1.06,64,19,https://www.eliteprospects.com/player/49262/brant-harris,2020-2021,slovakia,Brant Harris (C/RW),C/RW
Rastislav Gaspar (RW),totals,31,16,19,35,1.13,6,15,https://www.eliteprospects.com/player/122242/rastislav-gaspar,2020-2021,slovakia,Rastislav Gaspar (RW),RW
Trevor Cox (C/LW),HC Detva,48,13,22,35,0.73,39,6,https://www.eliteprospects.com/player/101648/trevor-cox,2020-2021,slovakia,Trevor Cox (C/LW),C/LW
Graeme McCormack (D),HK Dukla Michalovce,46,7,27,34,0.74,20,3,https://www.eliteprospects.com/player/40111/graeme-mccormack,2020-2021,slovakia,Graeme McCormack (D),D
Lukas Handlovsky (RW/LW),HK Poprad,50,19,14,33,0.66,42,10,https://www.eliteprospects.com/player/21685/lukas-handlovsky,2020-2021,slovakia,Lukas Handlovsky (RW/LW),RW/LW
Andrej Kollár (C/W),HK Nitra,49,14,19,33,0.67,10,4,https://www.eliteprospects.com/player/269545/andrej-kollar,2020-2021,slovakia,Andrej Kollár (C/W),C/W
James Livingston (RW/C),HK Poprad,47,12,21,33,0.70,24,11,https://www.eliteprospects.com/player/14091/james-livingston,2020-2021,slovakia,James Livingston (RW/C),RW/C
Jordon Southorn (D),HK Dukla Michalovce,38,8,25,33,0.87,12,11,https://www.eliteprospects.com/player/19076/jordon-southorn,2020-2021,slovakia,Jordon Southorn (D),D
Peter Zuzin (C/LW),HKM Zvolen,49,7,26,33,0.67,20,10,https://www.eliteprospects.com/player/93317/peter-zuzin,2020-2021,slovakia,Peter Zuzin (C/LW),C/LW
Kyle Osterberg (RW/LW),DVTK Jegesmedvék,39,17,15,32,0.82,62,-14,https://www.eliteprospects.com/player/79306/kyle-osterberg,2020-2021,slovakia,Kyle Osterberg (RW/LW),RW/LW
Andreas Strauch (LW/RW),HK 32 Liptovsky Mikulas,46,15,17,32,0.70,30,-24,https://www.eliteprospects.com/player/99208/andreas-strauch,2020-2021,slovakia,Andreas Strauch (LW/RW),LW/RW
Brendan Ranford (C/LW),HC Slovan Bratislava,29,12,20,32,1.10,8,11,https://www.eliteprospects.com/player/24082/brendan-ranford,2020-2021,slovakia,Brendan Ranford (C/LW),C/LW
Kevin Wehrs (D),DVTK Jegesmedvék,48,8,24,32,0.67,86,-21,https://www.eliteprospects.com/player/12192/kevin-wehrs,2020-2021,slovakia,Kevin Wehrs (D),D
Tomas Hrnka (C),HK Nitra,43,15,16,31,0.72,40,0,https://www.eliteprospects.com/player/93311/tomas-hrnka,2020-2021,slovakia,Tomas Hrnka (C),C
Rudolf Huna (LW),HK 32 Liptovsky Mikulas,47,12,19,31,0.66,16,-27,https://www.eliteprospects.com/player/5679/rudolf-huna,2020-2021,slovakia,Rudolf Huna (LW),LW
Adam Drgon (D),HK Poprad,50,6,25,31,0.62,22,22,https://www.eliteprospects.com/player/43798/adam-drgon,2020-2021,slovakia,Adam Drgon (D),D
Roman Zitny (RW/LW),HK Nitra,50,16,14,30,0.60,47,-6,https://www.eliteprospects.com/player/223456/roman-zitny,2020-2021,slovakia,Roman Zitny (RW/LW),RW/LW
Bruno Mraz (C/W),totals,42,13,17,30,0.71,26,3,https://www.eliteprospects.com/player/58004/bruno-mraz,2020-2021,slovakia,Bruno Mraz (C/W),C/W
Martin Réway (LW/C),HC Kosice,39,12,18,30,0.77,39,6,https://www.eliteprospects.com/player/94282/martin-reway,2020-2021,slovakia,Martin Réway (LW/C),LW/C
Janne Seppänen (C/RW),HC Nove Zamky,45,12,18,30,0.67,12,-5,https://www.eliteprospects.com/player/91364/janne-seppanen,2020-2021,slovakia,Janne Seppänen (C/RW),C/RW
Jordan Hickmott (C/RW),HK Dukla Michalovce,47,11,19,30,0.64,12,1,https://www.eliteprospects.com/player/23334/jordan-hickmott,2020-2021,slovakia,Jordan Hickmott (C/RW),C/RW
Lukas Paukovcek (C),HK Dukla Trencin,41,9,21,30,0.73,42,9,https://www.eliteprospects.com/player/48146/lukas-paukovcek,2020-2021,slovakia,Lukas Paukovcek (C),C
Michael Vandas (RW),HK Poprad,41,13,16,29,0.71,24,16,https://www.eliteprospects.com/player/34757/michael-vandas,2020-2021,slovakia,Michael Vandas (RW),RW
Patrik Lamper (LW/RW),HC Banska Bystrica,41,12,17,29,0.71,60,-1,https://www.eliteprospects.com/player/89373/patrik-lamper,2020-2021,slovakia,Patrik Lamper (LW/RW),LW/RW
Samuel Takac (LW),HK Dukla Michalovce,46,9,20,29,0.63,28,4,https://www.eliteprospects.com/player/34758/samuel-takac,2020-2021,slovakia,Samuel Takac (LW),LW
Grayson Downing (C/LW),HC Detva,41,13,15,28,0.68,34,20,https://www.eliteprospects.com/player/48380/grayson-downing,2020-2021,slovakia,Grayson Downing (C/LW),C/LW
Petr Obdrzalek (LW),HC Nove Zamky,34,12,16,28,0.82,16,0,https://www.eliteprospects.com/player/35859/petr-obdrzalek,2020-2021,slovakia,Petr Obdrzalek (LW),LW
Brian Ihnacak (C/RW),HC Banska Bystrica,21,10,18,28,1.33,79,11,https://www.eliteprospects.com/player/18019/brian-ihnacak,2020-2021,slovakia,Brian Ihnacak (C/RW),C/RW
River Rymsha (D),HC Detva,48,7,21,28,0.58,78,13,https://www.eliteprospects.com/player/195209/river-rymsha,2020-2021,slovakia,River Rymsha (D),D
Bálint Magosi (RW),DVTK Jegesmedvék,47,13,14,27,0.57,36,2,https://www.eliteprospects.com/player/37387/balint-magosi,2020-2021,slovakia,Bálint Magosi (RW),RW
Peter Galambos (C/LW),HK Dukla Michalovce,48,12,15,27,0.56,18,7,https://www.eliteprospects.com/player/45936/peter-galambos,2020-2021,slovakia,Peter Galambos (C/LW),C/LW
Jakub Sukel (RW),totals,36,11,16,27,0.75,14,2,https://www.eliteprospects.com/player/177053/jakub-sukel,2020-2021,slovakia,Jakub Sukel (RW),RW
Peter Bjaloncik (C),HK Poprad,50,11,16,27,0.54,22,12,https://www.eliteprospects.com/player/234779/peter-bjaloncik,2020-2021,slovakia,Peter Bjaloncik (C),C
Viliam Cacho (C),HC Detva,49,10,17,27,0.55,30,5,https://www.eliteprospects.com/player/228326/viliam-cacho,2020-2021,slovakia,Viliam Cacho (C),C
Peter Valent (LW/C),HC Detva,44,8,19,27,0.61,24,18,https://www.eliteprospects.com/player/122005/peter-valent,2020-2021,slovakia,Peter Valent (LW/C),LW/C
Mike Dalhuisen (D),HK Poprad,47,7,20,27,0.57,76,29,https://www.eliteprospects.com/player/37859/mike-dalhuisen,2020-2021,slovakia,Mike Dalhuisen (D),D
T.J. Melancon (D),HKM Zvolen,47,6,21,27,0.57,12,9,https://www.eliteprospects.com/player/232631/t.j.-melancon,2020-2021,slovakia,T.J. Melancon (D),D
János Vas (C/RW),DVTK Jegesmedvék,44,4,23,27,0.61,42,-31,https://www.eliteprospects.com/player/520/janos-vas,2020-2021,slovakia,János Vas (C/RW),C/RW
Janne Kettunen (C/LW),HK Dukla Trencin,49,14,12,26,0.53,24,0,https://www.eliteprospects.com/player/44758/janne-kettunen,2020-2021,slovakia,Janne Kettunen (C/LW),C/LW
Vaclav Stupka (LW),HKM Zvolen,44,12,13,25,0.57,22,-2,https://www.eliteprospects.com/player/53974/vaclav-stupka,2020-2021,slovakia,Vaclav Stupka (LW),LW
Pavol Regenda (LW/RW),HK Dukla Michalovce,50,11,14,25,0.50,64,3,https://www.eliteprospects.com/player/249755/pavol-regenda,2020-2021,slovakia,Pavol Regenda (LW/RW),LW/RW
Adrian Holesinsky (RW/C),HK Nitra,39,13,11,24,0.62,56,-2,https://www.eliteprospects.com/player/164878/adrian-holesinsky,2020-2021,slovakia,Adrian Holesinsky (RW/C),RW/C
Filip Bajtek (RW),totals,47,8,16,24,0.51,38,-4,https://www.eliteprospects.com/player/156007/filip-bajtek,2020-2021,slovakia,Filip Bajtek (RW),RW
Marek Baránek (D),HC Kosice,42,5,19,24,0.57,38,8,https://www.eliteprospects.com/player/212354/marek-baranek,2020-2021,slovakia,Marek Baránek (D),D
Antti Erkinjuntti (RW/LW),HK Dukla Michalovce,24,9,14,23,0.96,8,11,https://www.eliteprospects.com/player/10925/antti-erkinjuntti,2020-2021,slovakia,Antti Erkinjuntti (RW/LW),RW/LW
Ville Korhonen (RW/LW),HK Dukla Michalovce,34,13,9,22,0.65,10,13,https://www.eliteprospects.com/player/6426/ville-korhonen,2020-2021,slovakia,Ville Korhonen (RW/LW),RW/LW
David Soltes (LW/RW),HK Dukla Michalovce,37,6,16,22,0.59,18,8,https://www.eliteprospects.com/player/102975/david-soltes,2020-2021,slovakia,David Soltes (LW/RW),LW/RW
Ziga Pavlin (D),HC Kosice,47,5,17,22,0.47,14,17,https://www.eliteprospects.com/player/15972/ziga-pavlin,2020-2021,slovakia,Ziga Pavlin (D),D
Martin Stajnoch (D),HC Slovan Bratislava,48,5,17,22,0.46,40,9,https://www.eliteprospects.com/player/17747/martin-stajnoch,2020-2021,slovakia,Martin Stajnoch (D),D
David Ruzicka (D),HC Kosice,48,5,17,22,0.46,93,11,https://www.eliteprospects.com/player/9287/david-ruzicka,2020-2021,slovakia,David Ruzicka (D),D
Daniel Brejcak (D),HK Poprad,42,2,20,22,0.52,22,33,https://www.eliteprospects.com/player/41793/daniel-brejcak,2020-2021,slovakia,Daniel Brejcak (D),D
Marek Bartánus (RW/LW),HK Dukla Michalovce,50,13,8,21,0.42,22,11,https://www.eliteprospects.com/player/10608/marek-bartanus,2020-2021,slovakia,Marek Bartánus (RW/LW),RW/LW
Nikandrosz Galanisz (F),DVTK Jegesmedvék,47,10,11,21,0.45,34,-9,https://www.eliteprospects.com/player/16763/nikandrosz-galanisz,2020-2021,slovakia,Nikandrosz Galanisz (F),F
Juraj Jurík (RW/C),HC Nove Zamky,43,8,13,21,0.49,70,1,https://www.eliteprospects.com/player/93320/juraj-jurik,2020-2021,slovakia,Juraj Jurík (RW/C),RW/C
Martin Bellus (RW),HC Kosice,47,8,13,21,0.45,102,2,https://www.eliteprospects.com/player/95000/martin-bellus,2020-2021,slovakia,Martin Bellus (RW),RW
Andrej Stastny (C),HK Nitra,29,7,14,21,0.72,18,-6,https://www.eliteprospects.com/player/28774/andrej-stastny,2020-2021,slovakia,Andrej Stastny (C),C
Marek Zagrapan (C),HK Poprad,43,7,14,21,0.49,12,9,https://www.eliteprospects.com/player/9248/marek-zagrapan,2020-2021,slovakia,Marek Zagrapan (C),C
Daniel Gachulinec (D),HC Detva,47,6,15,21,0.45,20,15,https://www.eliteprospects.com/player/157656/daniel-gachulinec,2020-2021,slovakia,Daniel Gachulinec (D),D
Josh Winquist (C),HC Banska Bystrica,22,2,19,21,0.95,72,-8,https://www.eliteprospects.com/player/26421/josh-winquist,2020-2021,slovakia,Josh Winquist (C),C
Marek Valach (LW/RW),HK Dukla Trencin,37,10,10,20,0.54,38,-6,https://www.eliteprospects.com/player/235509/marek-valach,2020-2021,slovakia,Marek Valach (LW/RW),LW/RW
Szilard Rokaly (LW),DVTK Jegesmedvék,47,8,12,20,0.43,18,-17,https://www.eliteprospects.com/player/246810/szilard-rokaly,2020-2021,slovakia,Szilard Rokaly (LW),LW
Viktor Fekiac (C),HC Detva,47,8,12,20,0.43,48,5,https://www.eliteprospects.com/player/95708/viktor-fekiac,2020-2021,slovakia,Viktor Fekiac (C),C
Matus Holenda (D),HC Nove Zamky,41,3,17,20,0.49,37,9,https://www.eliteprospects.com/player/153194/matus-holenda,2020-2021,slovakia,Matus Holenda (D),D
Jake Cardwell (D),totals,43,1,19,20,0.47,74,3,https://www.eliteprospects.com/player/37730/jake-cardwell,2020-2021,slovakia,Jake Cardwell (D),D
Aaron Berisha (C/RW),HK Dukla Trencin,32,10,9,19,0.59,51,-2,https://www.eliteprospects.com/player/186993/aaron-berisha,2020-2021,slovakia,Aaron Berisha (C/RW),C/RW
Tomas Zigo (LW),HC Slovan Bratislava,36,8,11,19,0.53,24,3,https://www.eliteprospects.com/player/70401/tomas-zigo,2020-2021,slovakia,Tomas Zigo (LW),LW
Martin Chromiak (RW/LW),HK Dukla Trencin,32,7,12,19,0.59,0,6,https://www.eliteprospects.com/player/292067/martin-chromiak,2020-2021,slovakia,Martin Chromiak (RW/LW),RW/LW
Stephen Anderson (C),DVTK Jegesmedvék,24,6,13,19,0.79,16,-5,https://www.eliteprospects.com/player/99205/stephen-anderson,2020-2021,slovakia,Stephen Anderson (C),C
Jakub Urbanek (C/RW),HC Slovan Bratislava,40,5,14,19,0.48,28,9,https://www.eliteprospects.com/player/275263/jakub-urbanek,2020-2021,slovakia,Jakub Urbanek (C/RW),C/RW
Simon Nemec (D),HK Nitra,37,2,17,19,0.51,12,-10,https://www.eliteprospects.com/player/589605/simon-nemec,2020-2021,slovakia,Simon Nemec (D),D
Jakub Suja (LW/C),HK Dukla Michalovce,31,9,9,18,0.58,4,5,https://www.eliteprospects.com/player/15196/jakub-suja,2020-2021,slovakia,Jakub Suja (LW/C),LW/C
Ladislav Scurko (RW/LW),HC Detva,48,9,9,18,0.38,67,1,https://www.eliteprospects.com/player/9252/ladislav-scurko,2020-2021,slovakia,Ladislav Scurko (RW/LW),RW/LW
Slater Doggett (C),HC Nove Zamky,27,8,10,18,0.67,20,0,https://www.eliteprospects.com/player/117629/slater-doggett,2020-2021,slovakia,Slater Doggett (C),C
Peter Hrasko (D),HKM Zvolen,50,7,11,18,0.36,64,16,https://www.eliteprospects.com/player/34745/peter-hrasko,2020-2021,slovakia,Peter Hrasko (D),D
Robert Lantosi (RW/C),HK Nitra,18,4,14,18,1.00,6,4,https://www.eliteprospects.com/player/162490/robert-lantosi,2020-2021,slovakia,Robert Lantosi (RW/C),RW/C
Branislav Kubka (D),HKM Zvolen,50,1,17,18,0.36,28,20,https://www.eliteprospects.com/player/56384/branislav-kubka,2020-2021,slovakia,Branislav Kubka (D),D
Émile Poirier (C/LW),HC Kosice,18,9,8,17,0.94,14,2,https://www.eliteprospects.com/player/128977/emile-poirier,2020-2021,slovakia,Émile Poirier (C/LW),C/LW
Martin Pospisil (C/W),HC Kosice,22,9,8,17,0.77,102,3,https://www.eliteprospects.com/player/341691/martin-pospisil,2020-2021,slovakia,Martin Pospisil (C/W),C/W
Juraj Bezuch (C/LW),HK Dukla Trencin,34,8,9,17,0.50,16,-4,https://www.eliteprospects.com/player/100459/juraj-bezuch,2020-2021,slovakia,Juraj Bezuch (C/LW),C/LW
Markus Michalik (C/LW),HK 32 Liptovsky Mikulas,41,7,10,17,0.41,2,-22,https://www.eliteprospects.com/player/484688/markus-michalik,2020-2021,slovakia,Markus Michalik (C/LW),C/LW
Haralds Egle (C/RW),DVTK Jegesmedvék,18,6,11,17,0.94,10,-8,https://www.eliteprospects.com/player/91128/haralds-egle,2020-2021,slovakia,Haralds Egle (C/RW),C/RW
Branislav Rehus (C/RW),HK Dukla Trencin,38,6,11,17,0.45,16,14,https://www.eliteprospects.com/player/14441/branislav-rehus,2020-2021,slovakia,Branislav Rehus (C/RW),C/RW
Vladimír Mihálik (D),HK Dukla Michalovce,48,5,12,17,0.35,36,25,https://www.eliteprospects.com/player/9251/vladimir-mihalik,2020-2021,slovakia,Vladimír Mihálik (D),D
Hunter Drew (W/D),HC Banska Bystrica,20,9,7,16,0.80,111,-6,https://www.eliteprospects.com/player/267823/hunter-drew,2020-2021,slovakia,Hunter Drew (W/D),W/D
Karol Csányi (LW),DVTK Jegesmedvék,49,8,8,16,0.33,10,-14,https://www.eliteprospects.com/player/57939/karol-csanyi,2020-2021,slovakia,Karol Csányi (LW),LW
Alex Tamasi (C),HC Banska Bystrica,49,7,9,16,0.33,18,-6,https://www.eliteprospects.com/player/274251/alex-tamasi,2020-2021,slovakia,Alex Tamasi (C),C
Boris Sádecký (C),HK Dukla Trencin,36,6,10,16,0.44,18,9,https://www.eliteprospects.com/player/179158/boris-sadecky,2020-2021,slovakia,Boris Sádecký (C),C
Patrik Stevuliak (LW),HC Nove Zamky,37,6,10,16,0.43,30,-2,https://www.eliteprospects.com/player/177033/patrik-stevuliak,2020-2021,slovakia,Patrik Stevuliak (LW),LW
Bence Szirányi (D),DVTK Jegesmedvék,46,3,13,16,0.35,48,-22,https://www.eliteprospects.com/player/46875/bence-sziranyi,2020-2021,slovakia,Bence Szirányi (D),D
