player,position,link,total_gp,total_g,total_a,total_tp,total_ppg,total_pim,total_pm,nhle_g,nhle_a,nhle_tp,nhle_ppg,legacy_veteran,new_veteran,non_vet_ufa,league,call_up_send_down,active
Jesper Frödén,RW,https://www.eliteprospects.com/player/89970/jesper-froden,356,125,143,268,0.75,177,82,53.3,62.2,115.5,0.32,True,False,False,nl,—,False
Matthew Lombardi,C,https://www.eliteprospects.com/player/8999/matthew-lombardi,34,6,11,17,0.5,14,-3,2.4,4.4,6.8,0.2,False,False,False,nl,—,False
Cory Ward,C,https://www.eliteprospects.com/player/90002/cory-ward,244,49,61,110,0.45,58,23,13.4,17.2,30.6,0.13,False,False,True,echl,—,False
Alex Koopmeiners,LW/C,https://www.eliteprospects.com/player/90005/alex-koopmeiners,34,1,0,1,0.03,20,-6,0.3,0.0,0.3,0.01,False,False,False,echl,—,False
Joffrey Lupul,RW,https://www.eliteprospects.com/player/9001/joffrey-lupul,46,11,3,14,0.3,12,-10,11.0,3.0,14.0,0.3,False,False,False,nhl,—,False
Taylor Richart,D,https://www.eliteprospects.com/player/90010/taylor-richart,254,45,91,136,0.54,97,-4,12.3,24.9,37.2,0.15,False,False,True,echl,—,False
Brandon Fehd,D,https://www.eliteprospects.com/player/90014/brandon-fehd,175,3,21,24,0.14,181,-1,0.8,5.7,6.5,0.04,False,False,False,echl,—,False
Joni Tuulola,D,https://www.eliteprospects.com/player/90023/joni-tuulola,593,40,136,176,0.3,294,101,16.9,57.4,74.4,0.13,True,False,False,liiga,—,False
Teemu Kaislehto,D,https://www.eliteprospects.com/player/90046/teemu-kaislehto,14,0,0,0,0.0,0,-6,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Casey Nelson,D,https://www.eliteprospects.com/player/90050/casey-nelson,244,17,46,63,0.26,87,6,9.7,28.1,37.8,0.15,False,False,True,ahl,—,False
Viktor Hertzberg,F,https://www.eliteprospects.com/player/9007/viktor-hertzberg,5,1,0,1,0.2,2,3,0.3,0.0,0.3,0.06,False,False,False,slovakia,—,False
Ludwig Karlsson,RW/LW,https://www.eliteprospects.com/player/9008/ludwig-karlsson,32,9,12,21,0.66,6,7,2.4,3.2,5.7,0.18,False,False,False,echl,—,False
Johan Larsson,C,https://www.eliteprospects.com/player/9009/johan-larsson,568,81,126,207,0.36,352,-49,61.6,91.2,152.8,0.27,True,False,False,shl,—,False
Mike Krieg,D,https://www.eliteprospects.com/player/90096/mike-krieg,70,3,15,18,0.26,60,-6,0.8,4.1,4.9,0.07,False,False,False,echl,—,False
Paul LaDue,D,https://www.eliteprospects.com/player/90101/paul-ladue,460,46,106,152,0.33,248,18,22.9,53.7,76.6,0.17,True,False,False,shl,—,False
John Rey,D,https://www.eliteprospects.com/player/90111/john-rey,23,1,0,1,0.04,20,-6,0.3,0.0,0.3,0.01,False,False,False,echl,—,False
Duncan Keith,D,https://www.eliteprospects.com/player/9012/duncan-keith,490,31,200,231,0.47,210,22,31.0,200.0,231.0,0.47,True,False,False,nhl,—,False
Chris Kelly,C/LW,https://www.eliteprospects.com/player/9013/chris-kelly,121,7,11,18,0.15,35,-14,7.0,9.9,16.9,0.14,False,False,False,ahl,NHL ↕ AHL,False
Ryan Kesler,C,https://www.eliteprospects.com/player/9014/ryan-kesler,265,56,77,133,0.5,251,-10,56.0,77.0,133.0,0.5,True,False,False,nhl,—,False
Dmitri Isayev,LW,https://www.eliteprospects.com/player/901400/dmitri-isayev,7,0,0,0,0.0,2,1,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Chuck Kobasew,RW,https://www.eliteprospects.com/player/9018/chuck-kobasew,10,4,4,8,0.8,25,5,1.6,1.6,3.2,0.32,False,False,False,nl,—,False
John Siemer,LW,https://www.eliteprospects.com/player/90188/john-siemer,11,0,1,1,0.09,4,-6,0.0,0.3,0.3,0.03,False,False,False,echl,—,False
Jakub Winkelhöfer,D,https://www.eliteprospects.com/player/902024/jakub-winkelhofer,2,0,0,0,0.0,0,-2,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Derek Sutliffe,F,https://www.eliteprospects.com/player/90203/derek-sutliffe,33,2,2,4,0.12,18,-13,0.5,0.5,1.1,0.03,False,False,False,echl,—,False
Tom Kostopoulos,RW,https://www.eliteprospects.com/player/9021/tom-kostopoulos,180,48,77,125,0.69,177,9,21.1,33.9,55.0,0.31,False,False,False,ahl,—,False
A.J. White,LW/C,https://www.eliteprospects.com/player/90230/a.j.-white,613,146,275,421,0.69,124,57,39.4,74.6,114.0,0.19,True,False,False,echl,—,False
Joel Kwiatkowski,D,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,42,2,3,5,0.12,30,-9,0.9,1.3,2.2,0.05,False,False,False,shl,—,False
Justin Hussar,LW,https://www.eliteprospects.com/player/90247/justin-hussar,3,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Barret Jackman,D,https://www.eliteprospects.com/player/9025/barret-jackman,73,1,4,5,0.07,76,1,1.0,4.0,5.0,0.07,False,False,False,nhl,—,False
Brian Christie,C,https://www.eliteprospects.com/player/90252/brian-christie,8,1,0,1,0.12,0,-1,0.3,0.0,0.3,0.04,False,False,False,echl,—,False
Jean-François Jacques,LW/C,https://www.eliteprospects.com/player/9026/jean-francois-jacques,52,9,7,16,0.31,24,-17,3.3,2.6,5.9,0.11,False,False,False,del,—,False
Guanhua Wang,F,https://www.eliteprospects.com/player/90281/guanhua-wang,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Gunnar Hughes,LW,https://www.eliteprospects.com/player/90282/gunnar-hughes,136,25,25,50,0.37,145,-12,6.8,6.9,13.7,0.1,False,False,False,echl,—,False
Jason Jaspers,C,https://www.eliteprospects.com/player/9029/jason-jaspers,187,50,58,108,0.58,125,-22,18.5,21.5,40.0,0.21,False,False,False,del,—,False
Nick Miglio,LW,https://www.eliteprospects.com/player/90292/nick-miglio,95,7,17,24,0.25,50,-17,1.9,4.6,6.5,0.07,False,False,False,echl,—,False
John Furgele,D,https://www.eliteprospects.com/player/90293/john-furgele,153,13,43,56,0.37,78,5,3.5,11.6,15.1,0.1,False,False,False,echl,—,False
Ian McCoshen,D,https://www.eliteprospects.com/player/90302/ian-mccoshen,538,28,95,123,0.23,447,-34,15.5,45.2,60.8,0.11,True,False,False,khl,—,False
Luca Fazzini,LW/RW,https://www.eliteprospects.com/player/90308/luca-fazzini,545,167,190,357,0.66,180,-47,66.8,76.0,142.8,0.26,True,False,False,nl,—,False
Connor Kucera,D,https://www.eliteprospects.com/player/90311/connor-kucera,52,8,9,17,0.33,30,-3,2.2,2.4,4.6,0.09,False,False,False,echl,—,False
Logan Nelson,C/RW,https://www.eliteprospects.com/player/90312/logan-nelson,589,157,276,433,0.74,537,-83,42.4,74.5,116.9,0.2,True,False,False,echl,—,False
Justin Selman,C,https://www.eliteprospects.com/player/90315/justin-selman,68,8,12,20,0.29,30,2,2.5,3.6,6.1,0.09,False,False,False,echl,—,False
Andrew Miller,RW,https://www.eliteprospects.com/player/90317/andrew-miller,82,5,10,15,0.18,43,-34,1.4,2.7,4.1,0.05,False,False,False,echl,—,False
Dan DeSalvo,RW/C,https://www.eliteprospects.com/player/90321/dan-desalvo,384,97,176,273,0.71,216,-23,31.8,57.0,88.8,0.23,True,False,False,echl,—,False
Ethan Prow,D,https://www.eliteprospects.com/player/90323/ethan-prow,513,60,221,281,0.55,136,27,26.5,94.1,120.6,0.24,True,False,False,del,—,False
Thomas Di Pauli,C/LW,https://www.eliteprospects.com/player/90344/thomas-di-pauli,149,29,25,54,0.36,124,-3,12.8,11.0,23.8,0.16,False,False,False,ahl,NHL ↕ AHL,False
Ryan Hartman,RW/C,https://www.eliteprospects.com/player/90345/ryan-hartman,781,177,205,382,0.49,827,68,168.6,193.8,362.4,0.46,True,False,False,nhl,—,False
Quentin Shore,C/RW,https://www.eliteprospects.com/player/90346/quentin-shore,182,50,73,123,0.68,90,19,13.7,19.7,33.4,0.18,False,False,False,echl,—,False
Nic Kerdiles,LW,https://www.eliteprospects.com/player/90347/nic-kerdiles,127,37,40,77,0.61,133,-5,16.3,17.6,33.9,0.27,False,False,False,ahl,—,False
Connor Carrick,D,https://www.eliteprospects.com/player/90348/connor-carrick,584,77,178,255,0.44,535,49,40.2,95.7,135.9,0.23,True,False,False,nl,—,False
Jacob Trouba,D,https://www.eliteprospects.com/player/90349/jacob-trouba,776,67,240,307,0.4,612,41,67.0,240.0,307.0,0.4,True,False,False,nhl,—,False
Matt Grzelcyk,D,https://www.eliteprospects.com/player/90350/matt-grzelcyk,680,32,191,223,0.33,317,139,28.6,174.2,202.8,0.3,True,False,False,nhl,—,False
Matt Lane,C,https://www.eliteprospects.com/player/90351/matt-lane,241,56,67,123,0.51,129,-21,15.1,18.4,33.6,0.14,False,False,True,echl,—,False
Brady Skjei,D,https://www.eliteprospects.com/player/90352/brady-skjei,841,85,249,334,0.4,450,-16,82.8,235.6,318.3,0.38,True,False,False,nhl,—,False
Cam Darcy,C,https://www.eliteprospects.com/player/90353/cam-darcy,374,44,112,156,0.42,249,5,16.5,40.3,56.7,0.15,True,False,False,echl,—,False
Seth Jones,D,https://www.eliteprospects.com/player/90355/seth-jones,753,92,329,421,0.56,282,-122,92.0,329.0,421.0,0.56,True,False,False,nhl,—,False
Miles Koules,C/RW,https://www.eliteprospects.com/player/90356/miles-koules,247,32,55,87,0.35,63,-44,12.2,18.2,30.4,0.12,False,False,True,ahl,—,False
Adam Erne,LW/RW,https://www.eliteprospects.com/player/90359/adam-erne,621,93,108,201,0.32,387,-92,67.2,76.6,143.9,0.23,True,False,False,nhl,—,False
Jarome Iginla,RW,https://www.eliteprospects.com/player/9036/jarome-iginla,162,36,38,74,0.46,111,-52,36.0,38.0,74.0,0.46,False,False,False,nhl,—,False
Max McCormick,LW/RW,https://www.eliteprospects.com/player/90365/max-mccormick,572,157,173,330,0.58,797,18,73.6,78.9,152.5,0.27,True,False,False,ahl,—,False
Ron Hainsey,D,https://www.eliteprospects.com/player/9037/ron-hainsey,378,19,75,94,0.25,111,31,19.0,75.0,94.0,0.25,True,False,False,nhl,—,False
Dmitri Lyutov,D,https://www.eliteprospects.com/player/90379/dmitri-lyutov,28,0,1,1,0.04,14,-3,0.0,0.6,0.6,0.02,False,False,False,khl,—,False
Ilya Grebennikov,F,https://www.eliteprospects.com/player/90392/ilya-grebennikov,3,0,0,0,0.0,2,1,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Dan Hamhuis,D,https://www.eliteprospects.com/player/9040/dan-hamhuis,334,7,59,66,0.2,147,-11,7.0,59.0,66.0,0.2,True,False,False,nhl,—,False
Konsta Mesikämmen,D,https://www.eliteprospects.com/player/90427/konsta-mesikammen,79,6,5,11,0.14,209,-23,1.7,1.4,3.1,0.04,False,False,False,slovakia,—,False
Peter Harrold,D/W,https://www.eliteprospects.com/player/9043/peter-harrold,70,1,23,24,0.34,24,6,0.4,10.1,10.6,0.15,False,False,False,ahl,—,False
Felix Färhammar,D,https://www.eliteprospects.com/player/904549/felix-farhammar,4,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Brian Gionta,RW,https://www.eliteprospects.com/player/9048/brian-gionta,182,30,46,76,0.42,36,-16,29.4,46.0,75.4,0.41,False,False,False,ahl,NHL ↕ AHL,False
Arttu Likola,LW,https://www.eliteprospects.com/player/90498/arttu-likola,43,4,3,7,0.16,6,-6,1.7,1.3,2.9,0.07,False,False,False,liiga,—,False
Scott Gomez,C,https://www.eliteprospects.com/player/9050/scott-gomez,52,5,28,33,0.63,6,6,2.8,16.8,19.6,0.38,False,False,False,nhl,NHL ↕ AHL,False
Chris Higgins,LW,https://www.eliteprospects.com/player/9051/chris-higgins,55,12,5,17,0.31,12,-15,7.0,2.8,9.7,0.18,False,False,False,nhl,NHL ↕ AHL,False
Ryan Hollweg,LW,https://www.eliteprospects.com/player/9055/ryan-hollweg,65,2,4,6,0.09,103,-2,0.7,1.5,2.2,0.03,False,False,False,czechia,—,False
David Krcal,LW,https://www.eliteprospects.com/player/905933/david-krcal,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Tomas Pastor,D,https://www.eliteprospects.com/player/90607/tomas-pastor,80,3,6,9,0.11,139,-21,1.1,2.2,3.3,0.04,False,False,False,slovakia,—,False
Alexei Kruchinin,C/LW,https://www.eliteprospects.com/player/90624/alexei-kruchinin,473,87,143,230,0.49,102,1,53.9,88.7,142.6,0.3,True,False,False,khl,—,False
Pavel Kopytin,LW,https://www.eliteprospects.com/player/90637/pavel-kopytin,9,0,1,1,0.11,2,-2,0.0,0.6,0.6,0.07,False,False,False,khl,—,False
Alex Lindroos,D,https://www.eliteprospects.com/player/90666/alex-lindroos,152,5,10,15,0.1,70,-11,2.1,4.2,6.3,0.04,False,False,False,liiga,—,False
Tom Gerber,LW/RW,https://www.eliteprospects.com/player/90689/tom-gerber,24,1,0,1,0.04,6,-2,0.4,0.0,0.4,0.02,False,False,False,nl,—,False
Keith Aucoin,C/RW,https://www.eliteprospects.com/player/9069/keith-aucoin,155,39,115,154,0.99,104,50,14.4,42.6,57.0,0.37,False,False,False,del,—,False
Patrice Bergeron,C,https://www.eliteprospects.com/player/9079/patrice-bergeron,554,221,269,490,0.88,227,179,221.0,269.0,490.0,0.88,True,False,False,nhl,—,False
Steve Bernier,RW,https://www.eliteprospects.com/player/9080/steve-bernier,206,64,49,113,0.55,158,25,28.7,24.4,53.1,0.26,False,False,True,ahl,—,False
David Goodwin,C/LW,https://www.eliteprospects.com/player/90801/david-goodwin,118,23,34,57,0.48,34,0,9.7,14.3,23.9,0.2,False,False,False,liiga,—,False
Sam Herr,LW,https://www.eliteprospects.com/player/90802/sam-herr,193,23,18,41,0.21,102,-26,10.1,7.9,18.0,0.09,False,False,True,ahl,—,False
Nikita Sirotkin,RW,https://www.eliteprospects.com/player/90803/nikita-sirotkin,40,1,3,4,0.1,10,-10,0.6,1.9,2.5,0.06,False,False,False,khl,—,False
Nolan LaPorte,C/RW,https://www.eliteprospects.com/player/90804/nolan-laporte,169,41,62,103,0.61,225,27,11.1,16.8,27.9,0.17,False,False,False,slovakia,—,False
Lionel Mauron,F,https://www.eliteprospects.com/player/90850/lionel-mauron,4,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Pierre-Marc Bouchard,C,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,49,12,55,67,1.37,20,6,4.8,22.0,26.8,0.55,False,False,False,nl,—,False
René Bourque,LW/RW,https://www.eliteprospects.com/player/9089/rene-bourque,149,28,20,48,0.32,128,-16,20.6,14.9,35.5,0.24,False,False,False,shl,—,False
Alex Broadhurst,C,https://www.eliteprospects.com/player/90896/alex-broadhurst,563,111,204,315,0.56,157,-56,55.0,98.5,153.4,0.27,True,False,False,khl,—,False
Kyle Novak,RW,https://www.eliteprospects.com/player/90898/kyle-novak,52,1,10,11,0.21,12,-17,0.3,2.7,3.0,0.06,False,False,False,echl,—,False
Nolan Gluchowski,D,https://www.eliteprospects.com/player/90900/nolan-gluchowski,97,18,40,58,0.6,110,9,4.9,10.8,15.7,0.16,False,False,False,echl,—,False
Charlie O'Connor,RW/LW,https://www.eliteprospects.com/player/90903/charlie-o-connor,128,23,26,49,0.38,58,7,6.2,7.0,13.2,0.1,False,False,False,echl,—,False
Johnny Boychuk,D,https://www.eliteprospects.com/player/9091/johnny-boychuk,332,26,70,96,0.29,119,19,26.0,70.0,96.0,0.29,True,False,False,nhl,—,False
Brad Boyes,RW,https://www.eliteprospects.com/player/9092/brad-boyes,60,8,16,24,0.4,12,-6,8.0,16.0,24.0,0.4,False,False,False,nhl,—,False
Samuel Murin,F,https://www.eliteprospects.com/player/909231/samuel-murin,27,1,2,3,0.11,0,1,0.3,0.6,0.8,0.03,False,False,False,slovakia,—,False
Willie Corrin,D,https://www.eliteprospects.com/player/90967/willie-corrin,270,41,145,186,0.69,458,60,11.5,40.4,51.9,0.19,True,False,False,echl,—,False
Kyle Brodziak,C,https://www.eliteprospects.com/player/9097/kyle-brodziak,296,31,37,68,0.23,130,0,31.0,37.0,68.0,0.23,True,False,False,nhl,—,False
Justin Wade,D,https://www.eliteprospects.com/player/90970/justin-wade,41,0,6,6,0.15,43,4,0.0,1.8,1.8,0.04,False,False,False,echl,AHL ↕ ECHL,False
Dustin Brown,RW/LW,https://www.eliteprospects.com/player/9099/dustin-brown,494,118,152,270,0.55,194,-2,118.0,152.0,270.0,0.55,True,False,False,nhl,—,False
Brent Burns,D,https://www.eliteprospects.com/player/9103/brent-burns,864,159,438,597,0.69,409,39,159.0,438.0,597.0,0.69,True,False,False,nhl,—,False
Michael Cammalleri,LW,https://www.eliteprospects.com/player/9104/michael-cammalleri,169,31,67,98,0.58,57,3,31.0,67.0,98.0,0.58,False,False,False,nhl,—,False
Zaccheo Dotti,D,https://www.eliteprospects.com/player/91040/zaccheo-dotti,262,10,23,33,0.13,169,-2,4.0,9.2,13.2,0.05,True,False,False,nl,—,False
Patrick Incir,RW,https://www.eliteprospects.com/player/91048/patrick-incir,131,7,10,17,0.13,26,-9,2.8,4.0,6.8,0.05,False,False,False,nl,—,False
Gregory Campbell,C,https://www.eliteprospects.com/player/9105/gregory-campbell,82,3,8,11,0.13,78,-6,3.0,8.0,11.0,0.13,False,False,False,nhl,—,False
Chris Campoli,D,https://www.eliteprospects.com/player/9106/chris-campoli,32,3,15,18,0.56,39,0,1.3,6.4,7.7,0.24,False,False,False,shl,—,False
Matt Carkner,D,https://www.eliteprospects.com/player/9107/matt-carkner,41,2,9,11,0.27,164,11,0.9,4.0,4.8,0.12,False,False,False,ahl,—,False
Matt Carle,D,https://www.eliteprospects.com/player/9108/matt-carle,70,2,8,10,0.14,26,3,2.0,8.0,10.0,0.14,False,False,False,nhl,—,False
Christian Stucki,RW,https://www.eliteprospects.com/player/91094/christian-stucki,24,1,2,3,0.12,2,3,0.4,0.8,1.2,0.05,False,False,False,nl,—,False
Atte Mäkinen,LW/RW,https://www.eliteprospects.com/player/91104/atte-makinen,94,8,10,18,0.19,68,-12,3.4,4.4,7.8,0.08,False,False,False,liiga,—,False
Joel Janatuinen,LW,https://www.eliteprospects.com/player/91105/joel-janatuinen,169,30,28,58,0.34,71,0,12.6,11.8,24.4,0.14,False,False,False,liiga,—,False
Miro Mäkinen,C,https://www.eliteprospects.com/player/91108/miro-makinen,83,6,7,13,0.16,24,-6,2.7,3.1,5.9,0.07,False,False,False,liiga,—,False
Joel Kiviranta,LW/RW,https://www.eliteprospects.com/player/91109/joel-kiviranta,620,104,95,199,0.32,217,17,66.0,58.2,124.2,0.2,True,False,False,nhl,—,False
Kieron Walton,C/LW,https://www.eliteprospects.com/player/911130/kieron-walton,4,0,1,1,0.25,0,1,0.0,0.4,0.4,0.1,False,False,False,ahl,—,False
Roberts Mamcics,D,https://www.eliteprospects.com/player/91123/roberts-mamcics,303,11,59,70,0.23,288,-22,4.2,21.9,26.1,0.09,True,False,False,czechia,—,False
Haralds Egle,C/RW,https://www.eliteprospects.com/player/91128/haralds-egle,222,51,82,133,0.6,98,-7,16.5,25.9,42.4,0.19,False,False,True,czechia,—,False
Roberts Locans,RW,https://www.eliteprospects.com/player/91129/roberts-locans,31,0,2,2,0.06,11,-6,0.0,1.2,1.2,0.04,False,False,False,echl,—,False
Iikka Kangasniemi,LW/RW,https://www.eliteprospects.com/player/91153/iikka-kangasniemi,498,119,223,342,0.69,174,1,49.8,92.8,142.6,0.29,True,False,False,liiga,—,False
Ryane Clowe,LW,https://www.eliteprospects.com/player/9116/ryane-clowe,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Niklas Andersson,LW/RW,https://www.eliteprospects.com/player/91165/niklas-andersson,11,0,0,0,0.0,4,-3,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Carlo Colaiacovo,D,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,93,11,28,39,0.42,52,4,4.7,12.9,17.6,0.19,False,False,False,del,—,False
Manu Honkanen,C/LW,https://www.eliteprospects.com/player/91181/manu-honkanen,56,3,1,4,0.07,12,-1,1.3,0.4,1.7,0.03,False,False,False,liiga,—,False
Otto Nieminen,LW/RW,https://www.eliteprospects.com/player/91184/otto-nieminen,229,42,37,79,0.34,50,15,15.5,13.4,29.0,0.13,False,False,True,slovakia,—,False
Mikko Rantanen,W/C,https://www.eliteprospects.com/player/91186/mikko-rantanen,772,340,504,844,1.09,547,111,326.6,482.7,809.3,1.05,True,False,False,nhl,—,False
Teemu Lämsä,C/RW,https://www.eliteprospects.com/player/91199/teemu-lamsa,22,1,1,2,0.09,33,-2,0.4,0.4,0.8,0.04,False,False,False,liiga,—,False
Fabian Maier,D,https://www.eliteprospects.com/player/91229/fabian-maier,398,7,39,46,0.12,217,-11,2.8,15.6,18.4,0.05,True,False,False,nl,—,False
Jean-Philippe Côté,D,https://www.eliteprospects.com/player/9123/jean-philippe-cote,49,1,7,8,0.16,64,-3,0.4,2.6,3.0,0.06,False,False,False,del,—,False
Vinnie Hinostroza,RW/LW,https://www.eliteprospects.com/player/91243/vinnie-hinostroza,660,127,209,336,0.51,232,-14,92.3,155.8,248.1,0.38,True,False,False,nhl,—,False
Anthony Greco,RW,https://www.eliteprospects.com/player/91246/anthony-greco,537,157,184,341,0.64,192,-53,67.5,79.0,146.5,0.27,True,False,False,del,—,False
Ryan Craig,C/LW,https://www.eliteprospects.com/player/9126/ryan-craig,131,20,22,42,0.32,63,-5,8.8,9.7,18.5,0.14,False,False,False,ahl,—,False
Scott Kosmachuk,RW,https://www.eliteprospects.com/player/91265/scott-kosmachuk,382,92,120,212,0.55,339,-46,40.1,54.8,95.0,0.25,True,False,False,slovakia,—,False
Trevor Daley,D,https://www.eliteprospects.com/player/9128/trevor-daley,304,22,56,78,0.26,139,-14,22.0,56.0,78.0,0.26,True,False,False,echl,—,False
Kevin Dallman,D,https://www.eliteprospects.com/player/9129/kevin-dallman,222,29,94,123,0.55,113,-5,18.0,58.3,76.3,0.34,False,False,True,khl,—,False
Elias Schneider,C,https://www.eliteprospects.com/player/913505/elias-schneider,13,0,0,0,0.0,2,-1,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Janne Seppänen,C/RW,https://www.eliteprospects.com/player/91364/janne-seppanen,48,12,18,30,0.62,12,-4,3.4,5.0,8.4,0.18,False,False,False,liiga,—,False
Shane Doan,RW,https://www.eliteprospects.com/player/9137/shane-doan,146,34,40,74,0.51,146,1,34.0,40.0,74.0,0.51,False,False,False,nhl,—,False
Patrick Eaves,RW/LW,https://www.eliteprospects.com/player/9144/patrick-eaves,149,44,27,71,0.48,55,-12,44.0,25.9,69.9,0.47,False,False,False,nhl,—,False
Gatis Sprukts,LW/C,https://www.eliteprospects.com/player/91444/gatis-sprukts,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Matt Ellison,C/W,https://www.eliteprospects.com/player/9145/matt-ellison,225,82,122,204,0.91,197,-1,50.8,75.6,126.5,0.56,False,False,True,khl,—,False
Steve Eminger,D,https://www.eliteprospects.com/player/9147/steve-eminger,19,5,9,14,0.74,14,0,2.2,4.0,6.2,0.33,False,False,False,ahl,—,False
Kirill Gavrilychev,D,https://www.eliteprospects.com/player/91503/kirill-gavrilychev,6,0,0,0,0.0,4,-4,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Vernon Fiddler,C/LW,https://www.eliteprospects.com/player/9152/vernon-fiddler,141,14,12,26,0.18,97,-10,14.0,12.0,26.0,0.18,False,False,False,nhl,—,False
Rasmus Smedberg,LW/RW,https://www.eliteprospects.com/player/91546/rasmus-smedberg,10,1,0,1,0.1,0,-1,0.4,0.0,0.4,0.04,False,False,False,liiga,—,False
Kurtis Foster,D,https://www.eliteprospects.com/player/9156/kurtis-foster,38,4,13,17,0.45,76,2,1.5,4.8,6.3,0.17,False,False,False,del,—,False
Mark Giordano,D,https://www.eliteprospects.com/player/9161/mark-giordano,638,92,240,332,0.52,452,91,92.0,240.0,332.0,0.52,True,False,False,nhl,—,False
Cody Payne,RW,https://www.eliteprospects.com/player/91624/cody-payne,43,7,9,16,0.37,58,-6,1.9,2.4,4.3,0.1,False,False,False,echl,—,False
Mark Petaccio,RW,https://www.eliteprospects.com/player/91625/mark-petaccio,27,6,5,11,0.41,39,-3,1.6,1.4,3.0,0.11,False,False,False,echl,—,False
Josh Gorges,D,https://www.eliteprospects.com/player/9164/josh-gorges,177,3,17,20,0.11,139,-14,3.0,17.0,20.0,0.11,False,False,False,nhl,—,False
Andy Greene,D,https://www.eliteprospects.com/player/9169/andy-greene,498,21,72,93,0.19,103,-30,21.0,72.0,93.0,0.19,True,False,False,nhl,—,False
Matt Greene,D,https://www.eliteprospects.com/player/9170/matt-greene,29,1,1,2,0.07,27,3,1.0,1.0,2.0,0.07,False,False,False,nhl,—,False
Sandro Brügger,RW,https://www.eliteprospects.com/player/91725/sandro-brugger,7,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Léonardo Fuhrer,C/RW,https://www.eliteprospects.com/player/91746/leonardo-fuhrer,16,1,0,1,0.06,0,-4,0.4,0.0,0.4,0.02,False,False,False,nl,—,False
Manuel von Rohr,RW,https://www.eliteprospects.com/player/917539/manuel-von-rohr,4,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Martin Strbak,D,https://www.eliteprospects.com/player/9177/martin-strbak,10,0,1,1,0.1,4,-4,0.0,0.3,0.3,0.03,False,False,False,slovakia,—,False
Jakub Seidl,D,https://www.eliteprospects.com/player/917782/jakub-seidl,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Krystof Dyk,D,https://www.eliteprospects.com/player/917820/krystof-dyk,8,0,0,0,0.0,4,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Drew Stafford,RW,https://www.eliteprospects.com/player/9180/drew-stafford,252,42,45,87,0.35,80,-44,42.0,45.0,87.0,0.35,False,False,True,nhl,—,False
Ondrej Zamecnik,F,https://www.eliteprospects.com/player/918170/ondrej-zamecnik,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Marc Staal,D,https://www.eliteprospects.com/player/9183/marc-staal,596,21,82,103,0.17,241,24,21.0,82.0,103.0,0.17,True,False,False,nhl,—,False
Ryan Parent,D,https://www.eliteprospects.com/player/9184/ryan-parent,12,0,0,0,0.0,16,-4,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Stathis Soumelidis,C,https://www.eliteprospects.com/player/91857/stathis-soumelidis,25,1,3,4,0.16,26,6,0.3,0.8,1.1,0.04,False,False,False,echl,—,False
Steve Downie,RW,https://www.eliteprospects.com/player/9186/steve-downie,34,4,4,8,0.24,77,-1,3.4,3.4,6.9,0.2,False,False,False,nhl,NHL ↕ AHL,False
Andrew Cogliano,C/LW,https://www.eliteprospects.com/player/9187/andrew-cogliano,672,71,127,198,0.29,251,25,71.0,127.0,198.0,0.29,True,False,False,nhl,—,False
Kris Russell,D,https://www.eliteprospects.com/player/9188/kris-russell,401,14,82,96,0.24,94,5,14.0,82.0,96.0,0.24,True,False,False,nhl,—,False
Sasha Larocque,D,https://www.eliteprospects.com/player/91880/sasha-larocque,40,1,8,9,0.22,30,0,0.3,2.2,2.4,0.06,False,False,False,echl,—,False
Kris Letang,D,https://www.eliteprospects.com/player/9189/kris-letang,744,112,409,521,0.7,503,35,112.0,409.0,521.0,0.7,True,False,False,nhl,—,False
