player,position,link,total_gp,total_g,total_a,total_tp,total_ppg,total_pim,total_pm,nhle_g,nhle_a,nhle_tp,nhle_ppg,legacy_veteran,new_veteran,non_vet_ufa,league,call_up_send_down,active
Alexander Kulagin,RW,https://www.eliteprospects.com/player/173422/alexander-kulagin,38,3,4,7,0.18,6,-3,1.9,2.5,4.3,0.11,False,False,False,khl,—,False
Alexander Mokshantsev,C/LW,https://www.eliteprospects.com/player/173423/alexander-mokshantsev,35,0,2,2,0.06,8,-3,0.0,1.2,1.2,0.03,False,False,False,khl,—,False
Emil Svec,F,https://www.eliteprospects.com/player/173664/emil-svec,92,7,10,17,0.18,59,-25,2.0,2.8,4.8,0.05,False,False,False,slovakia,—,False
Mitja Robar,D,https://www.eliteprospects.com/player/17421/mitja-robar,18,0,1,1,0.06,10,8,0.0,0.4,0.4,0.02,False,False,False,czechia,—,False
Manuel Ganahl,RW/LW,https://www.eliteprospects.com/player/17425/manuel-ganahl,47,0,8,8,0.17,34,-1,0.0,3.4,3.4,0.07,False,False,False,liiga,—,False
Rok Macuh,C/LW,https://www.eliteprospects.com/player/174256/rok-macuh,125,24,25,49,0.39,165,-9,8.9,9.2,18.1,0.14,False,False,False,czechia,—,False
Dominique Heinrich,D,https://www.eliteprospects.com/player/17426/dominique-heinrich,22,3,2,5,0.23,4,-7,1.3,0.9,2.2,0.1,False,False,False,shl,—,False
Konstantin Komarek,C,https://www.eliteprospects.com/player/17428/konstantin-komarek,301,60,111,171,0.57,84,-28,26.0,48.2,74.1,0.25,True,False,False,shl,—,False
Rickard Rakell,W/C,https://www.eliteprospects.com/player/17435/rickard-rakell,769,251,281,532,0.69,168,-42,251.0,281.0,532.0,0.69,True,False,False,nhl,—,False
Ziga Jeglic,W/C,https://www.eliteprospects.com/player/17442/ziga-jeglic,520,103,245,348,0.67,297,27,43.4,101.6,145.0,0.28,True,False,False,del,—,False
Luca Christen,RW/D,https://www.eliteprospects.com/player/174502/luca-christen,159,7,16,23,0.14,38,-30,2.8,6.4,9.2,0.06,False,False,False,nl,—,False
Colin Gerber,D,https://www.eliteprospects.com/player/174516/colin-gerber,283,7,21,28,0.1,99,-18,2.8,8.4,11.2,0.04,True,False,False,nl,—,False
Oliver Steiner,C,https://www.eliteprospects.com/player/174524/oliver-steiner,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
André Heim,C,https://www.eliteprospects.com/player/174541/andre-heim,400,55,99,154,0.38,84,-13,22.0,39.6,61.6,0.15,True,False,False,nl,—,False
Stefan Rüegsegger,RW,https://www.eliteprospects.com/player/174558/stefan-ruegsegger,134,7,6,13,0.1,63,-3,2.8,2.4,5.2,0.04,False,False,False,nl,—,False
Tomas Redlich,W,https://www.eliteprospects.com/player/174605/tomas-redlich,309,33,46,79,0.26,127,-12,12.2,17.0,29.2,0.09,True,False,False,czechia,—,False
Sam Lofquist,D,https://www.eliteprospects.com/player/17495/sam-lofquist,245,36,71,107,0.44,243,-30,16.9,35.0,51.9,0.21,False,False,True,echl,—,False
Aaron Ness,D,https://www.eliteprospects.com/player/17497/aaron-ness,581,38,182,220,0.38,280,68,16.7,82.3,99.0,0.17,True,False,False,ahl,—,False
David Warsofsky,D,https://www.eliteprospects.com/player/17499/david-warsofsky,375,57,157,214,0.57,239,-31,24.4,70.8,95.2,0.25,True,False,False,del,—,False
Jan Sandström,D,https://www.eliteprospects.com/player/175/jan-sandstrom,117,5,16,21,0.18,46,8,2.2,6.9,9.0,0.08,False,False,False,shl,—,False
Ryan Bourque,C/LW,https://www.eliteprospects.com/player/17500/ryan-bourque,316,38,67,105,0.33,119,17,16.7,29.5,46.2,0.15,True,False,False,ahl,—,False
Robbie Czarnik,C/W,https://www.eliteprospects.com/player/17501/robbie-czarnik,136,49,66,115,0.85,86,17,13.2,17.8,31.1,0.23,False,False,False,echl,—,False
Patrick Gaul,C,https://www.eliteprospects.com/player/17502/patrick-gaul,240,40,69,109,0.45,78,27,10.8,18.6,29.4,0.12,False,False,True,echl,—,False
Justin Florek,C/W,https://www.eliteprospects.com/player/17503/justin-florek,453,96,121,217,0.48,207,-28,31.0,39.6,70.6,0.16,True,False,False,echl,—,False
Danny Kristo,RW,https://www.eliteprospects.com/player/17504/danny-kristo,342,79,100,179,0.52,89,-57,35.2,43.7,78.9,0.23,True,False,False,slovakia,—,False
Jeremy Morin,RW/LW,https://www.eliteprospects.com/player/17507/jeremy-morin,138,33,44,77,0.56,93,6,14.5,19.1,33.6,0.24,False,False,False,ahl,—,False
Kyle Palmieri,RW,https://www.eliteprospects.com/player/17508/kyle-palmieri,727,233,223,456,0.63,353,-36,233.0,223.0,456.0,0.63,True,False,False,nhl,—,False
David Wohlberg,C/LW,https://www.eliteprospects.com/player/17509/david-wohlberg,75,9,10,19,0.25,65,-6,4.0,4.4,8.4,0.11,False,False,False,ahl,—,False
Adam Dlouhý,LW/C,https://www.eliteprospects.com/player/175098/adam-dlouhy,100,10,5,15,0.15,20,-4,3.7,1.8,5.6,0.06,False,False,False,czechia,—,False
Maxime Sauvé,C,https://www.eliteprospects.com/player/17514/maxime-sauve,10,1,4,5,0.5,2,-5,0.3,1.1,1.4,0.14,False,False,False,echl,—,False
Eric O'Dell,C/RW,https://www.eliteprospects.com/player/17515/eric-o-dell,462,135,152,287,0.62,423,52,79.2,90.1,169.3,0.37,True,False,False,khl,—,False
Jacob Lagacé,C/RW,https://www.eliteprospects.com/player/17516/jacob-lagace,199,19,53,72,0.36,112,0,7.8,22.2,30.0,0.15,False,False,True,del,—,False
Corey Trivino,C,https://www.eliteprospects.com/player/17517/corey-trivino,68,9,11,20,0.29,28,-13,5.6,6.8,12.4,0.18,False,False,False,khl,—,False
Colby Robak,D,https://www.eliteprospects.com/player/17518/colby-robak,344,25,106,131,0.38,260,-32,10.0,43.4,53.5,0.16,True,False,False,del,—,False
Travis Hamonic,D,https://www.eliteprospects.com/player/17519/travis-hamonic,605,35,99,134,0.22,450,-58,35.0,98.4,133.4,0.22,True,False,False,nhl,—,False
Marco Scandella,D,https://www.eliteprospects.com/player/17520/marco-scandella,555,33,82,115,0.21,193,25,33.0,82.0,115.0,0.21,True,False,False,nhl,—,False
Tyler Myers,D,https://www.eliteprospects.com/player/17521/tyler-myers,750,52,188,240,0.32,641,10,52.0,188.0,240.0,0.32,True,False,False,nhl,—,False
Gage Quinney,C/LW,https://www.eliteprospects.com/player/175458/gage-quinney,498,143,214,357,0.72,111,10,61.8,94.1,155.9,0.31,True,False,False,khl,—,False
Pavel Pisarik,LW,https://www.eliteprospects.com/player/175485/pavel-pisarik,9,0,0,0,0.0,2,-2,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Jan Strejcek,D,https://www.eliteprospects.com/player/175489/jan-strejcek,102,5,8,13,0.13,86,-15,1.8,3.0,4.8,0.05,False,False,False,czechia,—,False
Lukas Valek,LW,https://www.eliteprospects.com/player/175491/lukas-valek,255,36,27,63,0.25,80,-27,13.3,10.0,23.3,0.09,False,False,True,czechia,—,False
Sandro Moggi,LW,https://www.eliteprospects.com/player/17561/sandro-moggi,48,5,4,9,0.19,8,-8,2.0,1.6,3.6,0.08,False,False,False,nl,—,False
Flurin Randegger,F/D,https://www.eliteprospects.com/player/17565/flurin-randegger,310,9,31,40,0.13,106,-28,3.6,12.4,16.0,0.05,True,False,False,nl,—,False
Marc Wieser,RW,https://www.eliteprospects.com/player/17570/marc-wieser,477,123,128,251,0.53,299,1,49.2,51.2,100.4,0.21,True,False,False,nl,—,False
Igor Golovkov,D,https://www.eliteprospects.com/player/17573/igor-golovkov,529,5,36,41,0.08,503,-88,3.1,22.3,25.4,0.05,True,False,False,khl,—,False
Dmitri Kostromitin,D,https://www.eliteprospects.com/player/17574/dmitri-kostromitin,163,5,17,22,0.13,148,-35,3.1,10.2,13.3,0.08,False,False,False,slovakia,—,False
Pavel Lukin,D,https://www.eliteprospects.com/player/17576/pavel-lukin,100,3,12,15,0.15,91,-1,1.9,7.4,9.3,0.09,False,False,False,khl,—,False
Adrien Lauper,LW,https://www.eliteprospects.com/player/17578/adrien-lauper,242,20,18,38,0.16,138,-33,8.0,7.2,15.2,0.06,False,False,True,nl,—,False
Benjamin Plüss,LW,https://www.eliteprospects.com/player/17582/benjamin-pluss,37,7,8,15,0.41,14,1,2.8,3.2,6.0,0.16,False,False,False,nl,—,False
Alain Birbaum,D,https://www.eliteprospects.com/player/17583/alain-birbaum,172,5,16,21,0.12,90,-70,2.0,6.4,8.4,0.05,False,False,False,nl,—,False
Marc Abplanalp,D,https://www.eliteprospects.com/player/17585/marc-abplanalp,252,11,39,50,0.2,66,-3,4.4,15.6,20.0,0.08,False,False,True,nl,—,False
Deny Bärtschi,D/RW,https://www.eliteprospects.com/player/17588/deny-bartschi,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Markus Niemeläinen,D,https://www.eliteprospects.com/player/175894/markus-niemelainen,386,11,44,55,0.14,210,2,4.7,19.0,23.7,0.06,True,False,False,del,—,False
Adam Hasani,LW,https://www.eliteprospects.com/player/17592/adam-hasani,50,2,3,5,0.1,24,-7,0.8,1.2,2.0,0.04,False,False,False,nl,—,False
Joël Genazzi,D/F,https://www.eliteprospects.com/player/17593/joel-genazzi,490,73,149,222,0.45,267,16,29.2,59.6,88.8,0.18,True,False,False,nl,—,False
Thomas Déruns,LW/RW,https://www.eliteprospects.com/player/17594/thomas-deruns,92,8,19,27,0.29,18,5,3.2,7.6,10.8,0.12,False,False,False,nl,—,False
Jonathan Mercier,D,https://www.eliteprospects.com/player/17595/jonathan-mercier,224,15,42,57,0.25,136,28,6.0,16.8,22.8,0.1,False,False,True,nl,—,False
Morris Trachsler,C,https://www.eliteprospects.com/player/17596/morris-trachsler,137,8,26,34,0.25,56,3,3.2,10.4,13.6,0.1,False,False,False,nl,—,False
Christopher Rivera,C/W,https://www.eliteprospects.com/player/17597/christopher-rivera,125,12,10,22,0.18,234,-17,4.8,4.0,8.8,0.07,False,False,False,nl,—,False
Paul Savary,C/RW,https://www.eliteprospects.com/player/17599/paul-savary,49,4,1,5,0.1,10,-6,1.6,0.4,2.0,0.04,False,False,False,nl,—,False
John Gobbi,D,https://www.eliteprospects.com/player/17600/john-gobbi,124,4,10,14,0.11,129,-14,1.6,4.0,5.6,0.05,False,False,False,nl,—,False
Sebastian Schilt,D,https://www.eliteprospects.com/player/17605/sebastian-schilt,295,13,44,57,0.19,340,-18,5.2,17.6,22.8,0.08,True,False,False,nl,—,False
Thomas Rüfenacht,LW/RW,https://www.eliteprospects.com/player/17610/thomas-rufenacht,236,50,82,132,0.56,277,15,20.0,32.8,52.8,0.22,False,False,True,nl,—,False
Timothy Kast,C/LW,https://www.eliteprospects.com/player/17612/timothy-kast,302,27,61,88,0.29,84,-43,10.8,24.4,35.2,0.12,True,False,False,nl,—,False
Ales Jergl,RW,https://www.eliteprospects.com/player/176147/ales-jergl,444,98,127,225,0.51,183,49,36.3,47.0,83.2,0.19,True,False,False,czechia,—,False
David Skurek,D,https://www.eliteprospects.com/player/176165/david-skurek,363,26,45,71,0.2,257,-26,9.6,16.6,26.3,0.07,True,False,False,czechia,—,False
Vyacheslav Kulyomin,RW,https://www.eliteprospects.com/player/17617/vyacheslav-kulyomin,252,28,22,50,0.2,152,-12,17.4,13.6,31.0,0.12,False,False,True,khl,—,False
Aslan Raisov,LW,https://www.eliteprospects.com/player/17620/aslan-raisov,15,1,3,4,0.27,4,1,0.6,1.9,2.5,0.17,False,False,False,khl,—,False
Benedikt Brückner,D,https://www.eliteprospects.com/player/17625/benedikt-bruckner,269,3,23,26,0.1,112,-26,1.1,8.5,9.6,0.04,True,False,False,del,—,False
Bernhard Ebner,D,https://www.eliteprospects.com/player/17627/bernhard-ebner,426,45,129,174,0.41,292,22,16.6,47.7,64.4,0.15,True,False,False,del,—,False
Jaakko Kuusisto,LW,https://www.eliteprospects.com/player/176271/jaakko-kuusisto,30,2,1,3,0.1,4,1,0.8,0.4,1.3,0.04,False,False,False,liiga,—,False
Marc El-Sayed,C,https://www.eliteprospects.com/player/17628/marc-el-sayed,166,15,20,35,0.21,62,-51,5.6,7.4,12.9,0.08,False,False,False,del,—,False
Aku Alho,D,https://www.eliteprospects.com/player/176296/aku-alho,11,0,0,0,0.0,6,-6,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Kevin Koski,D,https://www.eliteprospects.com/player/176297/kevin-koski,3,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Veli-Matti Tiuraniemi,D,https://www.eliteprospects.com/player/176307/veli-matti-tiuraniemi,32,0,3,3,0.09,2,0,0.0,1.3,1.3,0.04,False,False,False,liiga,—,False
Jimi Nylund,LW/RW,https://www.eliteprospects.com/player/176309/jimi-nylund,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Juho Rautanen,D,https://www.eliteprospects.com/player/176322/juho-rautanen,378,12,44,56,0.15,96,-9,5.0,19.3,24.3,0.06,True,False,False,liiga,—,False
Steve Hanusch,D,https://www.eliteprospects.com/player/17633/steve-hanusch,42,2,5,7,0.17,6,-4,0.7,1.8,2.6,0.06,False,False,False,del,—,False
Jaakko Heikkinen,F,https://www.eliteprospects.com/player/176343/jaakko-heikkinen,17,1,2,3,0.18,0,3,0.4,0.8,1.3,0.08,False,False,False,liiga,—,False
Jaroslav Moucka,RW,https://www.eliteprospects.com/player/176354/jaroslav-moucka,42,0,1,1,0.02,10,-14,0.0,0.4,0.4,0.01,False,False,False,czechia,—,False
Patrik Poulicek,C,https://www.eliteprospects.com/player/176358/patrik-poulicek,517,78,83,161,0.31,283,26,28.9,30.7,59.6,0.12,True,False,False,czechia,—,False
Tom Kühnhackl,W/C,https://www.eliteprospects.com/player/17637/tom-kuhnhackl,467,65,106,171,0.37,140,73,37.1,64.4,101.5,0.22,True,False,False,del,—,False
Marco Nowak,D,https://www.eliteprospects.com/player/17640/marco-nowak,365,26,102,128,0.35,252,-21,9.6,37.7,47.4,0.13,True,False,False,del,—,False
Patrick Pohl,C/LW,https://www.eliteprospects.com/player/17641/patrick-pohl,33,1,3,4,0.12,6,-5,0.4,1.1,1.5,0.05,False,False,False,del,—,False
Philip Riefers,D/RW,https://www.eliteprospects.com/player/17642/philip-riefers,298,16,34,50,0.17,141,-46,5.9,12.6,18.5,0.06,True,False,False,del,—,False
Tim Schüle,D,https://www.eliteprospects.com/player/17643/tim-schule,222,13,42,55,0.25,78,-30,4.8,15.5,20.4,0.09,False,False,True,del,—,False
Patrick Seifert,D,https://www.eliteprospects.com/player/17647/patrick-seifert,135,4,29,33,0.24,48,-2,1.5,10.7,12.2,0.09,False,False,False,del,—,False
Sergei Bogoleisha,D,https://www.eliteprospects.com/player/17650/sergei-bogoleisha,4,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Kirill Gotovets,D,https://www.eliteprospects.com/player/17654/kirill-gotovets,523,12,72,84,0.16,282,27,6.9,40.0,46.9,0.09,True,False,False,khl,—,False
Yevgeni Nogachyov,D,https://www.eliteprospects.com/player/17656/yevgeni-nogachyov,35,0,1,1,0.03,16,-11,0.0,0.6,0.6,0.02,False,False,False,khl,—,False
Roman Graborenko,D,https://www.eliteprospects.com/player/17658/roman-graborenko,191,11,28,39,0.2,216,-15,5.7,13.1,18.8,0.1,False,False,True,khl,—,False
Sergei Drozd,C/W,https://www.eliteprospects.com/player/17659/sergei-drozd,148,9,17,26,0.18,50,-2,5.6,10.5,16.1,0.11,False,False,False,khl,—,False
Yegor Korshkov,RW/LW,https://www.eliteprospects.com/player/176637/yegor-korshkov,531,111,149,260,0.49,267,76,66.3,90.8,157.1,0.3,True,False,False,khl,—,False
Anatoli Protasenya,LW/C,https://www.eliteprospects.com/player/17667/anatoli-protasenya,17,1,1,2,0.12,12,-5,0.4,0.6,1.0,0.06,False,False,False,czechia,—,False
Igor Revenko,RW,https://www.eliteprospects.com/player/17668/igor-revenko,4,0,0,0,0.0,2,-5,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Nikolas Kovalovsky,RW,https://www.eliteprospects.com/player/176687/nikolas-kovalovsky,13,0,0,0,0.0,6,-6,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Matej Moravcik,D,https://www.eliteprospects.com/player/176703/matej-moravcik,112,1,1,2,0.02,40,-41,0.3,0.3,0.6,0.01,False,False,False,slovakia,—,False
Cole Stallard,F,https://www.eliteprospects.com/player/176729/cole-stallard,104,23,19,42,0.4,111,-31,6.2,5.1,11.3,0.11,False,False,False,echl,—,False
Jack Suter,C/RW,https://www.eliteprospects.com/player/176784/jack-suter,54,5,9,14,0.26,10,-11,1.4,2.4,3.8,0.07,False,False,False,echl,—,False
Nino Niederreiter,RW/LW,https://www.eliteprospects.com/player/17679/nino-niederreiter,805,208,215,423,0.53,358,90,208.0,215.0,423.0,0.53,True,False,False,nhl,—,False
Romain Loeffel,D,https://www.eliteprospects.com/player/17681/romain-loeffel,502,78,217,295,0.59,319,42,31.2,86.8,118.0,0.24,True,False,False,nl,—,False
Mathieu Maret,D,https://www.eliteprospects.com/player/17682/mathieu-maret,84,2,11,13,0.15,14,7,0.8,4.4,5.2,0.06,False,False,False,nl,—,False
Reto Schäppi,C/LW,https://www.eliteprospects.com/player/17684/reto-schappi,528,37,60,97,0.18,325,-15,14.8,24.0,38.8,0.07,True,False,False,nl,—,False
Tristan Scherwey,LW/RW,https://www.eliteprospects.com/player/17685/tristan-scherwey,485,100,130,230,0.47,363,0,40.0,52.0,92.0,0.19,True,False,False,nl,—,False
Dominik Schlumpf,D,https://www.eliteprospects.com/player/17686/dominik-schlumpf,459,16,64,80,0.17,253,47,6.4,25.6,32.0,0.07,True,False,False,nl,—,False
Ramon Untersander,D,https://www.eliteprospects.com/player/17688/ramon-untersander,473,71,182,253,0.53,184,-19,28.4,72.8,101.2,0.21,True,False,False,nl,—,False
Jannik Fischer,D,https://www.eliteprospects.com/player/17690/jannik-fischer,526,8,35,43,0.08,405,-100,3.2,14.0,17.2,0.03,True,False,False,nl,—,False
Mauro Jörg,RW/LW,https://www.eliteprospects.com/player/17695/mauro-jorg,391,45,88,133,0.34,102,20,18.0,35.2,53.2,0.14,True,False,False,nl,—,False
Davis Drewiske,D,https://www.eliteprospects.com/player/17699/davis-drewiske,73,5,9,14,0.19,16,1,2.2,4.0,6.2,0.08,False,False,False,ahl,—,False
Sven Ryser,RW/LW,https://www.eliteprospects.com/player/17702/sven-ryser,127,28,30,58,0.46,117,-15,11.2,12.0,23.2,0.18,False,False,False,nl,—,False
Juraj Milý,RW,https://www.eliteprospects.com/player/177027/juraj-mily,345,48,39,87,0.25,147,-46,13.4,10.9,24.4,0.07,True,False,False,slovakia,—,False
Patrik Stevuliak,LW,https://www.eliteprospects.com/player/177033/patrik-stevuliak,484,67,94,161,0.33,413,-83,18.8,26.3,45.1,0.09,True,False,False,slovakia,—,False
Matej Baca,D,https://www.eliteprospects.com/player/177047/matej-baca,347,15,33,48,0.14,546,-38,4.2,9.2,13.4,0.04,True,False,False,slovakia,—,False
Matus Spodniak,C/LW,https://www.eliteprospects.com/player/177050/matus-spodniak,154,41,29,70,0.45,135,4,11.5,7.9,19.4,0.13,False,False,False,slovakia,—,False
Michal Kabac,LW/C,https://www.eliteprospects.com/player/177051/michal-kabac,499,56,53,109,0.22,664,-29,15.7,14.8,30.5,0.06,True,False,False,slovakia,—,False
Jakub Sukel,RW,https://www.eliteprospects.com/player/177053/jakub-sukel,484,85,112,197,0.41,203,-80,23.8,31.4,55.2,0.11,True,False,False,slovakia,—,False
Matus Sukel,C,https://www.eliteprospects.com/player/177055/matus-sukel,486,120,112,232,0.48,336,-13,43.1,40.6,83.8,0.17,True,False,False,czechia,—,False
Lukas Ziak,F,https://www.eliteprospects.com/player/177056/lukas-ziak,70,5,9,14,0.2,22,-16,1.4,2.5,3.9,0.06,False,False,False,slovakia,—,False
Ladislav Romancik,D,https://www.eliteprospects.com/player/177062/ladislav-romancik,228,4,14,18,0.08,186,-12,1.1,3.9,5.0,0.02,False,False,True,slovakia,—,False
Jakub Kuklis,D,https://www.eliteprospects.com/player/177069/jakub-kuklis,2,0,0,0,0.0,2,-1,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Regen Cavanagh,F,https://www.eliteprospects.com/player/177130/regen-cavanagh,7,0,2,2,0.29,0,-1,0.0,0.5,0.5,0.07,False,False,False,echl,—,False
Daniel Perez,F,https://www.eliteprospects.com/player/177191/daniel-perez,8,3,2,5,0.62,4,2,0.8,0.5,1.4,0.18,False,False,False,echl,—,False
Conor Garland,RW/LW,https://www.eliteprospects.com/player/177208/conor-garland,687,159,231,390,0.57,345,3,145.0,208.0,353.0,0.51,True,False,False,nhl,—,False
Martin Bakos,LW/RW,https://www.eliteprospects.com/player/17721/martin-bakos,469,134,164,298,0.64,250,-30,62.1,72.8,134.9,0.29,True,False,False,slovakia,—,False
Tomas Hricina,LW/RW,https://www.eliteprospects.com/player/17725/tomas-hricina,239,29,52,81,0.34,114,24,8.1,14.6,22.7,0.09,False,False,True,slovakia,—,False
Marek Hrivík,C/LW,https://www.eliteprospects.com/player/17726/marek-hrivik,489,110,206,316,0.65,140,28,50.6,93.9,144.5,0.3,True,False,False,czechia,—,False
Libor Hudáček,RW/C,https://www.eliteprospects.com/player/17727/libor-hudacek,483,171,196,367,0.76,331,73,70.4,81.7,152.1,0.31,True,False,False,czechia,—,False
Samuel Mlynarovic,RW,https://www.eliteprospects.com/player/17734/samuel-mlynarovic,399,86,98,184,0.46,456,31,24.1,27.4,51.5,0.13,True,False,False,slovakia,—,False
Marek Ryzák,D,https://www.eliteprospects.com/player/177357/marek-ryzak,65,1,3,4,0.06,120,-15,0.3,0.8,1.1,0.02,False,False,False,slovakia,—,False
Martin Kalinac,C/LW,https://www.eliteprospects.com/player/17740/martin-kalinac,9,1,2,3,0.33,8,3,0.3,0.6,0.8,0.09,False,False,False,slovakia,—,False
Matus Rais,D,https://www.eliteprospects.com/player/17742/matus-rais,207,21,44,65,0.31,151,69,5.9,12.3,18.2,0.09,False,False,True,slovakia,—,False
Michal Siska,D,https://www.eliteprospects.com/player/17743/michal-siska,51,3,3,6,0.12,22,-17,0.8,0.8,1.7,0.03,False,False,False,slovakia,—,False
Mike Radja,LW,https://www.eliteprospects.com/player/17745/mike-radja,22,4,7,11,0.5,8,-21,1.1,1.9,3.0,0.14,False,False,False,echl,—,False
Martin Sloboda,RW,https://www.eliteprospects.com/player/17746/martin-sloboda,14,2,3,5,0.36,10,2,0.6,0.8,1.4,0.1,False,False,False,slovakia,—,False
Martin Stajnoch,D,https://www.eliteprospects.com/player/17747/martin-stajnoch,266,19,59,78,0.29,215,9,5.7,19.3,25.0,0.09,True,False,False,slovakia,—,False
Tomas Sykora,LW,https://www.eliteprospects.com/player/17749/tomas-sykora,152,14,13,27,0.18,58,-34,4.7,4.4,9.2,0.06,False,False,False,del,—,False
Tomas Tatar,LW/RW,https://www.eliteprospects.com/player/17750/tomas-tatar,786,182,244,426,0.54,293,28,177.2,229.0,406.2,0.52,True,False,False,nl,—,False
Marek Viedensky,C,https://www.eliteprospects.com/player/17752/marek-viedensky,341,63,112,175,0.51,166,34,25.1,41.6,66.7,0.2,True,False,False,slovakia,—,False
Bogdan Kiselevich,D,https://www.eliteprospects.com/player/17755/bogdan-kiselevich,444,14,106,120,0.27,313,75,8.7,68.8,77.4,0.17,True,False,False,khl,—,False
Dmitri Orlov,D,https://www.eliteprospects.com/player/17758/dmitri-orlov,830,73,260,333,0.4,362,101,73.0,260.0,333.0,0.4,True,False,False,nhl,—,False
Sergei Plotnikov,RW/C,https://www.eliteprospects.com/player/17760/sergei-plotnikov,600,158,214,372,0.62,508,126,98.0,133.8,231.8,0.39,True,False,False,khl,—,False
Ondrej Burzala,D,https://www.eliteprospects.com/player/177605/ondrej-burzala,33,1,2,3,0.09,16,2,0.3,0.6,0.8,0.02,False,False,False,slovakia,—,False
Michael Foltýn,D,https://www.eliteprospects.com/player/177606/michael-foltyn,10,0,2,2,0.2,2,1,0.0,0.7,0.7,0.07,False,False,False,czechia,—,False
Pavel Dedunov,RW/LW,https://www.eliteprospects.com/player/17761/pavel-dedunov,522,48,32,80,0.15,135,-68,29.8,19.8,49.6,0.1,True,False,False,khl,—,False
Conlan Keenan,C/LW,https://www.eliteprospects.com/player/177617/conlan-keenan,325,71,72,143,0.44,95,31,19.2,19.4,38.6,0.12,True,False,False,echl,—,False
Brendan Lemieux,LW,https://www.eliteprospects.com/player/177647/brendan-lemieux,480,84,78,162,0.34,945,-16,56.6,55.3,111.9,0.23,True,False,False,nl,—,False
Nick Johnson,RW,https://www.eliteprospects.com/player/17765/nick-johnson,91,29,23,52,0.57,32,-11,12.5,9.9,22.4,0.25,False,False,False,shl,—,False
Casey Fitzgerald,D,https://www.eliteprospects.com/player/177660/casey-fitzgerald,348,22,86,108,0.31,372,-19,9.7,42.9,52.6,0.15,True,False,False,ahl,—,False
Doyle Somerby,D,https://www.eliteprospects.com/player/177665/doyle-somerby,496,23,84,107,0.22,279,-50,12.1,43.0,55.0,0.11,True,False,False,khl,—,False
Chase Priskie,D,https://www.eliteprospects.com/player/177666/chase-priskie,368,54,134,188,0.51,154,9,24.5,62.6,87.0,0.24,True,False,False,khl,—,False
Kyle Connor,LW,https://www.eliteprospects.com/player/177671/kyle-connor,751,351,372,723,0.96,169,-18,335.3,360.2,695.6,0.93,True,False,False,nhl,—,False
John MacLeod,D,https://www.eliteprospects.com/player/177674/john-macleod,50,1,5,6,0.12,34,-3,0.3,1.4,1.6,0.03,False,False,False,echl,—,False
Jake Kulevich,D,https://www.eliteprospects.com/player/177675/jake-kulevich,127,8,18,26,0.2,76,23,3.5,7.4,10.9,0.09,False,False,False,ahl,—,False
Grant Besse,LW/RW,https://www.eliteprospects.com/player/177678/grant-besse,188,83,86,169,0.9,69,-2,24.9,25.8,50.8,0.27,False,False,False,del,—,False
Timothy Boyle,D,https://www.eliteprospects.com/player/177682/timothy-boyle,23,0,7,7,0.3,9,4,0.0,1.9,1.9,0.08,False,False,False,echl,—,False
Louie Belpedio,D,https://www.eliteprospects.com/player/177686/louie-belpedio,492,53,133,186,0.38,563,6,24.4,60.8,85.2,0.17,True,False,False,ahl,—,False
Matt Pohlkamp,RW,https://www.eliteprospects.com/player/177689/matt-pohlkamp,144,41,41,82,0.57,30,-33,11.1,11.1,22.1,0.15,False,False,False,echl,—,False
Dylan Larkin,C/LW,https://www.eliteprospects.com/player/177693/dylan-larkin,808,276,367,643,0.8,499,-100,276.0,367.0,643.0,0.8,True,False,False,nhl,—,False
Cameron Askew,C/RW,https://www.eliteprospects.com/player/177694/cameron-askew,313,86,77,163,0.52,371,-19,23.2,20.8,44.0,0.14,True,False,False,echl,—,False
Butrus Ghafari,D,https://www.eliteprospects.com/player/177697/butrus-ghafari,132,2,26,28,0.21,132,19,0.7,7.7,8.4,0.06,False,False,False,ahl,AHL ↕ ECHL,False
Eric Schurhamer,D,https://www.eliteprospects.com/player/177698/eric-schurhamer,138,6,32,38,0.28,68,5,1.6,8.6,10.3,0.07,False,False,False,echl,—,False
Noah Hanifin,D,https://www.eliteprospects.com/player/177710/noah-hanifin,829,75,278,353,0.43,215,7,75.0,278.0,353.0,0.43,True,False,False,nhl,—,False
Ross Olsson,C/W,https://www.eliteprospects.com/player/177713/ross-olsson,198,64,48,112,0.57,480,-68,17.3,13.1,30.4,0.15,False,False,True,echl,—,False
Shane Eiserman,C/LW,https://www.eliteprospects.com/player/177720/shane-eiserman,38,10,14,24,0.63,25,-5,2.7,3.8,6.5,0.17,False,False,False,echl,—,False
